measure_size,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed,top_k
64,"(0.4, 0.3, 0.3)",64,4,0,3,10.76,192,"[0.4752, 0.4705, 0.4182]","[None, None, None]",2000,1
64,"(0.4, 0.3, 0.3)",64,4,0,2,6.83,128,"[0.3287, 0.5339]","[None, None]",2001,1
64,"(0.4, 0.3, 0.3)",64,4,0,1,3.29,64,[0.5621],[None],2002,1
64,"(0.4, 0.3, 0.3)",64,4,0,3,10.53,192,"[0.6679, 0.6319, 0.5818]","[None, None, None]",2003,1
64,"(0.4, 0.3, 0.3)",64,4,0,3,10.92,192,"[0.2576, 0.4844, 0.4493]","[None, None, None]",2004,1
64,"(0.4, 0.3, 0.3)",64,4,0,3,10.85,192,"[0.5822, 0.5249, 0.478]","[None, None, None]",2005,1
64,"(0.4, 0.3, 0.3)",64,4,0,5,18.9,320,"[0.4707, 0.5595, 0.4959, 0.5653, 0.5424]","[None, None, None, None, None]",2006,1
64,"(0.4, 0.3, 0.3)",64,4,0,3,11.0,192,"[0.4425, 0.5652, 0.5274]","[None, None, None]",2007,1
