measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,2,3.05,128,"[0.4387, 0.5052]",[],2000
64,2,2.97,128,"[0.5496, 0.5498]",[],2001
64,3,3.32,192,"[0.6159, 0.638, 0.5999]",[],2002
64,3,3.29,192,"[0.553, 0.5598, 0.5772]",[],2003
64,3,3.31,192,"[0.4335, 0.6136, 0.5539]",[],2004
64,2,3.15,128,"[0.3785, 0.4532]",[],2005
64,4,3.96,256,"[0.5621, 0.5857, 0.6094, 0.5473]",[],2006
64,2,2.96,128,"[0.4589, 0.4435]",[],2007
