measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,2,3.17,128,"[0.457, 0.5305]",[],2000
64,2,2.99,128,"[0.5291, 0.5242]",[],2001
64,3,3.34,192,"[0.5988, 0.5432, 0.5043]",[],2002
64,4,3.68,256,"[0.5615, 0.5499, 0.5396, 0.5868]",[],2003
64,1,2.65,64,[0.4697],[],2004
64,4,3.73,256,"[0.3714, 0.4549, 0.5453, 0.5468]",[],2005
64,3,3.3,192,"[0.582, 0.3313, 0.579]",[],2006
64,2,3.0,128,"[0.4953, 0.545]",[],2007
