measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
32,"(0.5, 0.2, 0.3)",2,0,3,30.53,96,"[0.5377, 0.2608, 0.2429]","[0.8072, 0.8035, 0.8601]",2000
32,"(0.5, 0.2, 0.3)",2,0,10,107.26,320,"[0.4391, 0.4042, 0.2453, 0.5492, 0.2736, 0.1134, 0.0481, 0.111, -0.0198, 0.0068]","[0.7726, 0.8157, 0.8579, 0.8679, 0.8695, 0.8779, 0.8822, 0.8805, 0.8869, 0.8849]",2001
