measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
32,"(0.3, 0.4, 0.3)",2,0,2,20.12,64,"[0.4368, 0.4402]","[0.7672, 0.846]",2023
32,"(0.3, 0.4, 0.3)",2,0,3,29.94,96,"[0.5483, 0.3771, -0.2101]","[0.8057, 0.8166, 0.8272]",2025
32,"(0.5, 0.2, 0.3)",2,0,1,9.89,32,[0.4368],[0.7672],2023
32,"(0.5, 0.2, 0.3)",2,0,8,84.9,256,"[0.5483, 0.4179, 0.225, -0.0236, 0.0315, -0.5249, -0.3214, -0.1749]","[0.8057, 0.8061, 0.83, 0.8261, 0.8446, 0.8417, 0.8472, 0.8433]",2025
32,"(0.4, 0.3, 0.3)",2,0,1,9.58,32,[0.4368],[0.7672],2023
32,"(0.4, 0.3, 0.3)",2,0,3,30.36,96,"[0.5483, 0.2915, -0.1146]","[0.8057, 0.8174, 0.8163]",2025
