use_topk,measure_size,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
False,64,"(0.6, 0.1, 0.3)",64,2,0,2,12.91,128,"[0.7609, 0.5547]","[0.8732, 0.8687]",2000
False,64,"(0.6, 0.1, 0.3)",64,2,0,1,6.24,64,[0.7088],[0.8527],2001
