measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(0.5, 0.2, 0.3)",0,0,3,31.45,192,"[0.6689, 0.4459, 0.4113]","[0.8213, 0.8125, 0.853]",2000
64,"(0.5, 0.2, 0.3)",0,0,4,43.3,256,"[0.6034, 0.6872, 0.492, 0.3737]","[0.8129, 0.8439, 0.8496, 0.8561]",2001
