measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
32,"(0.3, 0.0, 0.7)",2,0,1,9.77,32,[0.4368],[0.7672],2023
32,"(0.3, 0.0, 0.7)",2,0,5,51.29,160,"[0.5483, 0.447, 0.0028, 0.2142, 0.1951]","[0.8057, 0.8215, 0.8346, 0.8502, 0.8535]",2025
32,"(0.3, 0.1, 0.6)",2,0,1,9.91,32,[0.4368],[0.7672],2023
32,"(0.3, 0.1, 0.6)",2,0,4,40.34,128,"[0.5483, 0.3366, 0.3644, 0.2726]","[0.8057, 0.8178, 0.8476, 0.8509]",2025
32,"(0.3, 0.2, 0.5)",2,0,1,9.66,32,[0.4368],[0.7672],2023
32,"(0.3, 0.2, 0.5)",2,0,4,40.66,128,"[0.5483, 0.4739, 0.1533, -0.0768]","[0.8057, 0.8144, 0.841, 0.8444]",2025
32,"(0.3, 0.3, 0.4)",2,0,1,9.86,32,[0.4368],[0.7672],2023
32,"(0.3, 0.3, 0.4)",2,0,4,39.95,128,"[0.5483, 0.2893, -0.1005, 0.1272]","[0.8057, 0.819, 0.8223, 0.855]",2025
