measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(0.5, 0.2, 0.3)",2,0,1,10.49,64,[0.718],[0.8601],2000
64,"(0.5, 0.2, 0.3)",2,0,4,43.34,256,"[0.7072, 0.5382, 0.2586, 0.3196]","[0.8448, 0.8732, 0.8887, 0.8989]",2001
