measure_size,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(0.6, 0.1, 0.3)",64,2,0,2,7.08,128,"[0.7609, 0.5547]","[None, None]",2000
64,"(0.6, 0.1, 0.3)",64,2,0,1,3.38,64,[0.7088],[None],2001
64,"(0.6, 0.1, 0.3)",64,2,0,1,3.36,64,[0.7988],[None],2002
