measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,rank_warmup_epochs,grad_num,rand_num,lambda_pair,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,seed_n,sampling_seed
64,False,False,0.0001,0.01,"(0.4, 0.3, 0.3)",0,4,0,3.0,2.75,176.0,0.0,9.897499999999999,"[0.7264, 0.698]","[None, None]",12,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]"
