,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_reg,lambda_pair,lambda_infonce,gamma,beta,noise_std,margin_scale,tau,tau_c,feature_predictor_lr,epochs,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
17,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.1,0.01,0.01,0.001,0.3,0.05,,0.0,1000,3,192,0,12.92,"[0.5508, 0.7065, 0.6642]","[None, None, None]",2017
18,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.1,0.01,0.01,0.001,0.3,0.05,,0.0,1000,3,192,0,12.83,"[0.6067, 0.5806, 0.6307]","[None, None, None]",2018
19,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.1,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,0,8.36,"[0.6064, 0.6929]","[None, None]",2019
20,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,4,256,0,17.75,"[0.5726, 0.6544, 0.6531, 0.6948]","[None, None, None, None]",2000
21,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.21,[0.5494],[None],2001
22,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,0,8.66,"[0.6333, 0.6376]","[None, None]",2002
23,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,3,192,0,12.93,"[0.6144, 0.6776, 0.691]","[None, None, None]",2003
24,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,5,320,0,23.08,"[0.5164, 0.7022, 0.6746, 0.7056, 0.7105]","[None, None, None, None, None]",2004
25,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,0,8.49,"[0.6715, 0.699]","[None, None]",2005
26,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,0,8.62,"[0.5842, 0.6976]","[None, None]",2006
27,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,3,192,0,13.19,"[0.4532, 0.6961, 0.6841]","[None, None, None]",2007
28,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.2,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,0,8.42,"[0.6098, 0.6264]","[None, None]",2008
