measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,rank_warmup_epochs,grad_num,rand_num,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,seed_n,sampling_seed
64,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",0,2,0,2.25,144.0,0.0,7.8525,"[0.6117, 0.729, 0.7699, 0.7419]","[None, None, None, None]",4,"[2000, 2001, 2002, 2003]"
