,measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,sampling_seed,rank_warmup_epochs,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2
3498,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2018,200,4,0,1,3.32,48,0,[0.5221],[None]
3499,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2019,200,4,0,4,13.42,192,0,"[0.4793, 0.6155, 0.7196, 0.693]","[None, None, None, None]"
3500,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2000,200,4,0,4,13.48,192,0,"[0.5666, 0.6323, 0.662, 0.6754]","[None, None, None, None]"
3501,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2001,200,4,0,8,30.37,384,0,"[0.4969, 0.5721, 0.5946, 0.6733, 0.6844, 0.7052, 0.7078, 0.7042]","[None, None, None, None, None, None, None, None]"
3502,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2002,200,4,0,4,13.91,192,0,"[0.604, 0.6103, 0.6236, 0.6745]","[None, None, None, None]"
3503,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2003,200,4,0,7,25.71,336,0,"[0.5424, 0.5216, 0.6247, 0.6384, 0.6479, 0.6966, 0.6963]","[None, None, None, None, None, None, None]"
3504,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2004,200,4,0,5,17.77,240,0,"[0.558, 0.5679, 0.6503, 0.6629, 0.6772]","[None, None, None, None, None]"
3505,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2005,200,4,0,2,6.68,96,0,"[0.556, 0.5579]","[None, None]"
3506,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2006,200,4,0,4,13.96,192,0,"[0.5416, 0.5764, 0.6314, 0.6735]","[None, None, None, None]"
3507,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2007,200,4,0,4,13.8,192,0,"[0.547, 0.6333, 0.6374, 0.7119]","[None, None, None, None]"
3508,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2008,200,4,0,7,26.02,336,0,"[0.3697, 0.5874, 0.6611, 0.6754, 0.6826, 0.6883, 0.6214]","[None, None, None, None, None, None, None]"
3509,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2009,200,4,0,6,21.84,288,0,"[0.6307, 0.6054, 0.6184, 0.6875, 0.7121, 0.7038]","[None, None, None, None, None, None]"
3510,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2010,200,4,0,8,30.33,384,0,"[0.626, 0.638, 0.6873, 0.7265, 0.7266, 0.7354, 0.6973, 0.7061]","[None, None, None, None, None, None, None, None]"
3511,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2011,200,4,0,3,10.22,144,0,"[0.6219, 0.6191, 0.6531]","[None, None, None]"
3512,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2012,200,4,0,2,6.59,96,0,"[0.4829, 0.5115]","[None, None]"
3513,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2013,200,4,0,4,13.92,192,0,"[0.5118, 0.6482, 0.6887, 0.704]","[None, None, None, None]"
3514,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2014,200,4,0,3,10.31,144,0,"[0.5399, 0.5925, 0.6371]","[None, None, None]"
3515,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2015,200,4,0,1,3.21,48,0,[0.536],[None]
3516,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2016,200,4,0,4,13.93,192,0,"[0.6268, 0.6602, 0.6796, 0.6882]","[None, None, None, None]"
3517,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2017,200,4,0,4,13.92,192,0,"[0.3761, 0.6896, 0.6616, 0.6786]","[None, None, None, None]"
3518,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2018,200,4,0,1,3.24,48,0,[0.5221],[None]
3519,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2019,200,4,0,4,13.81,192,0,"[0.4793, 0.6155, 0.7196, 0.693]","[None, None, None, None]"
3520,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2000,200,4,0,4,13.91,192,0,"[0.5884, 0.6603, 0.6873, 0.6659]","[None, None, None, None]"
3521,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2001,200,4,0,7,25.83,336,0,"[0.5048, 0.5597, 0.6435, 0.7453, 0.7275, 0.6953, 0.6656]","[None, None, None, None, None, None, None]"
3522,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2002,200,4,0,3,10.22,144,0,"[0.6171, 0.6092, 0.6568]","[None, None, None]"
3523,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2003,200,4,0,5,17.79,240,0,"[0.5743, 0.5803, 0.6497, 0.6777, 0.6732]","[None, None, None, None, None]"
3524,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2004,200,4,0,4,13.77,192,0,"[0.5809, 0.6163, 0.6858, 0.6676]","[None, None, None, None]"
3525,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2005,200,4,0,2,6.73,96,0,"[0.5584, 0.5919]","[None, None]"
3526,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2006,200,4,0,4,13.52,192,0,"[0.5583, 0.6177, 0.6425, 0.6765]","[None, None, None, None]"
3527,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2007,200,4,0,4,13.46,192,0,"[0.5567, 0.6661, 0.7007, 0.6967]","[None, None, None, None]"
3528,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2008,200,4,0,8,29.45,384,0,"[0.3803, 0.6415, 0.6644, 0.707, 0.7068, 0.6782, 0.6643, 0.6497]","[None, None, None, None, None, None, None, None]"
3529,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2009,200,4,0,8,29.92,384,0,"[0.6405, 0.6382, 0.6648, 0.6502, 0.6877, 0.679, 0.6936, 0.6421]","[None, None, None, None, None, None, None, None]"
3530,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2010,200,4,0,5,17.62,240,0,"[0.6301, 0.6845, 0.72, 0.7634, 0.7401]","[None, None, None, None, None]"
3531,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2011,200,4,0,4,13.76,192,0,"[0.6334, 0.6725, 0.7202, 0.7247]","[None, None, None, None]"
3532,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2012,200,4,0,2,6.5,96,0,"[0.4795, 0.615]","[None, None]"
3533,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2013,200,4,0,4,13.82,192,0,"[0.5296, 0.674, 0.6717, 0.7]","[None, None, None, None]"
3534,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2014,200,4,0,3,10.11,144,0,"[0.5536, 0.5041, 0.5909]","[None, None, None]"
3535,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2015,200,4,0,1,3.26,48,0,[0.5573],[None]
3536,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2016,200,4,0,5,17.71,240,0,"[0.6457, 0.701, 0.668, 0.6687, 0.6591]","[None, None, None, None, None]"
3537,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2017,200,4,0,4,13.78,192,0,"[0.4117, 0.6917, 0.7165, 0.7198]","[None, None, None, None]"
3538,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2018,200,4,0,1,3.14,48,0,[0.5352],[None]
3539,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2019,200,4,0,4,13.72,192,0,"[0.4665, 0.6549, 0.6944, 0.6879]","[None, None, None, None]"
3540,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2000,200,4,0,4,13.63,192,0,"[0.5884, 0.6603, 0.6873, 0.6659]","[None, None, None, None]"
3541,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2001,200,4,0,7,25.92,336,0,"[0.5048, 0.5597, 0.6435, 0.7453, 0.7275, 0.6953, 0.6656]","[None, None, None, None, None, None, None]"
3542,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2002,200,4,0,3,10.23,144,0,"[0.6171, 0.6092, 0.6568]","[None, None, None]"
3543,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2003,200,4,0,5,17.8,240,0,"[0.5743, 0.5803, 0.6497, 0.6777, 0.6732]","[None, None, None, None, None]"
3544,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2004,200,4,0,4,13.98,192,0,"[0.5809, 0.6163, 0.6858, 0.6676]","[None, None, None, None]"
3545,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2005,200,4,0,2,6.69,96,0,"[0.5584, 0.5919]","[None, None]"
3546,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2006,200,4,0,4,13.92,192,0,"[0.5583, 0.6177, 0.6425, 0.6765]","[None, None, None, None]"
3547,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2007,200,4,0,4,13.51,192,0,"[0.5567, 0.6661, 0.7007, 0.6967]","[None, None, None, None]"
3548,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2008,200,4,0,8,29.58,384,0,"[0.3803, 0.6415, 0.6644, 0.707, 0.7068, 0.6782, 0.6643, 0.6497]","[None, None, None, None, None, None, None, None]"
3549,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2009,200,4,0,8,29.53,384,0,"[0.6405, 0.6382, 0.6648, 0.6502, 0.6877, 0.679, 0.6936, 0.6421]","[None, None, None, None, None, None, None, None]"
3550,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2010,200,4,0,5,17.81,240,0,"[0.6301, 0.6845, 0.72, 0.7634, 0.7401]","[None, None, None, None, None]"
3551,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2011,200,4,0,4,14.01,192,0,"[0.6334, 0.6725, 0.7202, 0.7247]","[None, None, None, None]"
3552,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2012,200,4,0,2,6.69,96,0,"[0.4795, 0.615]","[None, None]"
3553,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2013,200,4,0,4,13.93,192,0,"[0.5296, 0.674, 0.6717, 0.7]","[None, None, None, None]"
3554,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2014,200,4,0,3,10.23,144,0,"[0.5536, 0.5041, 0.5909]","[None, None, None]"
3555,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2015,200,4,0,1,3.26,48,0,[0.5573],[None]
3556,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2016,200,4,0,5,17.82,240,0,"[0.6457, 0.701, 0.668, 0.6687, 0.6591]","[None, None, None, None, None]"
3557,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2017,200,4,0,4,13.55,192,0,"[0.4117, 0.6917, 0.7165, 0.7198]","[None, None, None, None]"
3558,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2018,200,4,0,1,3.14,48,0,[0.5352],[None]
3559,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2019,200,4,0,4,13.52,192,0,"[0.4665, 0.6549, 0.6944, 0.6879]","[None, None, None, None]"
3560,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2000,200,4,0,5,17.21,240,0,"[0.611, 0.6442, 0.6882, 0.6758, 0.7099]","[None, None, None, None, None]"
3561,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2001,200,4,0,6,21.29,288,0,"[0.5075, 0.6161, 0.6877, 0.7243, 0.7185, 0.732]","[None, None, None, None, None, None]"
3562,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2002,200,4,0,3,9.87,144,0,"[0.6127, 0.6224, 0.6688]","[None, None, None]"
3563,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2003,200,4,0,6,21.2,288,0,"[0.5874, 0.6268, 0.6659, 0.6529, 0.6843, 0.7048]","[None, None, None, None, None, None]"
3564,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2004,200,4,0,3,9.87,144,0,"[0.5869, 0.6606, 0.7047]","[None, None, None]"
3565,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2005,200,4,0,2,6.43,96,0,"[0.5614, 0.6285]","[None, None]"
3566,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2006,200,4,0,4,13.65,192,0,"[0.5631, 0.6198, 0.6516, 0.7308]","[None, None, None, None]"
3567,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2007,200,4,0,3,9.92,144,0,"[0.561, 0.6952, 0.7244]","[None, None, None]"
3568,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2008,200,4,0,10,38.28,480,0,"[0.3711, 0.655, 0.7189, 0.703, 0.7089, 0.7056, 0.6904, 0.6865, 0.6454, 0.6242]","[None, None, None, None, None, None, None, None, None, None]"
3569,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2009,200,4,0,7,25.3,336,0,"[0.638, 0.6663, 0.6746, 0.7417, 0.75, 0.7167, 0.6993]","[None, None, None, None, None, None, None]"
3570,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2010,200,4,0,5,17.21,240,0,"[0.6345, 0.7028, 0.7256, 0.7683, 0.7526]","[None, None, None, None, None]"
3571,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2011,200,4,0,5,17.74,240,0,"[0.6354, 0.6851, 0.7357, 0.7387, 0.7461]","[None, None, None, None, None]"
3572,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2012,200,4,0,2,6.69,96,0,"[0.5074, 0.6231]","[None, None]"
3573,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2013,200,4,0,4,14.02,192,0,"[0.5331, 0.6981, 0.6931, 0.7501]","[None, None, None, None]"
3574,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2014,200,4,0,2,6.69,96,0,"[0.5535, 0.5348]","[None, None]"
3575,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2015,200,4,0,1,3.27,48,0,[0.5667],[None]
3576,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2016,200,4,0,7,26.07,336,0,"[0.6513, 0.6913, 0.6476, 0.6695, 0.6762, 0.6792, 0.6716]","[None, None, None, None, None, None, None]"
3577,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2017,200,4,0,2,6.69,96,0,"[0.4033, 0.6962]","[None, None]"
3578,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2018,200,4,0,1,3.27,48,0,[0.5345],[None]
3579,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2019,200,4,0,3,10.25,144,0,"[0.4598, 0.6506, 0.7245]","[None, None, None]"
3580,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2000,200,4,0,5,17.83,240,0,"[0.611, 0.6442, 0.6882, 0.6758, 0.7099]","[None, None, None, None, None]"
3581,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2001,200,4,0,6,21.88,288,0,"[0.5075, 0.6161, 0.6877, 0.7243, 0.7185, 0.732]","[None, None, None, None, None, None]"
3582,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2002,200,4,0,3,10.24,144,0,"[0.6127, 0.6224, 0.6688]","[None, None, None]"
3583,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2003,200,4,0,6,21.88,288,0,"[0.5874, 0.6268, 0.6659, 0.6529, 0.6843, 0.7048]","[None, None, None, None, None, None]"
3584,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2004,200,4,0,3,10.31,144,0,"[0.5869, 0.6606, 0.7047]","[None, None, None]"
3585,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2005,200,4,0,2,6.69,96,0,"[0.5614, 0.6285]","[None, None]"
3586,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2006,200,4,0,4,13.92,192,0,"[0.5631, 0.6198, 0.6516, 0.7308]","[None, None, None, None]"
3587,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2007,200,4,0,3,10.06,144,0,"[0.561, 0.6952, 0.7244]","[None, None, None]"
3588,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2008,200,4,0,10,38.68,480,0,"[0.3711, 0.655, 0.7189, 0.703, 0.7089, 0.7056, 0.6904, 0.6865, 0.6454, 0.6242]","[None, None, None, None, None, None, None, None, None, None]"
3589,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2009,200,4,0,7,25.33,336,0,"[0.638, 0.6663, 0.6746, 0.7417, 0.75, 0.7167, 0.6993]","[None, None, None, None, None, None, None]"
3590,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2010,200,4,0,5,17.64,240,0,"[0.6345, 0.7028, 0.7256, 0.7683, 0.7526]","[None, None, None, None, None]"
3591,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2011,200,4,0,5,17.8,240,0,"[0.6354, 0.6851, 0.7357, 0.7387, 0.7461]","[None, None, None, None, None]"
3592,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2012,200,4,0,2,6.68,96,0,"[0.5074, 0.6231]","[None, None]"
3593,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2013,200,4,0,4,13.96,192,0,"[0.5331, 0.6981, 0.6931, 0.7501]","[None, None, None, None]"
3594,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2014,200,4,0,2,6.69,96,0,"[0.5535, 0.5348]","[None, None]"
3595,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2015,200,4,0,1,3.26,48,0,[0.5667],[None]
3596,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2016,200,4,0,7,26.13,336,0,"[0.6513, 0.6913, 0.6476, 0.6695, 0.6762, 0.6792, 0.6716]","[None, None, None, None, None, None, None]"
3597,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2017,200,4,0,2,6.67,96,0,"[0.4033, 0.6962]","[None, None]"
3598,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2018,200,4,0,1,3.26,48,0,[0.5345],[None]
3599,48,False,False,1e-05,0.001,"(0.7, 0.0, 0.3)",2019,200,4,0,3,10.24,144,0,"[0.4598, 0.6506, 0.7245]","[None, None, None]"
3600,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2000,0,4,0,3,10.25,144,0,"[0.6385, 0.6068, 0.595]","[None, None, None]"
3601,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2001,0,4,0,5,17.81,240,0,"[0.4753, 0.5946, 0.6274, 0.6462, 0.6728]","[None, None, None, None, None]"
3602,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2002,0,4,0,3,10.22,144,0,"[0.6383, 0.6248, 0.6571]","[None, None, None]"
3603,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2003,0,4,0,6,21.82,288,0,"[0.5609, 0.5592, 0.4885, 0.4722, 0.4994, 0.5143]","[None, None, None, None, None, None]"
3604,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2004,0,4,0,4,13.69,192,0,"[0.5138, 0.525, 0.5844, 0.5239]","[None, None, None, None]"
3605,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2005,0,4,0,2,6.44,96,0,"[0.5338, 0.6203]","[None, None]"
3606,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2006,0,4,0,5,17.2,240,0,"[0.582, 0.5666, 0.6178, 0.6301, 0.5993]","[None, None, None, None, None]"
3607,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2007,0,4,0,5,17.69,240,0,"[0.5511, 0.5339, 0.5774, 0.5103, 0.5075]","[None, None, None, None, None]"
3608,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2008,0,4,0,6,21.85,288,0,"[0.3239, 0.5575, 0.5891, 0.5779, 0.5466, 0.5623]","[None, None, None, None, None, None]"
3609,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2009,0,4,0,6,21.86,288,0,"[0.5982, 0.5877, 0.574, 0.6006, 0.6297, 0.6035]","[None, None, None, None, None, None]"
3610,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2010,0,4,0,5,17.82,240,0,"[0.6309, 0.5982, 0.5815, 0.5276, 0.4423]","[None, None, None, None, None]"
3611,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2011,0,4,0,4,13.95,192,0,"[0.63, 0.5681, 0.4294, 0.4358]","[None, None, None, None]"
3612,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2012,0,4,0,2,6.57,96,0,"[0.5841, 0.5831]","[None, None]"
3613,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2013,0,4,0,5,17.35,240,0,"[0.5359, 0.6092, 0.6231, 0.6263, 0.5943]","[None, None, None, None, None]"
3614,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2014,0,4,0,3,10.22,144,0,"[0.5454, 0.488, 0.518]","[None, None, None]"
3615,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2015,0,4,0,1,3.26,48,0,[0.5978],[None]
3616,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2016,0,4,0,6,21.35,288,0,"[0.6262, 0.5866, 0.5413, 0.4436, 0.4375, 0.4389]","[None, None, None, None, None, None]"
3617,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2017,0,4,0,5,17.21,240,0,"[0.5231, 0.6344, 0.6467, 0.6365, 0.6485]","[None, None, None, None, None]"
3618,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2018,0,4,0,2,6.44,96,0,"[0.5445, 0.5373]","[None, None]"
3619,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2019,0,4,0,5,17.38,240,0,"[0.4891, 0.5986, 0.6577, 0.6343, 0.6356]","[None, None, None, None, None]"
3620,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2000,0,4,0,3,9.93,144,0,"[0.6385, 0.6068, 0.595]","[None, None, None]"
3621,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2001,0,4,0,5,17.19,240,0,"[0.4753, 0.5946, 0.6274, 0.6462, 0.6728]","[None, None, None, None, None]"
3622,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2002,0,4,0,3,9.88,144,0,"[0.6383, 0.6248, 0.6571]","[None, None, None]"
3623,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2003,0,4,0,6,21.71,288,0,"[0.5609, 0.5592, 0.4885, 0.4722, 0.4994, 0.5143]","[None, None, None, None, None, None]"
3624,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2004,0,4,0,4,13.9,192,0,"[0.5138, 0.525, 0.5844, 0.5239]","[None, None, None, None]"
3625,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2005,0,4,0,2,6.68,96,0,"[0.5338, 0.6203]","[None, None]"
3626,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2006,0,4,0,5,17.8,240,0,"[0.582, 0.5666, 0.6178, 0.6301, 0.5993]","[None, None, None, None, None]"
3627,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2007,0,4,0,5,17.61,240,0,"[0.5511, 0.5339, 0.5774, 0.5103, 0.5075]","[None, None, None, None, None]"
3628,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2008,0,4,0,6,21.42,288,0,"[0.3239, 0.5575, 0.5891, 0.5779, 0.5466, 0.5623]","[None, None, None, None, None, None]"
3629,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2009,0,4,0,6,21.84,288,0,"[0.5982, 0.5877, 0.574, 0.6006, 0.6297, 0.6035]","[None, None, None, None, None, None]"
3630,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2010,0,4,0,5,17.87,240,0,"[0.6309, 0.5982, 0.5815, 0.5276, 0.4423]","[None, None, None, None, None]"
3631,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2011,0,4,0,4,13.92,192,0,"[0.63, 0.5681, 0.4294, 0.4358]","[None, None, None, None]"
3632,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2012,0,4,0,2,6.67,96,0,"[0.5841, 0.5831]","[None, None]"
3633,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2013,0,4,0,5,17.2,240,0,"[0.5359, 0.6092, 0.6231, 0.6263, 0.5943]","[None, None, None, None, None]"
3634,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2014,0,4,0,3,9.87,144,0,"[0.5454, 0.488, 0.518]","[None, None, None]"
3635,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2015,0,4,0,1,3.14,48,0,[0.5978],[None]
3636,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2016,0,4,0,6,21.43,288,0,"[0.6262, 0.5866, 0.5413, 0.4436, 0.4375, 0.4389]","[None, None, None, None, None, None]"
3637,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2017,0,4,0,5,17.82,240,0,"[0.5231, 0.6344, 0.6467, 0.6365, 0.6485]","[None, None, None, None, None]"
3638,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2018,0,4,0,2,6.68,96,0,"[0.5445, 0.5373]","[None, None]"
3639,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2019,0,4,0,5,17.82,240,0,"[0.4891, 0.5986, 0.6577, 0.6343, 0.6356]","[None, None, None, None, None]"
3640,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2000,0,4,0,2,6.7,96,0,"[0.6141, 0.5874]","[None, None]"
3641,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2001,0,4,0,8,29.66,384,0,"[0.46, 0.5303, 0.5515, 0.5711, 0.6119, 0.6371, 0.6988, 0.7014]","[None, None, None, None, None, None, None, None]"
3642,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2002,0,4,0,3,9.87,144,0,"[0.6348, 0.6057, 0.5429]","[None, None, None]"
3643,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2003,0,4,0,6,21.11,288,0,"[0.5297, 0.5331, 0.4476, 0.3845, 0.359, 0.3845]","[None, None, None, None, None, None]"
3644,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2004,0,4,0,3,9.86,144,0,"[0.528, 0.5349, 0.5724]","[None, None, None]"
3645,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2005,0,4,0,2,6.49,96,0,"[0.4903, 0.6001]","[None, None]"
3646,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2006,0,4,0,4,13.91,192,0,"[0.5715, 0.5206, 0.5711, 0.5782]","[None, None, None, None]"
3647,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2007,0,4,0,4,13.91,192,0,"[0.5193, 0.5304, 0.5057, 0.4515]","[None, None, None, None]"
3648,48,False,False,1e-05,0.0001,"(0.7, 0.0, 0.3)",2008,0,4,0,6,21.85,288,0,"[0.2992, 0.5245, 0.5902, 0.5192, 0.4687, 0.5577]","[None, None, None, None, None, None]"
