measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,5,13.82,320,"[0.568, 0.5374, 0.5871, 0.5444, 0.5707]",[],2001
64,5,13.7,320,"[0.6087, 0.5201, 0.54, 0.5175, 0.6448]",[],2002
64,3,8.12,192,"[0.5858, 0.5159, 0.5967]",[],2003
64,4,10.93,256,"[0.4536, 0.6118, 0.5658, 0.4902]",[],2004
64,3,8.24,192,"[0.3867, 0.524, 0.5212]",[],2005
64,2,5.38,128,"[0.5456, 0.2493]",[],2006
64,3,8.15,192,"[0.497, 0.4848, 0.571]",[],2007
