measure_size,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,3,9.98,96,0,"[0.5192, 0.4148, 0.4632]","[None, None, None]",2001
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,6,20.7,192,0,"[0.5078, 0.4436, 0.5215, 0.4868, 0.5417, 0.5014]","[None, None, None, None, None, None]",2002
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.31,64,0,"[0.4644, 0.5657]","[None, None]",2003
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,4,13.04,128,0,"[0.4859, 0.2694, 0.1602, 0.3129]","[None, None, None, None]",2004
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.4472],[None],2005
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.5779, 0.4017]","[None, None]",2006
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.3616, 0.3595]","[None, None]",2007
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,4,13.1,128,0,"[0.2858, 0.2216, 0.2742, 0.2281]","[None, None, None, None]",2008
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.5233, 0.3633]","[None, None]",2009
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.5083, 0.1742]","[None, None]",2010
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,3,9.63,96,0,"[0.4153, 0.2698, 0.1791]","[None, None, None]",2011
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,1,"[0.5396, 0.4018]","[None, None]",2012
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,1,"[0.5107, 0.3644]","[None, None]",2013
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.2398],[None],2014
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.5861, 0.3165]","[None, None]",2015
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,4,13.04,128,1,"[0.4557, 0.2372, 0.3308, 0.2253]","[None, None, None, None]",2016
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.3449],[None],2017
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,13,48.21,416,0,"[0.468, 0.483, 0.3037, 0.385, 0.4073, 0.3654, 0.3599, 0.321, 0.2637, 0.2308, 0.2105, 0.1881, 0.1291]","[None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.41,64,1,"[0.3275, 0.4128]","[None, None]",2019
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.4154],[None],2000
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,4,13.42,128,0,"[0.5195, 0.3589, 0.4951, 0.4497]","[None, None, None, None]",2001
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,12,45.39,384,0,"[0.5073, 0.4354, 0.4477, 0.4383, 0.4416, 0.4542, 0.4373, 0.4321, 0.3995, 0.3196, 0.3094, 0.2703]","[None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.33,64,0,"[0.4644, 0.5981]","[None, None]",2003
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.65,96,0,"[0.4789, 0.254, 0.2846]","[None, None, None]",2004
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.41,64,0,"[0.4493, 0.2178]","[None, None]",2005
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.5781, 0.3966]","[None, None]",2006
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.51,64,0,"[0.361, 0.3556]","[None, None]",2007
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.91,96,0,"[0.2802, 0.2091, 0.2767]","[None, None, None]",2008
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.524, 0.3454]","[None, None]",2009
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.5087, 0.2167]","[None, None]",2010
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.62,96,0,"[0.4204, 0.3051, 0.1645]","[None, None, None]",2011
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,1,"[0.5428, 0.4555]","[None, None]",2012
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.5103, 0.3907]","[None, None]",2013
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.2351],[None],2014
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,4,13.02,128,0,"[0.5892, 0.2924, 0.3651, 0.3213]","[None, None, None, None]",2015
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.62,96,0,"[0.4594, 0.2418, 0.3526]","[None, None, None]",2016
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.343],[None],2017
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,24,126.0,768,0,"[0.468, 0.4979, 0.4493, 0.423, 0.4208, 0.3943, 0.2876, 0.2718, 0.3423, 0.3329, 0.2562, 0.2632, 0.3029, 0.3048, 0.2672, 0.1713, 0.3033, 0.1672, 0.2326, 0.2987, 0.2642, 0.2716, 0.3101, 0.3655]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,0.0001,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,1,"[0.3216, 0.45]","[None, None]",2019
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.4545],[None],2000
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,39,284.92,1248,0,"[0.5774, -0.012, 0.1811, 0.0879, 0.0795, -0.0334, -0.1082, -0.1762, -0.1561, -0.2579, -0.2052, -0.2762, -0.3354, -0.4422, -0.4889, -0.5353, -0.2947, -0.2746, -0.3545, -0.3098, -0.4212, -0.4977, -0.6415, -0.7034, -0.6584, -0.7092, -0.7367, -0.689, -0.7283, -0.7127, -0.703, -0.684, -0.5423, -0.4933, -0.4552, -0.532, -0.4734, -0.2314, 0.3984]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,20,93.75,640,0,"[0.3615, 0.3184, 0.1435, 0.1722, 0.1614, 0.1634, 0.1699, 0.1847, 0.2116, 0.2022, 0.168, 0.0926, 0.0384, -0.0069, -0.0296, -0.0872, 0.1442, 0.1403, 0.2467, 0.297]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,1,"[0.5337, 0.309]","[None, None]",2003
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.5013],[None],2004
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.4533, 0.1985]","[None, None]",2005
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,3,9.77,96,0,"[0.593, 0.3102, 0.3034]","[None, None, None]",2006
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.4506],[None],2007
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.2749],[None],2008
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.5421, 0.362]","[None, None]",2009
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.5156, 0.3452]","[None, None]",2010
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.47,64,1,"[0.4355, 0.0921]","[None, None]",2011
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.562, 0.3793]","[None, None]",2012
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,3,9.98,96,0,"[0.4303, 0.2664, 0.3311]","[None, None, None]",2013
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.3605, 0.3119]","[None, None]",2014
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.5774, 0.3897]","[None, None]",2015
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.21,32,0,[0.4616],[None],2016
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.471],[None],2017
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,27,155.72,864,0,"[0.491, 0.329, 0.2535, 0.213, 0.1403, 0.1653, 0.0653, 0.1017, 0.137, 0.1156, 0.0629, 0.0104, -0.0261, -0.0802, -0.1074, -0.1533, -0.1205, 0.0622, 0.0728, 0.1309, 0.1127, 0.0166, -0.0188, -0.0735, -0.0817, 0.1488, 0.3718]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.31,64,1,"[0.4777, 0.4307]","[None, None]",2019
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.11,32,0,[0.4735],[None],2000
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,37,264.55,1184,0,"[0.5799, 0.1488, 0.1615, 0.1607, 0.0541, 0.0623, -0.0019, -0.0274, -0.0786, -0.0513, -0.1011, -0.1706, -0.2187, -0.256, -0.3166, -0.4285, 0.041, -0.0581, -0.0864, -0.0244, -0.1444, -0.1677, -0.2675, -0.2849, -0.2922, -0.3161, -0.2899, -0.2556, -0.2641, -0.2629, -0.3083, -0.3346, -0.1993, -0.1964, -0.1852, 0.0927, 0.4506]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,21,102.55,672,0,"[0.4373, 0.3776, 0.2268, 0.1812, 0.1482, 0.053, 0.0832, 0.1049, 0.1205, 0.0504, 0.0471, 0.0259, -0.0621, -0.1559, -0.2046, -0.2443, 0.0628, -0.0187, 0.2676, 0.2545, 0.3387]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,1,"[0.5473, 0.3717]","[None, None]",2003
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,3,9.96,96,1,"[0.5202, 0.2548, 0.2478]","[None, None, None]",2004
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.4683, 0.1995]","[None, None]",2005
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,3,9.99,96,1,"[0.5957, 0.3411, 0.3448]","[None, None, None]",2006
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.452],[None],2007
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,4,13.52,128,0,"[0.2969, 0.2192, 0.248, 0.21]","[None, None, None, None]",2008
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.5534, 0.3634]","[None, None]",2009
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.58,64,1,"[0.5153, 0.3748]","[None, None]",2010
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.4563, 0.211]","[None, None]",2011
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.5638, 0.4269]","[None, None]",2012
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.4507],[None],2013
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.3656, 0.35]","[None, None]",2014
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.5874],[None],2015
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.21,32,0,[0.49],[None],2016
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.4905],[None],2017
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,26,145.88,832,0,"[0.483, 0.4056, 0.3544, 0.2935, 0.2646, 0.222, 0.1743, 0.1745, 0.1806, 0.2024, 0.1656, 0.1138, 0.0561, 0.0028, -0.0507, -0.1128, 0.0601, 0.151, 0.184, 0.2109, 0.2031, 0.1388, 0.0812, 0.0219, -0.003, 0.1769]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.4803, 0.3867]","[None, None]",2019
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.4884],[None],2000
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,36,250.03,1152,0,"[0.582, 0.1714, 0.2191, 0.2191, 0.1555, 0.1695, 0.1176, -0.0092, -0.0744, -0.1551, -0.1231, -0.155, -0.208, -0.2694, -0.3159, -0.2989, 0.2025, 0.1227, 0.0548, 0.0993, 0.0392, -0.0118, -0.0604, -0.1163, -0.1167, -0.0743, -0.0605, -0.0789, -0.0734, -0.1127, -0.1284, -0.1668, -0.1552, -0.1503, -0.1141, 0.2896]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,23,121.09,736,1,"[0.4754, 0.3875, 0.2449, 0.275, 0.2458, 0.2387, 0.1908, 0.1516, 0.1494, 0.1162, 0.1696, 0.2034, 0.1943, 0.1643, 0.0355, -0.0297, 0.2635, 0.181, 0.3562, 0.3432, 0.4067, 0.4539, 0.4336]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.51,64,1,"[0.5551, 0.453]","[None, None]",2003
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,3,9.97,96,1,"[0.5305, 0.2606, 0.3282]","[None, None, None]",2004
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.43,64,0,"[0.4823, 0.2156]","[None, None]",2005
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.31,64,0,"[0.5978, 0.3943]","[None, None]",2006
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.36,64,1,"[0.4536, 0.3245]","[None, None]",2007
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,1,"[0.3125, 0.223]","[None, None]",2008
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,3,9.81,96,0,"[0.562, 0.3543, 0.4681]","[None, None, None]",2009
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.39,64,1,"[0.5149, 0.3609]","[None, None]",2010
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.37,64,0,"[0.4742, 0.2883]","[None, None]",2011
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.41,64,1,"[0.5716, 0.4605]","[None, None]",2012
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.4598, 0.4102]","[None, None]",2013
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.3745],[None],2014
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.5988],[None],2015
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.25,32,0,[0.4973],[None],2016
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.4964],[None],2017
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,36,251.45,1152,0,"[0.4867, 0.4475, 0.4306, 0.2787, 0.2533, 0.2142, 0.1693, 0.1343, 0.074, 0.0284, -0.0412, -0.1421, -0.2333, -0.289, -0.3561, -0.3331, 0.0449, 0.0146, -0.0619, 0.0136, 0.0198, -0.0873, -0.1151, -0.1746, -0.1849, -0.1896, -0.1992, -0.2017, -0.1946, -0.2054, -0.2516, -0.2481, -0.1701, -0.187, -0.1697, 0.2406]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.48,64,0,"[0.4857, 0.3935]","[None, None]",2019
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.23,32,0,[0.503],[None],2000
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,6,20.72,192,0,"[0.5918, 0.1898, 0.3106, 0.2549, 0.1996, 0.1937]","[None, None, None, None, None, None]",2001
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,20,94.75,640,0,"[0.4934, 0.3802, 0.3207, 0.2901, 0.2753, 0.2733, 0.2557, 0.2712, 0.247, 0.2244, 0.2189, 0.2083, 0.2185, 0.2135, 0.1923, 0.1401, 0.3537, 0.3104, 0.3364, 0.3708]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.5588, 0.4811]","[None, None]",2003
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.51,64,0,"[0.5363, 0.3162]","[None, None]",2004
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.51,64,0,"[0.4938, 0.2917]","[None, None]",2005
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.5988, 0.4451]","[None, None]",2006
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.31,64,1,"[0.4504, 0.366]","[None, None]",2007
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,3,9.81,96,0,"[0.3248, 0.2756, 0.2686]","[None, None, None]",2008
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.12,32,0,[0.5705],[None],2009
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.47,64,1,"[0.5155, 0.3809]","[None, None]",2010
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.52,64,0,"[0.4876, 0.3158]","[None, None]",2011
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.5774, 0.4461]","[None, None]",2012
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.4648, 0.3449]","[None, None]",2013
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.389],[None],2014
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.6033],[None],2015
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.5095, 0.2539]","[None, None]",2016
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.17,32,0,[0.4954],[None],2017
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,36,251.24,1152,0,"[0.488, 0.4596, 0.3979, 0.276, 0.3828, 0.2727, 0.2781, 0.2595, 0.2674, 0.2364, 0.1785, 0.1044, 0.0544, 0.0201, -0.0182, -0.0688, 0.0855, 0.1014, 0.0438, 0.0362, 0.2077, 0.1298, 0.0983, 0.0344, 0.0372, -0.0192, -0.0811, -0.0571, -0.0499, -0.0531, -0.0939, -0.0918, -0.2065, -0.1197, -0.0447, 0.2955]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,1,"[0.4927, 0.4371]","[None, None]",2019
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.5101],[None],2000
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.98,96,0,"[0.5983, 0.1464, 0.2899]","[None, None, None]",2001
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,22,111.97,704,0,"[0.5147, 0.3985, 0.3374, 0.2951, 0.32, 0.289, 0.2542, 0.2671, 0.207, 0.2144, 0.2111, 0.2065, 0.2192, 0.1696, 0.1428, 0.1381, 0.3089, 0.2862, 0.3728, 0.3754, 0.4489, 0.4651]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.5574, 0.4797]","[None, None]",2003
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.73,96,1,"[0.5461, 0.2656, 0.3349]","[None, None, None]",2004
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.4983, 0.2323]","[None, None]",2005
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.5981, 0.433]","[None, None]",2006
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.28,64,0,"[0.4472, 0.4616]","[None, None]",2007
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.16,32,0,[0.3273],[None],2008
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,3,9.86,96,0,"[0.5814, 0.4139, 0.4621]","[None, None, None]",2009
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.35,64,1,"[0.517, 0.3678]","[None, None]",2010
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.4864, 0.3485]","[None, None]",2011
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,1,"[0.5805, 0.4653]","[None, None]",2012
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.4618],[None],2013
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.3951],[None],2014
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.6055],[None],2015
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.29,64,0,"[0.512, 0.3094]","[None, None]",2016
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.4985],[None],2017
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,12,43.89,384,0,"[0.4944, 0.4377, 0.2923, 0.2753, 0.2146, 0.2148, 0.2313, 0.2342, 0.2257, 0.2577, 0.2594, 0.316]","[None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,4,0,2,6.28,64,1,"[0.4926, 0.429]","[None, None]",2019
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,13,48.17,416,0,"[0.3615, 0.1561, 0.1386, 0.1755, 0.2463, 0.2578, 0.2487, 0.2687, 0.224, 0.1928, 0.17, 0.1801, 0.2437]","[None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.29,64,1,"[0.5337, 0.2869]","[None, None]",2003
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,1,3.1,32,0,[0.5013],[None],2004
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.3,64,0,"[0.4533, 0.1802]","[None, None]",2005
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,3,9.74,96,0,"[0.593, 0.3099, 0.3651]","[None, None, None]",2006
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,1,3.1,32,0,[0.4506],[None],2007
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,1,3.1,32,0,[0.2749],[None],2008
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.29,64,0,"[0.5421, 0.3491]","[None, None]",2009
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.29,64,1,"[0.5156, 0.3335]","[None, None]",2010
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.3,64,0,"[0.4355, 0.1029]","[None, None]",2011
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.29,64,1,"[0.562, 0.3969]","[None, None]",2012
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.28,64,0,"[0.4303, 0.2401]","[None, None]",2013
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,2,6.43,64,0,"[0.3605, 0.3489]","[None, None]",2014
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,4,13.28,128,0,"[0.5774, 0.3206, 0.1322, -0.0202]","[None, None, None, None]",2015
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,1,3.22,32,0,[0.4616],[None],2016
32,1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,2,0,1,3.22,32,0,[0.471],[None],2017
