epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,S,neigh_mean_test,rand_mean_test,neigh_best_mean_test,rand_best_mean_test,win_rate_mean,win_rate_best,avg_gain_mean_test,avg_gain_best_test,seed_mean_train
1000,5e-05,0.0,0.1,0.5,0.01,0.01,184.0,8.154406547546387,5.903433799743652,8.164449691772461,8.399444580078125,1.0,0.3532608695652174,2.2509729862213135,-0.23499397933483124,8.242144584655762
1000,5e-05,0.0,0.1,0.5,0.01,0.1,184.0,8.17404842376709,5.903433799743652,8.184552192687988,8.399444580078125,1.0,0.33695652173913043,2.2706148624420166,-0.21489226818084717,8.242144584655762
1000,5e-05,0.0,0.1,0.5,0.01,0.2,184.0,8.178808212280273,5.903433799743652,8.19475269317627,8.399444580078125,1.0,0.33152173913043476,2.2753746509552,-0.20469115674495697,8.242144584655762
1000,5e-05,0.0,0.1,0.5,0.1,0.0,184.0,8.140320777893066,5.903433799743652,8.160717964172363,8.399444580078125,1.0,0.34782608695652173,2.2368876934051514,-0.23872588574886322,8.242144584655762
1000,5e-05,0.0,0.1,0.5,0.1,0.01,184.0,8.145678520202637,5.903433799743652,8.164803504943848,8.399444580078125,0.9945652173913043,0.3532608695652174,2.2422449588775635,-0.23464058339595795,8.242144584655762
1000,5e-05,0.0,0.1,0.5,0.1,0.1,184.0,8.167110443115234,5.903433799743652,8.170271873474121,8.399444580078125,1.0,0.33152173913043476,2.2636771202087402,-0.2291729599237442,8.242144584655762
1000,5e-05,0.0,0.1,0.5,0.1,0.2,184.0,8.181650161743164,5.903433799743652,8.185781478881836,8.399444580078125,1.0,0.32608695652173914,2.2782161235809326,-0.21366193890571594,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.0,0.0,184.0,8.139066696166992,5.903433799743652,8.148179054260254,8.399444580078125,1.0,0.33695652173913043,2.23563289642334,-0.2512647807598114,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.0,0.01,184.0,8.139652252197266,5.903433799743652,8.156045913696289,8.399444580078125,1.0,0.3423913043478261,2.2362186908721924,-0.24339841306209564,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.0,0.1,184.0,8.184606552124023,5.903433799743652,8.203728675842285,8.399444580078125,1.0,0.3532608695652174,2.281172275543213,-0.19571532309055328,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.0,0.2,184.0,8.17112922668457,5.903433799743652,8.18502426147461,8.399444580078125,1.0,0.32065217391304346,2.2676949501037598,-0.21441973745822906,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.01,0.0,184.0,8.137563705444336,5.903433799743652,8.155123710632324,8.399444580078125,1.0,0.3423913043478261,2.234130620956421,-0.24432037770748138,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.01,0.01,184.0,8.142550468444824,5.903433799743652,8.155213356018066,8.399444580078125,1.0,0.3423913043478261,2.23911714553833,-0.2442304641008377,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.01,0.1,184.0,8.18243408203125,5.903433799743652,8.186410903930664,8.399444580078125,1.0,0.3423913043478261,2.279001235961914,-0.21303340792655945,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.01,0.2,184.0,8.183353424072266,5.903433799743652,8.192795753479004,8.399444580078125,1.0,0.33695652173913043,2.2799196243286133,-0.20664873719215393,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.1,0.0,184.0,8.139054298400879,5.903433799743652,8.152368545532227,8.399444580078125,1.0,0.33152173913043476,2.2356202602386475,-0.247075617313385,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.1,0.01,184.0,8.143289566040039,5.903433799743652,8.154040336608887,8.399444580078125,1.0,0.3423913043478261,2.239856481552124,-0.24540337920188904,8.242144584655762
1000,5e-05,0.0,0.1,1.0,0.1,0.1,184.0,8.179381370544434,5.903433799743652,8.194079399108887,8.399444580078125,1.0,0.3532608695652174,2.2759478092193604,-0.20536360144615173,8.242144584655762
