epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,num_pairs,tv_mean,tv_median,spearman_mean,spearman_median,unique_mean,unique_median
1000,5e-05,0.01,0.1,1.0,0.0,0.0,200.0,1.6167,1.4996,-0.0995,-0.5045,5.99,6.0
1000,5e-05,0.01,0.1,1.0,0.0,0.01,200.0,1.7977,1.5678,-0.0812,-0.3955,6.135,6.0
1000,5e-05,0.01,0.1,1.0,0.0,0.1,200.0,2.4415,2.7068,-0.4381,-0.8909,8.085,8.0
1000,5e-05,0.01,0.1,1.0,0.0,0.2,145.0,2.1038,2.0568,-0.2369,-0.8091,7.6552,8.0
1000,5e-05,0.01,0.1,1.0,0.01,0.0,200.0,1.7423,1.549,-0.0995,-0.4727,6.055,6.0
1000,5e-05,0.01,0.1,1.0,0.01,0.01,200.0,1.748,1.5354,-0.0643,-0.3682,6.085,6.0
1000,5e-05,0.01,0.1,1.0,0.01,0.1,200.0,2.3395,2.3376,-0.3192,-0.8182,7.805,8.0
1000,5e-05,0.01,0.1,1.0,0.01,0.2,100.0,2.1852,2.1199,-0.3322,-0.8364,7.74,8.0
1000,5e-05,0.01,0.1,1.0,0.1,0.0,200.0,1.82,1.7475,-0.0767,-0.4318,6.0,6.0
1000,5e-05,0.01,0.1,1.0,0.1,0.01,200.0,1.9229,1.7851,-0.0631,-0.3227,6.125,6.0
1000,5e-05,0.01,0.1,1.0,0.1,0.1,173.0,2.3808,2.5412,-0.4331,-0.8818,8.1734,8.0
1000,5e-05,0.01,0.1,1.0,0.1,0.2,106.0,2.0733,1.9127,-0.2016,-0.8545,7.8396,8.0
1000,5e-05,0.01,0.5,0.0,0.0,0.0,200.0,1.6321,1.5878,-0.0372,-0.2136,6.7,7.0
1000,5e-05,0.01,0.5,0.0,0.0,0.01,200.0,1.6733,1.594,-0.0634,-0.2227,6.715,7.0
1000,5e-05,0.01,0.5,0.0,0.0,0.1,40.0,2.4622,2.2823,0.2045,0.7545,8.75,9.0
1000,5e-05,0.01,0.5,0.0,0.0,0.2,64.0,2.7945,2.9414,0.4634,0.9636,9.2812,9.0
1000,5e-05,0.01,0.5,0.0,0.01,0.0,200.0,1.7237,1.6045,-0.0434,-0.2636,6.9,7.0
1000,5e-05,0.01,0.5,0.0,0.01,0.01,200.0,1.679,1.5872,-0.0471,-0.2227,6.76,7.0
1000,5e-05,0.01,0.5,0.0,0.01,0.1,29.0,2.7688,2.7677,0.2925,0.9636,8.5862,9.0
1000,5e-05,0.01,0.5,0.0,0.01,0.2,55.0,2.8758,3.1816,0.6274,0.9818,9.2,10.0
1000,5e-05,0.01,0.5,0.0,0.1,0.0,200.0,1.7188,1.5899,-0.0238,-0.1409,6.77,7.0
1000,5e-05,0.01,0.5,0.0,0.1,0.01,200.0,1.7529,1.6524,-0.0717,-0.1909,6.855,7.0
1000,5e-05,0.01,0.5,0.0,0.1,0.1,25.0,2.6604,2.581,0.2051,0.9273,8.92,10.0
1000,5e-05,0.01,0.5,0.0,0.1,0.2,74.0,2.7425,3.0874,0.4684,0.9909,9.3378,9.0
1000,5e-05,0.01,0.5,0.1,0.0,0.0,200.0,1.7626,1.6028,-0.0626,-0.3409,6.865,7.0
1000,5e-05,0.01,0.5,0.1,0.0,0.01,200.0,1.74,1.6462,-0.0455,-0.2364,6.785,7.0
1000,5e-05,0.01,0.5,0.1,0.0,0.1,21.0,2.3861,2.3786,0.6723,0.8545,7.8095,8.0
1000,5e-05,0.01,0.5,0.1,0.0,0.2,57.0,2.9099,3.2308,0.6431,0.9909,9.8246,10.0
1000,5e-05,0.01,0.5,0.1,0.01,0.0,200.0,1.6997,1.6344,-0.035,-0.3955,6.59,7.0
1000,5e-05,0.01,0.5,0.1,0.01,0.01,200.0,1.6927,1.5895,-0.0463,-0.3182,6.825,7.0
1000,5e-05,0.01,0.5,0.1,0.01,0.1,17.0,2.5837,2.4734,0.6449,0.7636,8.4118,8.0
1000,5e-05,0.01,0.5,0.1,0.01,0.2,61.0,2.9316,3.1716,0.5364,0.9909,9.8197,10.0
1000,5e-05,0.01,0.5,0.1,0.1,0.0,200.0,1.5271,1.4393,-0.0579,-0.4364,6.735,7.0
1000,5e-05,0.01,0.5,0.1,0.1,0.01,200.0,1.7074,1.6089,-0.0132,-0.2545,6.745,7.0
1000,5e-05,0.01,0.5,0.1,0.1,0.1,19.0,2.8199,2.5349,0.5641,0.9727,9.0,9.0
1000,5e-05,0.01,0.5,0.1,0.1,0.2,58.0,2.7942,3.0039,0.6418,0.9727,9.6379,9.5
1000,5e-05,0.01,0.5,0.5,0.0,0.0,200.0,1.6949,1.5474,-0.0325,-0.1545,6.655,7.0
1000,5e-05,0.01,0.5,0.5,0.0,0.01,200.0,1.7596,1.5598,-0.0239,-0.1864,6.76,7.0
1000,5e-05,0.01,0.5,0.5,0.0,0.1,19.0,1.6838,1.3617,0.4789,0.6,9.0526,9.0
1000,5e-05,0.01,0.5,0.5,0.0,0.2,63.0,3.0008,3.1466,0.7999,1.0,9.7302,10.0
1000,5e-05,0.01,0.5,0.5,0.01,0.0,200.0,1.6084,1.4298,-0.029,-0.2318,6.655,7.0
1000,5e-05,0.01,0.5,0.5,0.01,0.01,200.0,1.7108,1.5144,-0.015,0.0045,6.73,7.0
1000,5e-05,0.01,0.5,0.5,0.01,0.1,35.0,2.1972,2.2532,0.1945,0.1091,8.1143,8.0
1000,5e-05,0.01,0.5,0.5,0.01,0.2,67.0,2.9199,3.1574,0.6963,0.9909,9.3134,10.0
1000,5e-05,0.01,0.5,0.5,0.1,0.0,200.0,1.6141,1.4982,-0.037,-0.2,6.78,7.0
1000,5e-05,0.01,0.5,0.5,0.1,0.01,200.0,1.7432,1.6356,-0.0265,-0.1364,6.705,7.0
1000,5e-05,0.01,0.5,0.5,0.1,0.1,13.0,2.7695,2.5421,0.3832,0.9636,8.8462,9.0
1000,5e-05,0.01,0.5,0.5,0.1,0.2,56.0,2.986,3.1532,0.7782,1.0,9.2679,9.0
1000,5e-05,0.01,0.5,1.0,0.0,0.0,200.0,1.6079,1.4985,-0.0727,-0.3909,6.6,7.0
1000,5e-05,0.01,0.5,1.0,0.0,0.01,200.0,1.7645,1.5184,-0.0894,-0.4045,6.92,7.0
1000,5e-05,0.01,0.5,1.0,0.0,0.1,54.0,2.3571,2.4558,0.186,0.5864,8.5926,8.5
1000,5e-05,0.01,0.5,1.0,0.0,0.2,69.0,2.946,3.1466,0.7057,1.0,9.6087,10.0
1000,5e-05,0.01,0.5,1.0,0.01,0.0,200.0,1.571,1.3565,-0.0657,-0.2,6.59,7.0
1000,5e-05,0.01,0.5,1.0,0.01,0.01,200.0,1.6512,1.5514,-0.0778,-0.3727,6.66,7.0
1000,5e-05,0.01,0.5,1.0,0.01,0.1,42.0,2.4918,2.48,0.2615,0.7909,8.6429,9.0
1000,5e-05,0.01,0.5,1.0,0.01,0.2,80.0,2.927,3.228,0.5986,0.9909,9.6625,10.0
1000,5e-05,0.01,0.5,1.0,0.1,0.0,200.0,1.6498,1.5259,-0.0723,-0.4182,6.65,7.0
1000,5e-05,0.01,0.5,1.0,0.1,0.01,200.0,1.6322,1.5239,-0.0628,-0.2864,6.725,7.0
1000,5e-05,0.01,0.5,1.0,0.1,0.1,42.0,2.6911,2.667,0.0517,0.5273,8.4286,8.0
1000,5e-05,0.01,0.5,1.0,0.1,0.2,75.0,2.9152,3.2245,0.573,0.9909,9.3467,10.0
1000,5e-05,0.1,0.01,0.0,0.0,0.0,200.0,2.3469,2.1514,-0.0787,-0.2318,5.84,6.0
1000,5e-05,0.1,0.01,0.0,0.0,0.01,200.0,2.1558,1.9631,-0.086,-0.2682,5.72,6.0
1000,5e-05,0.1,0.01,0.0,0.0,0.1,200.0,1.3692,1.2073,-0.0916,-0.5,5.685,6.0
1000,5e-05,0.1,0.01,0.0,0.0,0.2,200.0,1.6288,1.342,0.0218,0.0045,5.965,6.0
1000,5e-05,0.1,0.01,0.0,0.01,0.0,200.0,2.4248,2.263,-0.105,-0.2909,5.945,6.0
1000,5e-05,0.1,0.01,0.0,0.01,0.01,200.0,2.2107,2.0633,-0.1126,-0.3227,5.785,6.0
1000,5e-05,0.1,0.01,0.0,0.01,0.1,200.0,1.3867,1.2149,-0.0854,-0.4636,5.57,5.0
1000,5e-05,0.1,0.01,0.0,0.01,0.2,200.0,1.6278,1.3456,0.0325,0.0455,5.96,6.0
1000,5e-05,0.1,0.01,0.0,0.1,0.0,200.0,2.2946,2.2097,-0.1113,-0.3273,5.89,6.0
1000,5e-05,0.1,0.01,0.0,0.1,0.01,200.0,2.1207,1.976,-0.0894,-0.2409,5.815,6.0
1000,5e-05,0.1,0.01,0.0,0.1,0.1,200.0,1.3554,1.3007,-0.0618,-0.3591,5.545,5.5
1000,5e-05,0.1,0.01,0.0,0.1,0.2,200.0,1.6134,1.3364,-0.0025,0.0045,6.025,6.0
1000,5e-05,0.1,0.01,0.1,0.0,0.0,200.0,2.0783,1.9234,-0.1062,-0.3318,5.88,6.0
1000,5e-05,0.1,0.01,0.1,0.0,0.01,200.0,1.9015,1.8124,-0.0999,-0.4136,5.875,6.0
1000,5e-05,0.1,0.01,0.1,0.0,0.1,200.0,1.3564,1.2134,-0.073,-0.5,5.615,6.0
1000,5e-05,0.1,0.01,0.1,0.0,0.2,200.0,1.4736,1.1533,0.0398,0.2909,5.98,6.0
1000,5e-05,0.1,0.01,0.1,0.01,0.0,200.0,2.017,1.9929,-0.1034,-0.4091,5.795,6.0
1000,5e-05,0.1,0.01,0.1,0.01,0.01,200.0,1.9679,1.9504,-0.0844,-0.35,5.815,6.0
1000,5e-05,0.1,0.01,0.1,0.01,0.1,200.0,1.3461,1.2336,-0.0797,-0.4682,5.6,5.0
1000,5e-05,0.1,0.01,0.1,0.01,0.2,200.0,1.4437,1.1495,-0.0098,-0.0591,6.025,6.0
1000,5e-05,0.1,0.01,0.1,0.1,0.0,200.0,2.0726,2.0279,-0.1235,-0.4045,5.96,6.0
1000,5e-05,0.1,0.01,0.1,0.1,0.01,200.0,1.9793,1.9395,-0.0751,-0.3091,5.865,6.0
1000,5e-05,0.1,0.01,0.1,0.1,0.1,200.0,1.3724,1.219,-0.072,-0.5,5.6,6.0
1000,5e-05,0.1,0.01,0.1,0.1,0.2,200.0,1.4679,1.19,0.0425,0.1273,5.84,6.0
1000,5e-05,0.1,0.01,0.5,0.0,0.0,200.0,2.2092,2.1279,-0.0698,-0.3,5.785,6.0
1000,5e-05,0.1,0.01,0.5,0.0,0.01,200.0,1.9457,1.7513,-0.0731,-0.2818,5.895,6.0
1000,5e-05,0.1,0.01,0.5,0.0,0.1,200.0,1.4808,1.2802,0.0445,0.0727,6.075,6.0
1000,5e-05,0.1,0.01,0.5,0.0,0.2,200.0,1.4085,1.1532,0.1233,0.4818,6.29,6.0
1000,5e-05,0.1,0.01,0.5,0.01,0.0,200.0,2.1832,2.0994,-0.1081,-0.4,5.78,6.0
1000,5e-05,0.1,0.01,0.5,0.01,0.01,200.0,2.0564,1.9415,-0.0668,-0.2955,5.815,6.0
1000,5e-05,0.1,0.01,0.5,0.01,0.1,200.0,1.5088,1.2881,0.042,0.0455,5.955,6.0
1000,5e-05,0.1,0.01,0.5,0.01,0.2,200.0,1.4178,1.2088,0.0754,0.4318,6.35,6.0
1000,5e-05,0.1,0.01,0.5,0.1,0.0,200.0,2.085,1.9294,-0.0676,-0.2955,5.955,6.0
1000,5e-05,0.1,0.01,0.5,0.1,0.01,200.0,1.9172,1.7248,-0.081,-0.2727,5.69,6.0
1000,5e-05,0.1,0.01,0.5,0.1,0.1,200.0,1.5008,1.3566,0.0359,0.0227,5.94,6.0
1000,5e-05,0.1,0.01,0.5,0.1,0.2,200.0,1.4263,1.2162,0.1346,0.4864,6.175,6.0
1000,5e-05,0.1,0.01,1.0,0.0,0.0,200.0,2.0928,1.9401,-0.1004,-0.3091,6.17,6.0
1000,5e-05,0.1,0.01,1.0,0.0,0.01,200.0,1.9274,1.8465,-0.0696,-0.2636,6.11,6.0
1000,5e-05,0.1,0.01,1.0,0.0,0.1,200.0,1.5338,1.3009,-0.0286,-0.2364,6.1,6.0
1000,5e-05,0.1,0.01,1.0,0.0,0.2,200.0,1.4797,1.21,0.0462,0.1318,6.22,6.0
1000,5e-05,0.1,0.01,1.0,0.01,0.0,200.0,2.0552,1.933,-0.0995,-0.3,6.065,6.0
1000,5e-05,0.1,0.01,1.0,0.01,0.01,200.0,1.925,1.75,-0.1117,-0.2773,5.98,6.0
1000,5e-05,0.1,0.01,1.0,0.01,0.1,200.0,1.4898,1.2883,-0.0482,-0.2273,5.98,6.0
1000,5e-05,0.1,0.01,1.0,0.01,0.2,200.0,1.5392,1.2597,0.0221,-0.1545,6.345,6.0
1000,5e-05,0.1,0.01,1.0,0.1,0.0,200.0,2.0535,1.9375,-0.109,-0.3273,6.15,6.0
1000,5e-05,0.1,0.01,1.0,0.1,0.01,200.0,1.9751,1.8709,-0.0818,-0.2909,6.21,6.0
1000,5e-05,0.1,0.01,1.0,0.1,0.1,200.0,1.4978,1.301,-0.0787,-0.2682,6.08,6.0
1000,5e-05,0.1,0.01,1.0,0.1,0.2,200.0,1.5141,1.2113,0.0491,0.0545,6.335,6.0
1000,5e-05,0.1,0.1,0.0,0.0,0.0,200.0,1.8813,1.7334,-0.0633,-0.2909,6.085,6.0
1000,5e-05,0.1,0.1,0.0,0.0,0.01,200.0,1.8176,1.7051,-0.0887,-0.3909,6.235,6.0
1000,5e-05,0.1,0.1,0.0,0.0,0.1,200.0,1.6454,1.4664,-0.061,-0.2318,6.11,6.0
1000,5e-05,0.1,0.1,0.0,0.0,0.2,200.0,1.4398,1.123,-0.0275,-0.35,5.85,6.0
1000,5e-05,0.1,0.1,0.0,0.01,0.0,200.0,1.8121,1.5356,-0.1026,-0.3727,6.06,6.0
1000,5e-05,0.1,0.1,0.0,0.01,0.01,200.0,1.7245,1.4834,-0.0543,-0.3273,5.99,6.0
1000,5e-05,0.1,0.1,0.0,0.01,0.1,200.0,1.7202,1.6439,-0.0341,-0.1364,6.145,6.0
1000,5e-05,0.1,0.1,0.0,0.01,0.2,200.0,1.419,1.1297,0.008,0.0,5.94,6.0
1000,5e-05,0.1,0.1,0.0,0.1,0.0,200.0,1.7965,1.5641,-0.0645,-0.2909,6.035,6.0
1000,5e-05,0.1,0.1,0.0,0.1,0.01,200.0,1.8293,1.5469,-0.066,-0.2818,6.22,6.0
1000,5e-05,0.1,0.1,0.0,0.1,0.1,200.0,1.6922,1.4879,-0.0784,-0.2864,6.075,6.0
1000,5e-05,0.1,0.1,0.0,0.1,0.2,200.0,1.4034,1.2703,-0.0361,-0.3136,5.835,6.0
1000,5e-05,0.1,0.1,0.1,0.0,0.0,200.0,2.095,1.8293,-0.0741,-0.2864,6.12,6.0
1000,5e-05,0.1,0.1,0.1,0.0,0.01,200.0,1.8509,1.584,-0.0754,-0.3727,6.125,6.0
1000,5e-05,0.1,0.1,0.1,0.0,0.1,200.0,1.6476,1.4166,-0.0658,-0.25,6.135,6.0
1000,5e-05,0.1,0.1,0.1,0.0,0.2,200.0,1.5517,1.4292,0.0015,-0.2045,6.19,6.0
1000,5e-05,0.1,0.1,0.1,0.01,0.0,200.0,2.0017,1.76,-0.1095,-0.3227,6.005,6.0
1000,5e-05,0.1,0.1,0.1,0.01,0.01,200.0,1.7801,1.5097,-0.0615,-0.2636,6.11,6.0
1000,5e-05,0.1,0.1,0.1,0.01,0.1,200.0,1.7117,1.482,-0.0779,-0.2545,6.105,6.0
1000,5e-05,0.1,0.1,0.1,0.01,0.2,200.0,1.4724,1.3165,-0.016,-0.1818,6.0,6.0
1000,5e-05,0.1,0.1,0.1,0.1,0.0,200.0,2.0326,1.8301,-0.0921,-0.3318,6.25,6.0
1000,5e-05,0.1,0.1,0.1,0.1,0.01,200.0,1.8073,1.4955,-0.0721,-0.3909,6.035,6.0
1000,5e-05,0.1,0.1,0.1,0.1,0.1,200.0,1.6478,1.4625,-0.0878,-0.2818,5.905,6.0
1000,5e-05,0.1,0.1,0.1,0.1,0.2,200.0,1.5393,1.3916,-0.0081,-0.2864,5.96,6.0
1000,5e-05,0.1,0.1,0.5,0.0,0.0,200.0,2.2019,2.0142,-0.0869,-0.3727,6.26,6.0
1000,5e-05,0.1,0.1,0.5,0.0,0.01,200.0,1.9253,1.6849,-0.0797,-0.3409,6.175,6.0
1000,5e-05,0.1,0.1,0.5,0.0,0.1,200.0,1.5472,1.4021,-0.1002,-0.4273,5.94,6.0
1000,5e-05,0.1,0.1,0.5,0.0,0.2,200.0,1.4035,1.1656,0.0799,0.3045,5.815,6.0
1000,5e-05,0.1,0.1,0.5,0.01,0.0,200.0,2.1649,2.0199,-0.1022,-0.3636,6.2,6.0
1000,5e-05,0.1,0.1,0.5,0.01,0.01,200.0,1.9698,1.7661,-0.107,-0.4318,6.27,6.0
1000,5e-05,0.1,0.1,0.5,0.01,0.1,200.0,1.5589,1.3292,-0.0578,-0.1409,6.07,6.0
1000,5e-05,0.1,0.1,0.5,0.01,0.2,200.0,1.2907,1.0916,0.0556,0.0727,5.68,6.0
1000,5e-05,0.1,0.1,0.5,0.1,0.0,200.0,2.1747,2.0038,-0.1131,-0.3727,6.205,6.0
1000,5e-05,0.1,0.1,0.5,0.1,0.01,200.0,2.0476,1.8567,-0.0952,-0.3864,6.235,6.0
1000,5e-05,0.1,0.1,0.5,0.1,0.1,200.0,1.6523,1.4794,-0.0739,-0.2909,5.925,6.0
1000,5e-05,0.1,0.1,0.5,0.1,0.2,200.0,1.3344,1.1464,0.0977,0.3909,5.76,6.0
1000,5e-05,0.1,0.1,1.0,0.0,0.0,200.0,2.098,1.896,-0.0996,-0.35,6.12,6.0
1000,5e-05,0.1,0.1,1.0,0.0,0.01,200.0,2.0316,1.7963,-0.0825,-0.4591,6.175,6.0
1000,5e-05,0.1,0.1,1.0,0.0,0.1,200.0,1.5696,1.4174,-0.077,-0.3955,6.26,6.0
1000,5e-05,0.1,0.1,1.0,0.0,0.2,200.0,1.6578,1.4506,-0.0706,-0.3909,6.255,6.0
1000,5e-05,0.1,0.1,1.0,0.01,0.0,200.0,2.1572,2.0473,-0.0823,-0.2864,6.195,6.0
1000,5e-05,0.1,0.1,1.0,0.01,0.01,200.0,2.0471,1.8477,-0.07,-0.3455,6.15,6.0
1000,5e-05,0.1,0.1,1.0,0.01,0.1,200.0,1.5141,1.3489,-0.0646,-0.3227,6.285,6.0
1000,5e-05,0.1,0.1,1.0,0.01,0.2,200.0,1.5316,1.359,-0.0682,-0.4182,6.345,6.0
1000,5e-05,0.1,0.1,1.0,0.1,0.0,200.0,2.1422,1.9273,-0.1165,-0.4818,6.23,6.0
1000,5e-05,0.1,0.1,1.0,0.1,0.01,200.0,2.0263,1.8296,-0.0994,-0.4682,6.34,6.0
1000,5e-05,0.1,0.1,1.0,0.1,0.1,200.0,1.5494,1.3604,-0.087,-0.4773,6.175,6.0
1000,5e-05,0.1,0.1,1.0,0.1,0.2,200.0,1.6273,1.4656,-0.0093,-0.1909,6.26,6.0
1000,5e-05,0.1,0.5,0.0,0.0,0.0,200.0,2.1008,1.8786,-0.0502,-0.1955,6.47,6.0
1000,5e-05,0.1,0.5,0.0,0.0,0.01,200.0,2.0383,1.8887,-0.0559,-0.2773,6.45,6.0
1000,5e-05,0.1,0.5,0.0,0.0,0.1,200.0,1.7403,1.4698,-0.0875,-0.2818,6.41,6.0
1000,5e-05,0.1,0.5,0.0,0.0,0.2,200.0,1.7079,1.6271,0.027,-0.0273,6.25,6.0
1000,5e-05,0.1,0.5,0.0,0.01,0.0,200.0,2.0453,1.8531,-0.0411,-0.2364,6.295,6.0
1000,5e-05,0.1,0.5,0.0,0.01,0.01,200.0,1.9963,1.8126,-0.0675,-0.25,6.44,6.0
1000,5e-05,0.1,0.5,0.0,0.01,0.1,200.0,1.741,1.6116,-0.0775,-0.2045,6.375,6.0
1000,5e-05,0.1,0.5,0.0,0.01,0.2,200.0,1.6426,1.4114,-0.1025,-0.3364,6.375,6.0
1000,5e-05,0.1,0.5,0.0,0.1,0.0,200.0,2.0589,1.9058,-0.066,-0.2591,6.495,7.0
1000,5e-05,0.1,0.5,0.0,0.1,0.01,200.0,2.0517,2.0142,-0.0539,-0.2227,6.455,6.0
1000,5e-05,0.1,0.5,0.0,0.1,0.1,200.0,1.7437,1.5766,-0.107,-0.3727,6.435,6.0
1000,5e-05,0.1,0.5,0.0,0.1,0.2,200.0,1.7091,1.5589,-0.0586,-0.3227,6.4,6.0
1000,5e-05,0.1,0.5,0.1,0.0,0.0,200.0,2.0659,1.853,-0.0684,-0.2955,6.405,6.0
1000,5e-05,0.1,0.5,0.1,0.0,0.01,200.0,2.0082,1.8165,-0.0961,-0.3773,6.385,6.0
1000,5e-05,0.1,0.5,0.1,0.0,0.1,200.0,1.8209,1.6019,-0.0539,-0.2727,6.51,7.0
1000,5e-05,0.1,0.5,0.1,0.0,0.2,200.0,1.668,1.4312,-0.0261,-0.2909,6.415,6.0
1000,5e-05,0.1,0.5,0.1,0.01,0.0,200.0,1.9735,1.7775,-0.0807,-0.3,6.255,6.0
1000,5e-05,0.1,0.5,0.1,0.01,0.01,200.0,1.9584,1.7315,-0.0712,-0.3273,6.305,6.0
1000,5e-05,0.1,0.5,0.1,0.01,0.1,200.0,1.7574,1.572,-0.0804,-0.2727,6.295,6.0
1000,5e-05,0.1,0.5,0.1,0.01,0.2,200.0,1.7666,1.7381,-0.0036,-0.2364,6.515,7.0
1000,5e-05,0.1,0.5,0.1,0.1,0.0,200.0,2.037,1.7939,-0.0855,-0.2273,6.38,6.0
1000,5e-05,0.1,0.5,0.1,0.1,0.01,200.0,2.056,1.833,-0.0597,-0.2364,6.375,6.0
1000,5e-05,0.1,0.5,0.1,0.1,0.1,200.0,1.8119,1.6179,-0.1462,-0.4409,6.615,7.0
1000,5e-05,0.1,0.5,0.1,0.1,0.2,200.0,1.6455,1.4991,0.0153,-0.2,6.335,6.0
1000,5e-05,0.1,0.5,0.5,0.0,0.0,200.0,2.0682,1.9565,-0.1112,-0.3636,6.345,6.0
1000,5e-05,0.1,0.5,0.5,0.0,0.01,200.0,1.9708,1.8529,-0.096,-0.3273,6.53,6.0
1000,5e-05,0.1,0.5,0.5,0.0,0.1,200.0,1.7924,1.6342,-0.0671,-0.2409,6.45,7.0
1000,5e-05,0.1,0.5,0.5,0.0,0.2,200.0,1.748,1.682,0.029,-0.1,6.55,7.0
1000,5e-05,0.1,0.5,0.5,0.01,0.0,200.0,2.1294,2.0588,-0.1266,-0.3455,6.315,6.0
1000,5e-05,0.1,0.5,0.5,0.01,0.01,200.0,2.0393,1.912,-0.1008,-0.3136,6.4,6.0
1000,5e-05,0.1,0.5,0.5,0.01,0.1,200.0,1.7539,1.5367,-0.081,-0.3909,6.33,7.0
1000,5e-05,0.1,0.5,0.5,0.01,0.2,200.0,1.7251,1.6297,-0.033,-0.1545,6.475,6.0
1000,5e-05,0.1,0.5,0.5,0.1,0.0,200.0,2.0545,1.9543,-0.077,-0.2864,6.385,6.0
1000,5e-05,0.1,0.5,0.5,0.1,0.01,200.0,2.0075,1.8772,-0.1384,-0.3591,6.49,6.0
1000,5e-05,0.1,0.5,0.5,0.1,0.1,200.0,1.9366,1.8022,-0.1395,-0.4136,6.59,7.0
1000,5e-05,0.1,0.5,0.5,0.1,0.2,200.0,1.7962,1.7297,0.0045,-0.1182,6.54,6.0
1000,5e-05,0.1,0.5,1.0,0.0,0.0,200.0,2.0897,1.9145,-0.0818,-0.2864,6.535,6.0
1000,5e-05,0.1,0.5,1.0,0.0,0.01,200.0,1.9718,1.8592,-0.0203,-0.0273,6.285,6.0
1000,5e-05,0.1,0.5,1.0,0.0,0.1,200.0,1.826,1.7027,-0.0639,-0.3227,6.535,6.0
1000,5e-05,0.1,0.5,1.0,0.0,0.2,200.0,1.7436,1.634,0.007,-0.1091,6.5,7.0
1000,5e-05,0.1,0.5,1.0,0.01,0.0,200.0,2.0616,1.9174,-0.0938,-0.3045,6.29,6.0
1000,5e-05,0.1,0.5,1.0,0.01,0.01,200.0,2.0086,1.9342,-0.09,-0.3,6.405,6.0
1000,5e-05,0.1,0.5,1.0,0.01,0.1,200.0,1.8527,1.7918,-0.0447,-0.3227,6.445,6.0
1000,5e-05,0.1,0.5,1.0,0.01,0.2,200.0,1.757,1.6269,0.0534,0.1636,6.645,7.0
1000,5e-05,0.1,0.5,1.0,0.1,0.0,200.0,1.9701,1.9066,-0.0544,-0.25,6.305,6.0
1000,5e-05,0.1,0.5,1.0,0.1,0.01,200.0,2.0634,1.8921,-0.071,-0.1727,6.45,6.0
1000,5e-05,0.1,0.5,1.0,0.1,0.1,200.0,1.6741,1.5481,-0.1194,-0.4773,6.455,7.0
1000,5e-05,0.1,0.5,1.0,0.1,0.2,200.0,1.7675,1.6392,-0.046,-0.2864,6.37,6.0
1000,0.0001,0.0,0.01,0.0,0.0,0.0,200.0,3.1242,3.075,-0.0373,-0.0727,6.925,7.0
1000,0.0001,0.0,0.01,0.0,0.0,0.01,200.0,2.6955,2.5487,-0.0226,-0.2591,6.785,7.0
1000,0.0001,0.0,0.01,0.0,0.0,0.1,200.0,1.6002,1.3922,-0.1843,-0.5727,7.905,8.0
1000,0.0001,0.0,0.01,0.0,0.0,0.2,200.0,1.2949,1.0706,-0.147,-0.3909,7.11,7.0
1000,0.0001,0.0,0.01,0.0,0.01,0.0,200.0,3.1782,3.1625,-0.0901,-0.3091,7.17,7.0
1000,0.0001,0.0,0.01,0.0,0.01,0.01,200.0,2.6978,2.5125,-0.0473,-0.2818,6.94,7.0
1000,0.0001,0.0,0.01,0.0,0.01,0.1,200.0,1.8628,1.5764,-0.1797,-0.5682,7.005,7.0
1000,0.0001,0.0,0.01,0.0,0.01,0.2,200.0,1.4409,1.2497,-0.1095,-0.5091,7.165,7.0
1000,0.0001,0.0,0.01,0.0,0.1,0.0,200.0,2.838,2.8218,0.0003,0.0091,6.925,7.0
1000,0.0001,0.0,0.01,0.0,0.1,0.01,200.0,2.6239,2.3053,-0.0373,-0.15,6.845,7.0
1000,0.0001,0.0,0.01,0.0,0.1,0.1,200.0,1.6392,1.4756,-0.1421,-0.5909,7.31,7.0
1000,0.0001,0.0,0.01,0.0,0.1,0.2,200.0,1.3692,1.1327,-0.2184,-0.5545,7.47,7.0
1000,0.0001,0.0,0.01,0.1,0.0,0.0,200.0,2.6352,2.4268,0.0317,0.1045,6.745,7.0
1000,0.0001,0.0,0.01,0.1,0.0,0.01,200.0,2.3987,2.1935,0.0059,-0.1909,6.605,7.0
1000,0.0001,0.0,0.01,0.1,0.0,0.1,166.0,1.6874,1.3336,-0.0084,-0.2545,7.4759,7.0
1000,0.0001,0.0,0.01,0.1,0.0,0.2,200.0,1.8173,1.5709,0.1513,0.7455,7.725,8.0
1000,0.0001,0.0,0.01,0.1,0.01,0.0,200.0,2.6237,2.5231,-0.0045,-0.1409,6.585,6.0
1000,0.0001,0.0,0.01,0.1,0.01,0.01,200.0,2.2965,2.2935,0.0961,0.2091,6.645,7.0
1000,0.0001,0.0,0.01,0.1,0.01,0.1,99.0,1.6466,1.5997,0.107,0.0727,7.1616,7.0
1000,0.0001,0.0,0.01,0.1,0.01,0.2,200.0,1.8119,1.5096,0.1465,0.2955,7.845,8.0
1000,0.0001,0.0,0.01,0.1,0.1,0.0,200.0,2.751,2.5815,0.0377,0.0136,6.87,7.0
1000,0.0001,0.0,0.01,0.1,0.1,0.01,200.0,2.2183,1.9749,0.0297,-0.0955,6.22,6.0
1000,0.0001,0.0,0.01,0.1,0.1,0.1,200.0,1.6211,1.1771,-0.0526,-0.2545,7.465,7.0
