epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,num_pairs,tv_mean,tv_median,spearman_mean,spearman_median,unique_mean,unique_median
1000,5e-05,0.0,0.5,1.0,0.1,0.1,200.0,2.1129,2.177,0.0105,0.4864,8.36,9.0
1000,5e-05,0.0,0.5,1.0,0.1,0.2,200.0,2.1675,2.1878,-0.0183,-0.6727,9.15,9.0
1000,5e-05,0.01,0.01,0.0,0.0,0.0,200.0,2.1568,1.9552,-0.0137,-0.2545,5.4,5.0
1000,5e-05,0.01,0.01,0.0,0.0,0.01,200.0,1.66,1.4836,0.07,0.1409,5.395,5.0
1000,5e-05,0.01,0.01,0.0,0.0,0.1,200.0,1.5066,1.4819,-0.0749,-0.5182,5.89,6.0
1000,5e-05,0.01,0.01,0.0,0.0,0.2,200.0,1.7499,1.6752,0.0488,0.1318,6.245,6.0
1000,5e-05,0.01,0.01,0.0,0.01,0.0,200.0,2.1615,1.9911,-0.0018,-0.0773,5.42,5.0
1000,5e-05,0.01,0.01,0.0,0.01,0.01,200.0,1.6876,1.4626,0.0911,0.2045,5.285,5.0
1000,5e-05,0.01,0.01,0.0,0.01,0.1,200.0,1.6234,1.6642,0.0827,0.3045,5.96,6.0
1000,5e-05,0.01,0.01,0.0,0.01,0.2,200.0,1.799,1.7602,-0.0146,-0.4273,6.31,6.0
1000,5e-05,0.01,0.01,0.0,0.1,0.0,200.0,2.1225,1.8999,-0.015,-0.2909,5.44,5.0
1000,5e-05,0.01,0.01,0.0,0.1,0.01,200.0,1.7435,1.5459,0.0842,0.1227,5.455,5.0
1000,5e-05,0.01,0.01,0.0,0.1,0.1,200.0,1.6096,1.5194,0.0095,-0.2273,5.735,6.0
1000,5e-05,0.01,0.01,0.0,0.1,0.2,200.0,1.7991,1.852,-0.0327,-0.5045,6.195,6.0
1000,5e-05,0.01,0.01,0.1,0.0,0.0,200.0,1.848,1.7626,0.0724,0.0864,5.445,5.0
1000,5e-05,0.01,0.01,0.1,0.0,0.01,200.0,1.5974,1.4878,0.0145,-0.2318,5.195,5.0
1000,5e-05,0.01,0.01,0.1,0.0,0.1,200.0,1.7273,1.7532,-0.0479,-0.5,6.035,6.0
1000,5e-05,0.01,0.01,0.1,0.0,0.2,200.0,1.7894,1.7922,0.1046,0.5227,6.395,6.0
1000,5e-05,0.01,0.01,0.1,0.01,0.0,200.0,1.9398,1.7917,0.0293,-0.0909,5.425,5.0
1000,5e-05,0.01,0.01,0.1,0.01,0.01,200.0,1.6419,1.5787,0.0168,-0.2409,5.365,5.0
1000,5e-05,0.01,0.01,0.1,0.01,0.1,200.0,1.76,1.7627,0.0092,-0.4273,6.085,6.0
1000,5e-05,0.01,0.01,0.1,0.01,0.2,200.0,1.8663,1.9647,0.041,-0.0227,6.4,6.0
1000,5e-05,0.01,0.01,0.1,0.1,0.0,200.0,1.8135,1.661,0.071,0.1045,5.255,5.0
1000,5e-05,0.01,0.01,0.1,0.1,0.01,200.0,1.6036,1.4848,0.0143,-0.2045,5.175,5.0
1000,5e-05,0.01,0.01,0.1,0.1,0.1,200.0,1.6394,1.6266,-0.0265,-0.4909,5.975,6.0
1000,5e-05,0.01,0.01,0.1,0.1,0.2,200.0,1.8065,1.8156,0.0817,0.3318,6.365,6.0
