epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,num_pairs,tv_mean,tv_median,spearman_mean,spearman_median,unique_mean,unique_median,mono_viol_mean,mono_viol_median
1000,5e-05,0.1,0.5,0.0,0.1,0.1,200.0,4.2314,4.2333,-0.9771,-0.9909,9.175,9.0,0.385,0.0
1000,5e-05,0.1,0.5,0.0,0.1,0.2,200.0,4.3347,4.2447,-0.9857,-0.9909,9.33,9.0,0.315,0.0
1000,5e-05,0.1,0.5,0.1,0.0,0.0,200.0,4.1885,4.1057,-0.9562,-0.9727,7.93,8.0,0.695,0.0
1000,5e-05,0.1,0.5,0.1,0.0,0.01,200.0,4.1954,4.1153,-0.9516,-0.9727,8.025,8.0,0.72,0.5
1000,5e-05,0.1,0.5,0.1,0.0,0.1,200.0,4.2637,4.2217,-0.9745,-0.9909,9.02,9.0,0.365,0.0
1000,5e-05,0.1,0.5,0.1,0.0,0.2,200.0,4.3217,4.2717,-0.9852,-0.9909,9.27,9.0,0.275,0.0
1000,5e-05,0.1,0.5,0.1,0.01,0.0,200.0,4.1557,4.0885,-0.9525,-0.9636,7.935,8.0,0.74,1.0
1000,5e-05,0.1,0.5,0.1,0.01,0.01,200.0,4.2384,4.1766,-0.9527,-0.9727,8.16,8.0,0.69,0.5
1000,5e-05,0.1,0.5,0.1,0.01,0.1,200.0,4.3655,4.3811,-0.9772,-0.9909,9.19,9.0,0.485,0.0
1000,5e-05,0.1,0.5,0.1,0.01,0.2,200.0,4.2388,4.2546,-0.9866,-0.9909,9.41,10.0,0.225,0.0
1000,5e-05,0.1,0.5,0.1,0.1,0.0,200.0,4.0812,4.0539,-0.9576,-0.9727,7.9,8.0,0.605,0.0
1000,5e-05,0.1,0.5,0.1,0.1,0.01,200.0,4.1679,4.0932,-0.9544,-0.9727,7.97,8.0,0.645,0.0
1000,5e-05,0.1,0.5,0.1,0.1,0.1,200.0,4.2686,4.2682,-0.9788,-0.9909,9.105,9.0,0.41,0.0
1000,5e-05,0.1,0.5,0.1,0.1,0.2,200.0,4.3555,4.3517,-0.9875,-0.9909,9.505,10.0,0.24,0.0
1000,5e-05,0.1,0.5,0.5,0.0,0.0,200.0,4.1573,4.1458,-0.9515,-0.9727,8.1,8.0,0.69,0.0
1000,5e-05,0.1,0.5,0.5,0.0,0.01,200.0,4.2249,4.1023,-0.9601,-0.9818,8.235,8.0,0.63,0.0
1000,5e-05,0.1,0.5,0.5,0.0,0.1,200.0,4.2733,4.1913,-0.9802,-0.9909,9.165,9.0,0.425,0.0
1000,5e-05,0.1,0.5,0.5,0.0,0.2,200.0,4.3787,4.2773,-0.9883,-0.9909,9.53,10.0,0.23,0.0
1000,5e-05,0.1,0.5,0.5,0.01,0.0,200.0,4.1473,4.1166,-0.953,-0.9727,8.015,8.0,0.75,1.0
1000,5e-05,0.1,0.5,0.5,0.01,0.01,200.0,4.2268,4.1419,-0.9568,-0.9727,8.195,8.0,0.645,0.0
1000,5e-05,0.1,0.5,0.5,0.01,0.1,200.0,4.2253,4.1594,-0.9767,-0.9909,8.975,9.0,0.34,0.0
1000,5e-05,0.1,0.5,0.5,0.01,0.2,200.0,4.4865,4.3802,-0.988,-0.9909,9.485,10.0,0.23,0.0
1000,5e-05,0.1,0.5,0.5,0.1,0.0,200.0,4.1356,4.0457,-0.9572,-0.9727,8.12,8.0,0.64,0.0
1000,5e-05,0.1,0.5,0.5,0.1,0.01,200.0,4.2478,4.2779,-0.956,-0.9727,8.17,8.0,0.63,0.0
1000,5e-05,0.1,0.5,0.5,0.1,0.1,200.0,4.2829,4.2023,-0.9801,-0.9909,9.13,9.0,0.395,0.0
1000,5e-05,0.1,0.5,0.5,0.1,0.2,200.0,4.4312,4.3517,-0.9857,-0.9909,9.545,10.0,0.265,0.0
1000,5e-05,0.1,0.5,1.0,0.0,0.0,200.0,4.1946,4.1717,-0.9597,-0.9818,8.26,8.0,0.645,0.0
1000,5e-05,0.1,0.5,1.0,0.0,0.01,200.0,4.234,4.2364,-0.9587,-0.9818,8.195,8.0,0.605,0.0
1000,5e-05,0.1,0.5,1.0,0.0,0.1,200.0,4.337,4.3002,-0.9828,-0.9909,9.145,9.0,0.375,0.0
1000,5e-05,0.1,0.5,1.0,0.0,0.2,200.0,4.2837,4.2513,-0.9869,-0.9909,9.525,10.0,0.21,0.0
1000,5e-05,0.1,0.5,1.0,0.01,0.0,200.0,4.1679,4.0878,-0.9579,-0.9727,8.125,8.0,0.645,0.0
1000,5e-05,0.1,0.5,1.0,0.01,0.01,200.0,4.231,4.1245,-0.9606,-0.9818,8.14,8.0,0.555,0.0
1000,5e-05,0.1,0.5,1.0,0.01,0.1,200.0,4.3306,4.2869,-0.9817,-0.9909,9.275,9.0,0.37,0.0
1000,5e-05,0.1,0.5,1.0,0.01,0.2,200.0,4.401,4.3197,-0.9877,-0.9909,9.515,10.0,0.265,0.0
1000,5e-05,0.1,0.5,1.0,0.1,0.0,200.0,4.2316,4.1399,-0.96,-0.9773,8.19,8.0,0.64,0.0
1000,5e-05,0.1,0.5,1.0,0.1,0.01,200.0,4.2377,4.2178,-0.9585,-0.9727,8.23,8.0,0.585,0.0
1000,5e-05,0.1,0.5,1.0,0.1,0.1,200.0,4.2439,4.2083,-0.9846,-0.9909,9.4,10.0,0.34,0.0
1000,5e-05,0.1,0.5,1.0,0.1,0.2,200.0,4.4919,4.3851,-0.9881,-0.9909,9.58,10.0,0.22,0.0
1000,0.0001,0.0,0.01,0.0,0.0,0.0,200.0,4.9506,4.8235,-0.8455,-0.8909,7.605,8.0,1.615,2.0
1000,0.0001,0.0,0.01,0.0,0.0,0.01,200.0,4.9721,4.6859,-0.8723,-0.9,7.55,8.0,1.37,1.0
1000,0.0001,0.0,0.01,0.0,0.0,0.1,200.0,4.5803,4.4968,-0.9823,-0.9909,9.63,10.0,0.38,0.0
1000,0.0001,0.0,0.01,0.0,0.0,0.2,200.0,4.58,4.4965,-0.9847,-0.9909,10.01,10.0,0.415,0.0
1000,0.0001,0.0,0.01,0.0,0.01,0.0,200.0,4.939,4.6891,-0.8522,-0.8955,7.465,8.0,1.585,1.5
1000,0.0001,0.0,0.01,0.0,0.01,0.01,200.0,4.9025,4.7506,-0.8576,-0.9,7.49,7.0,1.525,1.0
1000,0.0001,0.0,0.01,0.0,0.01,0.1,200.0,4.6194,4.5504,-0.9795,-0.9909,9.55,10.0,0.47,0.0
1000,0.0001,0.0,0.01,0.0,0.01,0.2,200.0,4.6294,4.5998,-0.9845,-0.9909,9.835,10.0,0.46,0.0
1000,0.0001,0.0,0.01,0.0,0.1,0.0,200.0,4.8491,4.7269,-0.8578,-0.9,7.765,8.0,1.585,1.0
1000,0.0001,0.0,0.01,0.0,0.1,0.01,200.0,4.893,4.5693,-0.8722,-0.9136,7.595,8.0,1.39,1.0
1000,0.0001,0.0,0.01,0.0,0.1,0.1,200.0,4.6395,4.5709,-0.9809,-0.9909,9.715,10.0,0.475,0.0
1000,0.0001,0.0,0.01,0.0,0.1,0.2,200.0,4.6258,4.4931,-0.9815,-0.9909,9.82,10.0,0.5,0.0
1000,0.0001,0.0,0.01,0.1,0.0,0.0,200.0,4.4052,4.2908,-0.836,-0.8773,7.305,7.0,1.55,1.0
1000,0.0001,0.0,0.01,0.1,0.0,0.01,200.0,4.5362,4.4306,-0.8959,-0.9273,7.585,8.0,1.17,1.0
1000,0.0001,0.0,0.01,0.1,0.0,0.1,200.0,4.4861,4.4253,-0.9864,-0.9909,9.81,10.0,0.255,0.0
1000,0.0001,0.0,0.01,0.1,0.0,0.2,200.0,4.4353,4.3415,-0.98,-0.9909,9.995,10.0,0.49,0.0
1000,0.0001,0.0,0.01,0.1,0.01,0.0,200.0,4.4933,4.3557,-0.841,-0.8818,7.005,7.0,1.39,1.0
1000,0.0001,0.0,0.01,0.1,0.01,0.01,200.0,4.7862,4.6746,-0.8976,-0.9182,7.335,7.0,0.94,1.0
1000,0.0001,0.0,0.01,0.1,0.01,0.1,200.0,4.4941,4.404,-0.9871,-0.9909,9.855,10.0,0.325,0.0
1000,0.0001,0.0,0.01,0.1,0.01,0.2,200.0,4.5806,4.471,-0.9858,-0.9909,10.005,10.0,0.44,0.0
1000,0.0001,0.0,0.01,0.1,0.1,0.0,200.0,4.5506,4.4443,-0.8547,-0.9,7.29,7.0,1.445,1.0
1000,0.0001,0.0,0.01,0.1,0.1,0.01,200.0,4.7555,4.7313,-0.8973,-0.9182,7.615,8.0,1.16,1.0
1000,0.0001,0.0,0.01,0.1,0.1,0.1,200.0,4.5278,4.4135,-0.983,-0.9909,9.805,10.0,0.515,0.0
1000,0.0001,0.0,0.01,0.1,0.1,0.2,200.0,4.5894,4.4677,-0.9843,-0.9909,10.01,10.0,0.47,0.0
1000,0.0001,0.0,0.01,0.5,0.0,0.0,200.0,4.5746,4.4868,-0.8836,-0.9,7.225,7.0,1.295,1.0
1000,0.0001,0.0,0.01,0.5,0.0,0.01,200.0,4.5723,4.5053,-0.9445,-0.9545,8.5,9.0,0.905,1.0
1000,0.0001,0.0,0.01,0.5,0.0,0.1,200.0,4.4948,4.4549,-0.9892,-0.9909,10.02,10.0,0.265,0.0
1000,0.0001,0.0,0.01,0.5,0.0,0.2,200.0,4.5263,4.3986,-0.9872,-0.9909,10.135,10.0,0.385,0.0
1000,0.0001,0.0,0.01,0.5,0.01,0.0,200.0,4.5919,4.4307,-0.8874,-0.9045,7.45,8.0,1.305,1.0
1000,0.0001,0.0,0.01,0.5,0.01,0.01,200.0,4.6304,4.5676,-0.9466,-0.9636,8.48,8.0,0.825,1.0
1000,0.0001,0.0,0.01,0.5,0.01,0.1,200.0,4.5079,4.4772,-0.9893,-0.9909,10.045,10.0,0.29,0.0
1000,0.0001,0.0,0.01,0.5,0.01,0.2,200.0,4.5805,4.5032,-0.9872,-0.9909,10.26,10.0,0.35,0.0
1000,0.0001,0.0,0.01,0.5,0.1,0.0,200.0,4.4244,4.4051,-0.8784,-0.9,7.36,7.0,1.42,1.0
1000,0.0001,0.0,0.01,0.5,0.1,0.01,200.0,4.698,4.5437,-0.947,-0.9636,8.755,9.0,0.875,1.0
1000,0.0001,0.0,0.01,0.5,0.1,0.1,200.0,4.5106,4.4407,-0.9906,-0.9909,10.045,10.0,0.26,0.0
1000,0.0001,0.0,0.01,0.5,0.1,0.2,200.0,4.6102,4.5211,-0.987,-0.9909,10.145,10.0,0.43,0.0
1000,0.0001,0.0,0.01,1.0,0.0,0.0,200.0,4.7004,4.561,-0.8763,-0.9,7.28,7.0,1.235,1.0
1000,0.0001,0.0,0.01,1.0,0.0,0.01,200.0,4.5665,4.4565,-0.9561,-0.9636,8.88,9.0,0.8,1.0
1000,0.0001,0.0,0.01,1.0,0.0,0.1,200.0,4.5029,4.4846,-0.9916,-0.9909,10.15,10.0,0.245,0.0
1000,0.0001,0.0,0.01,1.0,0.0,0.2,200.0,4.5683,4.5409,-0.9922,-1.0,10.255,10.0,0.245,0.0
1000,0.0001,0.0,0.01,1.0,0.01,0.0,200.0,4.7945,4.6857,-0.8927,-0.9091,7.43,7.0,1.18,1.0
1000,0.0001,0.0,0.01,1.0,0.01,0.01,200.0,4.591,4.4874,-0.9608,-0.9636,8.865,9.0,0.715,1.0
1000,0.0001,0.0,0.01,1.0,0.01,0.1,200.0,4.4904,4.5028,-0.9909,-0.9909,10.185,10.0,0.22,0.0
1000,0.0001,0.0,0.01,1.0,0.01,0.2,200.0,4.5582,4.5333,-0.991,-0.9909,10.18,10.0,0.24,0.0
1000,0.0001,0.0,0.01,1.0,0.1,0.0,200.0,4.7861,4.6407,-0.8978,-0.9273,7.49,8.0,1.14,1.0
1000,0.0001,0.0,0.01,1.0,0.1,0.01,200.0,4.5683,4.5016,-0.9539,-0.9682,8.775,9.0,0.85,1.0
1000,0.0001,0.0,0.01,1.0,0.1,0.1,200.0,4.5025,4.503,-0.9914,-0.9909,10.155,10.0,0.255,0.0
1000,0.0001,0.0,0.01,1.0,0.1,0.2,200.0,4.5727,4.5162,-0.9899,-0.9909,10.13,10.0,0.345,0.0
1000,0.0001,0.0,0.1,0.0,0.0,0.0,200.0,4.4801,4.4497,-0.9354,-0.9545,7.765,8.0,0.61,0.0
1000,0.0001,0.0,0.1,0.0,0.0,0.01,200.0,4.44,4.2515,-0.9339,-0.9636,7.84,8.0,0.53,0.0
1000,0.0001,0.0,0.1,0.0,0.0,0.1,200.0,4.4976,4.4506,-0.9871,-0.9909,9.87,10.0,0.38,0.0
1000,0.0001,0.0,0.1,0.0,0.0,0.2,200.0,4.4939,4.4348,-0.9878,-0.9909,9.995,10.0,0.35,0.0
1000,0.0001,0.0,0.1,0.0,0.01,0.0,200.0,4.5014,4.385,-0.939,-0.9545,7.87,8.0,0.63,0.0
1000,0.0001,0.0,0.1,0.0,0.01,0.01,200.0,4.4683,4.3515,-0.946,-0.9636,8.15,8.0,0.435,0.0
1000,0.0001,0.0,0.1,0.0,0.01,0.1,200.0,4.4761,4.4413,-0.9876,-0.9909,9.94,10.0,0.285,0.0
1000,0.0001,0.0,0.1,0.0,0.01,0.2,200.0,4.4804,4.3983,-0.9879,-0.9909,10.06,10.0,0.345,0.0
1000,0.0001,0.0,0.1,0.0,0.1,0.0,200.0,4.5932,4.4164,-0.9402,-0.9636,7.86,8.0,0.55,0.0
1000,0.0001,0.0,0.1,0.0,0.1,0.01,200.0,4.4711,4.3668,-0.9465,-0.9545,8.015,8.0,0.455,0.0
1000,0.0001,0.0,0.1,0.0,0.1,0.1,200.0,4.4887,4.5052,-0.9895,-0.9909,9.97,10.0,0.28,0.0
1000,0.0001,0.0,0.1,0.0,0.1,0.2,200.0,4.4518,4.3715,-0.9889,-0.9909,10.06,10.0,0.37,0.0
1000,0.0001,0.0,0.1,0.1,0.0,0.0,200.0,4.5384,4.4087,-0.9278,-0.9545,7.875,8.0,0.785,1.0
1000,0.0001,0.0,0.1,0.1,0.0,0.01,200.0,4.5319,4.386,-0.9459,-0.9545,7.92,8.0,0.39,0.0
1000,0.0001,0.0,0.1,0.1,0.0,0.1,200.0,4.4872,4.4809,-0.9883,-0.9909,9.95,10.0,0.315,0.0
1000,0.0001,0.0,0.1,0.1,0.0,0.2,200.0,4.4573,4.3854,-0.9886,-0.9909,10.065,10.0,0.375,0.0
1000,0.0001,0.0,0.1,0.1,0.01,0.0,200.0,4.4957,4.4023,-0.9328,-0.9545,7.99,8.0,0.605,0.0
1000,0.0001,0.0,0.1,0.1,0.01,0.01,200.0,4.5118,4.4577,-0.9495,-0.9636,8.14,8.0,0.48,0.0
1000,0.0001,0.0,0.1,0.1,0.01,0.1,200.0,4.496,4.4967,-0.9901,-0.9909,10.065,10.0,0.285,0.0
1000,0.0001,0.0,0.1,0.1,0.01,0.2,200.0,4.5173,4.4512,-0.9889,-0.9909,9.975,10.0,0.36,0.0
1000,0.0001,0.0,0.1,0.1,0.1,0.0,200.0,4.4323,4.3156,-0.9354,-0.9545,8.01,8.0,0.655,0.0
1000,0.0001,0.0,0.1,0.1,0.1,0.01,200.0,4.4383,4.4053,-0.9475,-0.9636,7.965,8.0,0.455,0.0
1000,0.0001,0.0,0.1,0.1,0.1,0.1,200.0,4.5028,4.4765,-0.9885,-0.9909,9.875,10.0,0.29,0.0
1000,0.0001,0.0,0.1,0.1,0.1,0.2,200.0,4.5587,4.5199,-0.9893,-0.9909,10.095,10.0,0.34,0.0
1000,0.0001,0.0,0.1,0.5,0.0,0.0,200.0,4.4581,4.35,-0.9335,-0.9545,7.845,8.0,0.68,0.0
1000,0.0001,0.0,0.1,0.5,0.0,0.01,200.0,4.4996,4.3943,-0.946,-0.9636,7.86,8.0,0.325,0.0
1000,0.0001,0.0,0.1,0.5,0.0,0.1,200.0,4.4811,4.4813,-0.9899,-0.9909,10.02,10.0,0.22,0.0
1000,0.0001,0.0,0.1,0.5,0.0,0.2,200.0,4.3857,4.3608,-0.9874,-0.9909,10.02,10.0,0.38,0.0
1000,0.0001,0.0,0.1,0.5,0.01,0.0,200.0,4.4368,4.2707,-0.9347,-0.9545,7.88,8.0,0.615,0.0
1000,0.0001,0.0,0.1,0.5,0.01,0.01,200.0,4.3606,4.3443,-0.9399,-0.9636,7.925,8.0,0.31,0.0
1000,0.0001,0.0,0.1,0.5,0.01,0.1,200.0,4.4925,4.4604,-0.9877,-0.9909,10.065,10.0,0.28,0.0
1000,0.0001,0.0,0.1,0.5,0.01,0.2,200.0,4.3847,4.3338,-0.9888,-0.9909,10.2,10.0,0.33,0.0
1000,0.0001,0.0,0.1,0.5,0.1,0.0,200.0,4.5006,4.3958,-0.939,-0.9545,7.885,8.0,0.6,0.0
1000,0.0001,0.0,0.1,0.5,0.1,0.01,200.0,4.5345,4.4053,-0.9462,-0.9636,7.905,8.0,0.395,0.0
1000,0.0001,0.0,0.1,0.5,0.1,0.1,200.0,4.4629,4.4294,-0.9889,-0.9909,9.86,10.0,0.265,0.0
1000,0.0001,0.0,0.1,0.5,0.1,0.2,200.0,4.558,4.5135,-0.9899,-0.9909,10.22,10.0,0.26,0.0
1000,0.0001,0.0,0.1,1.0,0.0,0.0,200.0,4.5183,4.4382,-0.9443,-0.9636,7.98,8.0,0.65,0.0
1000,0.0001,0.0,0.1,1.0,0.0,0.01,200.0,4.3926,4.2839,-0.9575,-0.9636,8.035,8.0,0.3,0.0
1000,0.0001,0.0,0.1,1.0,0.0,0.1,200.0,4.4852,4.4595,-0.9897,-0.9909,9.995,10.0,0.245,0.0
1000,0.0001,0.0,0.1,1.0,0.0,0.2,200.0,4.6034,4.5009,-0.9918,-1.0,10.365,11.0,0.29,0.0
1000,0.0001,0.0,0.1,1.0,0.01,0.0,200.0,4.5071,4.3634,-0.9452,-0.9636,8.11,8.0,0.665,0.0
1000,0.0001,0.0,0.1,1.0,0.01,0.01,200.0,4.3604,4.2786,-0.9464,-0.9591,7.975,8.0,0.515,0.0
1000,0.0001,0.0,0.1,1.0,0.01,0.1,200.0,4.4978,4.4813,-0.9899,-0.9909,10.06,10.0,0.285,0.0
1000,0.0001,0.0,0.1,1.0,0.01,0.2,200.0,4.5331,4.4489,-0.9903,-0.9909,10.21,10.0,0.405,0.0
1000,0.0001,0.0,0.1,1.0,0.1,0.0,200.0,4.4981,4.4695,-0.9504,-0.9636,8.255,8.0,0.615,0.0
1000,0.0001,0.0,0.1,1.0,0.1,0.01,200.0,4.5167,4.4432,-0.9653,-0.9727,8.325,8.0,0.36,0.0
1000,0.0001,0.0,0.1,1.0,0.1,0.1,200.0,4.4818,4.4558,-0.9904,-0.9909,10.09,10.0,0.235,0.0
1000,0.0001,0.0,0.1,1.0,0.1,0.2,200.0,4.6607,4.5138,-0.9894,-0.9909,10.105,10.0,0.34,0.0
1000,0.0001,0.0,0.5,0.0,0.0,0.0,200.0,4.3682,4.2856,-0.9753,-0.9818,8.99,9.0,0.35,0.0
1000,0.0001,0.0,0.5,0.0,0.0,0.01,200.0,4.4753,4.4155,-0.9754,-0.9818,9.005,9.0,0.29,0.0
1000,0.0001,0.0,0.5,0.0,0.0,0.1,200.0,4.5446,4.4739,-0.9934,-1.0,10.505,11.0,0.375,0.0
1000,0.0001,0.0,0.5,0.0,0.0,0.2,200.0,4.5863,4.5681,-0.9939,-1.0,10.545,11.0,0.34,0.0
1000,0.0001,0.0,0.5,0.0,0.01,0.0,200.0,4.4764,4.3912,-0.979,-0.9909,9.235,9.0,0.26,0.0
1000,0.0001,0.0,0.5,0.0,0.01,0.01,200.0,4.3874,4.4133,-0.9758,-0.9818,9.01,9.0,0.325,0.0
1000,0.0001,0.0,0.5,0.0,0.01,0.1,200.0,4.5139,4.4792,-0.9933,-1.0,10.4,11.0,0.345,0.0
1000,0.0001,0.0,0.5,0.0,0.01,0.2,200.0,4.5755,4.5303,-0.9934,-0.9909,10.61,11.0,0.435,0.0
1000,0.0001,0.0,0.5,0.0,0.1,0.0,200.0,4.4199,4.3912,-0.9787,-0.9909,9.27,9.0,0.305,0.0
1000,0.0001,0.0,0.5,0.0,0.1,0.01,200.0,4.3478,4.2748,-0.9745,-0.9818,9.015,9.0,0.29,0.0
1000,0.0001,0.0,0.5,0.0,0.1,0.1,200.0,4.5218,4.5052,-0.993,-0.9909,10.455,11.0,0.375,0.0
1000,0.0001,0.0,0.5,0.0,0.1,0.2,200.0,4.5911,4.5607,-0.9928,-0.9909,10.58,11.0,0.415,0.0
1000,0.0001,0.0,0.5,0.1,0.0,0.0,200.0,4.4255,4.3875,-0.9775,-0.9909,9.235,9.0,0.275,0.0
1000,0.0001,0.0,0.5,0.1,0.0,0.01,200.0,4.4333,4.389,-0.9738,-0.9818,8.94,9.0,0.325,0.0
1000,0.0001,0.0,0.5,0.1,0.0,0.1,200.0,4.5163,4.4886,-0.9932,-1.0,10.31,11.0,0.285,0.0
1000,0.0001,0.0,0.5,0.1,0.0,0.2,200.0,4.5908,4.5877,-0.9954,-1.0,10.515,11.0,0.305,0.0
1000,0.0001,0.0,0.5,0.1,0.01,0.0,200.0,4.4259,4.3799,-0.9782,-0.9909,9.22,9.0,0.22,0.0
1000,0.0001,0.0,0.5,0.1,0.01,0.01,200.0,4.377,4.3178,-0.9771,-0.9864,9.07,9.0,0.24,0.0
1000,0.0001,0.0,0.5,0.1,0.01,0.1,200.0,4.514,4.499,-0.9951,-1.0,10.45,11.0,0.28,0.0
1000,0.0001,0.0,0.5,0.1,0.01,0.2,200.0,4.5853,4.5996,-0.994,-1.0,10.57,11.0,0.345,0.0
1000,0.0001,0.0,0.5,0.1,0.1,0.0,200.0,4.4202,4.3416,-0.9812,-0.9909,9.275,9.0,0.26,0.0
1000,0.0001,0.0,0.5,0.1,0.1,0.01,200.0,4.363,4.2713,-0.9783,-0.9909,9.035,9.0,0.25,0.0
1000,0.0001,0.0,0.5,0.1,0.1,0.1,200.0,4.5204,4.4902,-0.9943,-1.0,10.36,10.0,0.27,0.0
1000,0.0001,0.0,0.5,0.1,0.1,0.2,200.0,4.5644,4.5461,-0.9941,-1.0,10.545,11.0,0.375,0.0
1000,0.0001,0.0,0.5,0.5,0.0,0.0,200.0,4.3638,4.3419,-0.9756,-0.9818,9.19,9.0,0.37,0.0
1000,0.0001,0.0,0.5,0.5,0.0,0.01,200.0,4.4449,4.407,-0.9736,-0.9909,9.13,9.0,0.385,0.0
1000,0.0001,0.0,0.5,0.5,0.0,0.1,200.0,4.5076,4.4568,-0.9935,-1.0,10.38,10.5,0.28,0.0
1000,0.0001,0.0,0.5,0.5,0.0,0.2,200.0,4.5688,4.5416,-0.9955,-1.0,10.58,11.0,0.285,0.0
1000,0.0001,0.0,0.5,0.5,0.01,0.0,200.0,4.3429,4.2997,-0.9758,-0.9818,8.99,9.0,0.33,0.0
1000,0.0001,0.0,0.5,0.5,0.01,0.01,200.0,4.5186,4.3836,-0.9786,-0.9909,9.09,9.0,0.245,0.0
1000,0.0001,0.0,0.5,0.5,0.01,0.1,200.0,4.5255,4.4992,-0.9929,-1.0,10.415,11.0,0.32,0.0
1000,0.0001,0.0,0.5,0.5,0.01,0.2,200.0,4.5699,4.5624,-0.9943,-1.0,10.615,11.0,0.355,0.0
1000,0.0001,0.0,0.5,0.5,0.1,0.0,200.0,4.3688,4.335,-0.9774,-0.9909,9.255,9.0,0.29,0.0
1000,0.0001,0.0,0.5,0.5,0.1,0.01,200.0,4.4541,4.4002,-0.9755,-0.9864,9.04,9.0,0.28,0.0
1000,0.0001,0.0,0.5,0.5,0.1,0.1,200.0,4.4935,4.4855,-0.993,-1.0,10.4,11.0,0.27,0.0
1000,0.0001,0.0,0.5,0.5,0.1,0.2,200.0,4.5875,4.5436,-0.9949,-1.0,10.62,11.0,0.365,0.0
1000,0.0001,0.0,0.5,1.0,0.0,0.0,200.0,4.5525,4.4565,-0.9778,-0.9909,9.25,9.0,0.35,0.0
1000,0.0001,0.0,0.5,1.0,0.0,0.01,200.0,4.3943,4.3586,-0.9763,-0.9909,9.14,9.0,0.3,0.0
1000,0.0001,0.0,0.5,1.0,0.0,0.1,200.0,4.5108,4.5064,-0.9931,-1.0,10.375,11.0,0.315,0.0
1000,0.0001,0.0,0.5,1.0,0.0,0.2,200.0,4.5649,4.5105,-0.995,-1.0,10.65,11.0,0.3,0.0
1000,0.0001,0.0,0.5,1.0,0.01,0.0,200.0,4.4532,4.4033,-0.9756,-0.9909,9.315,10.0,0.355,0.0
1000,0.0001,0.0,0.5,1.0,0.01,0.01,200.0,4.5216,4.4806,-0.9764,-0.9909,9.115,9.0,0.29,0.0
1000,0.0001,0.0,0.5,1.0,0.01,0.1,200.0,4.5171,4.4956,-0.9935,-1.0,10.44,11.0,0.23,0.0
1000,0.0001,0.0,0.5,1.0,0.01,0.2,200.0,4.5779,4.5558,-0.9951,-1.0,10.63,11.0,0.365,0.0
1000,0.0001,0.0,0.5,1.0,0.1,0.0,200.0,4.3307,4.2797,-0.977,-0.9818,9.04,9.0,0.35,0.0
1000,0.0001,0.0,0.5,1.0,0.1,0.01,200.0,4.4687,4.4416,-0.9798,-0.9909,9.24,9.0,0.33,0.0
1000,0.0001,0.0,0.5,1.0,0.1,0.1,200.0,4.4879,4.4455,-0.9934,-1.0,10.4,11.0,0.295,0.0
1000,0.0001,0.0,0.5,1.0,0.1,0.2,200.0,4.5526,4.5226,-0.9953,-1.0,10.615,11.0,0.28,0.0
1000,0.0001,0.01,0.01,0.0,0.0,0.0,200.0,4.3302,4.362,-0.8613,-0.8818,6.07,6.0,0.785,1.0
1000,0.0001,0.01,0.01,0.0,0.0,0.01,200.0,4.3378,4.267,-0.8991,-0.9273,6.76,7.0,0.34,0.0
1000,0.0001,0.01,0.01,0.0,0.0,0.1,200.0,4.4563,4.4082,-0.9654,-0.9818,8.56,9.0,0.265,0.0
1000,0.0001,0.01,0.01,0.0,0.0,0.2,200.0,4.5491,4.5031,-0.9631,-0.9773,8.73,9.0,0.405,0.0
1000,0.0001,0.01,0.01,0.0,0.01,0.0,200.0,4.3101,4.3784,-0.8456,-0.8727,5.97,6.0,0.865,1.0
1000,0.0001,0.01,0.01,0.0,0.01,0.01,200.0,4.304,4.2982,-0.8969,-0.9273,6.83,7.0,0.445,0.0
1000,0.0001,0.01,0.01,0.0,0.01,0.1,200.0,4.494,4.3858,-0.9598,-0.9727,8.38,9.0,0.325,0.0
1000,0.0001,0.01,0.01,0.0,0.01,0.2,200.0,4.5637,4.4823,-0.9618,-0.9727,8.735,9.0,0.485,0.0
1000,0.0001,0.01,0.01,0.0,0.1,0.0,200.0,4.1719,4.1178,-0.8532,-0.8909,6.02,6.0,0.78,1.0
1000,0.0001,0.01,0.01,0.0,0.1,0.01,200.0,4.3518,4.2227,-0.9099,-0.9273,6.725,7.0,0.485,0.0
1000,0.0001,0.01,0.01,0.0,0.1,0.1,200.0,4.4819,4.4092,-0.9627,-0.9727,8.365,8.0,0.29,0.0
1000,0.0001,0.01,0.01,0.0,0.1,0.2,200.0,4.5318,4.4956,-0.9661,-0.9818,8.82,9.0,0.365,0.0
1000,0.0001,0.01,0.01,0.1,0.0,0.0,200.0,4.3378,4.2786,-0.8754,-0.9,6.515,7.0,0.725,0.0
1000,0.0001,0.01,0.01,0.1,0.0,0.01,200.0,4.2799,4.2781,-0.9141,-0.9455,6.805,7.0,0.43,0.0
1000,0.0001,0.01,0.01,0.1,0.0,0.1,200.0,4.4499,4.4335,-0.9688,-0.9818,8.635,9.0,0.245,0.0
1000,0.0001,0.01,0.01,0.1,0.0,0.2,200.0,4.5586,4.5079,-0.9687,-0.9818,9.125,9.0,0.445,0.0
1000,0.0001,0.01,0.01,0.1,0.01,0.0,200.0,4.2292,4.1125,-0.8758,-0.8909,6.26,6.0,0.63,0.0
