epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,num_pairs,tv_mean,tv_median,spearman_mean,spearman_median,unique_mean,unique_median,mono_viol_mean,mono_viol_median
1000,5e-05,0.01,0.1,0.0,0.0,0.2,200.0,4.4078,4.3958,-0.9827,-0.9909,9.31,9.0,0.305,0.0
1000,5e-05,0.01,0.1,0.0,0.01,0.0,200.0,4.4031,4.355,-0.8952,-0.9227,6.81,7.0,0.775,0.0
1000,5e-05,0.01,0.1,0.0,0.01,0.01,200.0,4.409,4.3564,-0.9032,-0.9273,7.135,7.0,0.785,1.0
1000,5e-05,0.01,0.1,0.0,0.01,0.1,200.0,4.4218,4.4177,-0.9769,-0.9909,9.02,9.0,0.3,0.0
1000,5e-05,0.01,0.1,0.0,0.01,0.2,200.0,4.4178,4.3658,-0.9838,-0.9909,9.39,10.0,0.28,0.0
1000,5e-05,0.01,0.1,0.0,0.1,0.0,200.0,4.3255,4.3359,-0.8988,-0.9273,6.85,7.0,0.76,1.0
1000,5e-05,0.01,0.1,0.0,0.1,0.01,200.0,4.435,4.3518,-0.9094,-0.9273,7.205,7.0,0.74,0.0
1000,5e-05,0.01,0.1,0.0,0.1,0.1,200.0,4.5273,4.4443,-0.9769,-0.9818,8.98,9.0,0.235,0.0
1000,5e-05,0.01,0.1,0.0,0.1,0.2,200.0,4.4192,4.4013,-0.9824,-0.9909,9.36,10.0,0.32,0.0
1000,5e-05,0.01,0.1,0.1,0.0,0.0,200.0,4.4816,4.4006,-0.9002,-0.9182,6.865,7.0,0.785,1.0
1000,5e-05,0.01,0.1,0.1,0.0,0.01,200.0,4.5073,4.4037,-0.9107,-0.9273,7.145,7.0,0.775,1.0
1000,5e-05,0.01,0.1,0.1,0.0,0.1,200.0,4.3613,4.3846,-0.9793,-0.9909,9.1,9.0,0.265,0.0
1000,5e-05,0.01,0.1,0.1,0.0,0.2,200.0,4.4374,4.4234,-0.9844,-0.9909,9.425,9.5,0.325,0.0
1000,5e-05,0.01,0.1,0.1,0.01,0.0,200.0,4.3839,4.3443,-0.9012,-0.9273,6.94,7.0,0.745,0.0
1000,5e-05,0.01,0.1,0.1,0.01,0.01,200.0,4.4754,4.3156,-0.8889,-0.9182,6.955,7.0,0.655,0.0
1000,5e-05,0.01,0.1,0.1,0.01,0.1,200.0,4.3843,4.4138,-0.9785,-0.9909,9.175,9.0,0.255,0.0
1000,5e-05,0.01,0.1,0.1,0.01,0.2,200.0,4.4193,4.4345,-0.9834,-0.9909,9.34,9.0,0.32,0.0
1000,5e-05,0.01,0.1,0.1,0.1,0.0,200.0,4.2972,4.2671,-0.8974,-0.9227,6.94,7.0,0.85,1.0
1000,5e-05,0.01,0.1,0.1,0.1,0.01,200.0,4.4976,4.3726,-0.9058,-0.9273,6.985,7.0,0.76,1.0
1000,5e-05,0.01,0.1,0.1,0.1,0.1,200.0,4.3788,4.4127,-0.9787,-0.9909,9.2,9.0,0.255,0.0
1000,5e-05,0.01,0.1,0.1,0.1,0.2,200.0,4.4354,4.4644,-0.9841,-0.9909,9.425,10.0,0.34,0.0
1000,5e-05,0.01,0.1,0.5,0.0,0.0,200.0,4.4186,4.3454,-0.91,-0.9455,7.16,7.0,0.635,0.0
1000,5e-05,0.01,0.1,0.5,0.0,0.01,200.0,4.4,4.3401,-0.9129,-0.9364,7.175,7.0,0.655,0.0
1000,5e-05,0.01,0.1,0.5,0.0,0.1,200.0,4.2915,4.3506,-0.9801,-0.9909,9.275,9.0,0.31,0.0
1000,5e-05,0.01,0.1,0.5,0.0,0.2,200.0,4.4153,4.4222,-0.985,-0.9909,9.525,10.0,0.27,0.0
1000,5e-05,0.01,0.1,0.5,0.01,0.0,200.0,4.4555,4.4594,-0.9118,-0.9273,7.1,7.0,0.565,0.0
1000,5e-05,0.01,0.1,0.5,0.01,0.01,200.0,4.4096,4.3214,-0.9149,-0.9364,7.215,7.0,0.66,0.0
1000,5e-05,0.01,0.1,0.5,0.01,0.1,200.0,4.4462,4.3662,-0.9782,-0.9909,9.31,9.0,0.335,0.0
1000,5e-05,0.01,0.1,0.5,0.01,0.2,200.0,4.4141,4.4306,-0.9841,-0.9909,9.46,10.0,0.265,0.0
1000,5e-05,0.01,0.1,0.5,0.1,0.0,200.0,4.3485,4.2873,-0.9106,-0.9318,7.045,7.0,0.68,0.0
1000,5e-05,0.01,0.1,0.5,0.1,0.01,200.0,4.3936,4.3889,-0.9212,-0.9455,7.19,7.0,0.695,0.0
1000,5e-05,0.01,0.1,0.5,0.1,0.1,200.0,4.4148,4.3688,-0.9787,-0.9909,9.255,9.0,0.355,0.0
1000,5e-05,0.01,0.1,0.5,0.1,0.2,200.0,4.4103,4.4038,-0.9855,-0.9909,9.5,10.0,0.255,0.0
1000,5e-05,0.01,0.1,1.0,0.0,0.0,200.0,4.4202,4.3765,-0.9331,-0.9545,7.38,7.0,0.455,0.0
1000,5e-05,0.01,0.1,1.0,0.0,0.01,200.0,4.4128,4.3677,-0.9352,-0.9545,7.605,8.0,0.605,0.0
1000,5e-05,0.01,0.1,1.0,0.0,0.1,200.0,4.507,4.4658,-0.9808,-0.9909,9.385,10.0,0.25,0.0
1000,5e-05,0.01,0.1,1.0,0.0,0.2,200.0,4.4633,4.4703,-0.9872,-0.9909,9.625,10.0,0.15,0.0
1000,5e-05,0.01,0.1,1.0,0.01,0.0,200.0,4.3023,4.2604,-0.9249,-0.9545,7.32,7.0,0.575,0.0
1000,5e-05,0.01,0.1,1.0,0.01,0.01,200.0,4.3196,4.3442,-0.9294,-0.9545,7.32,7.0,0.49,0.0
1000,5e-05,0.01,0.1,1.0,0.01,0.1,200.0,4.3971,4.2507,-0.9801,-0.9909,9.355,9.0,0.28,0.0
1000,5e-05,0.01,0.1,1.0,0.01,0.2,200.0,4.4597,4.4653,-0.9868,-0.9909,9.7,10.0,0.175,0.0
1000,5e-05,0.01,0.1,1.0,0.1,0.0,200.0,4.4444,4.3769,-0.9334,-0.9545,7.415,7.0,0.38,0.0
1000,5e-05,0.01,0.1,1.0,0.1,0.01,200.0,4.3391,4.3344,-0.9355,-0.9545,7.61,8.0,0.61,0.0
1000,5e-05,0.01,0.1,1.0,0.1,0.1,200.0,4.3822,4.3982,-0.9812,-0.9909,9.445,10.0,0.265,0.0
1000,5e-05,0.01,0.1,1.0,0.1,0.2,200.0,4.4435,4.4487,-0.9878,-0.9909,9.73,10.0,0.19,0.0
1000,5e-05,0.01,0.5,0.0,0.0,0.0,200.0,4.4279,4.4252,-0.9704,-0.9818,8.62,9.0,0.39,0.0
1000,5e-05,0.01,0.5,0.0,0.0,0.01,200.0,4.5261,4.4355,-0.9662,-0.9818,8.705,9.0,0.37,0.0
1000,5e-05,0.01,0.5,0.0,0.0,0.1,200.0,4.4495,4.4229,-0.9907,-0.9909,10.075,10.0,0.295,0.0
1000,5e-05,0.01,0.5,0.0,0.0,0.2,200.0,4.486,4.4731,-0.9943,-1.0,10.45,11.0,0.265,0.0
1000,5e-05,0.01,0.5,0.0,0.01,0.0,200.0,4.4327,4.3383,-0.9665,-0.9818,8.645,9.0,0.37,0.0
1000,5e-05,0.01,0.5,0.0,0.01,0.01,200.0,4.5663,4.4418,-0.9653,-0.9818,8.635,9.0,0.405,0.0
1000,5e-05,0.01,0.5,0.0,0.01,0.1,200.0,4.448,4.4164,-0.9897,-0.9909,10.05,10.0,0.285,0.0
1000,5e-05,0.01,0.5,0.0,0.01,0.2,200.0,4.4914,4.4896,-0.9945,-1.0,10.475,11.0,0.28,0.0
1000,5e-05,0.01,0.5,0.0,0.1,0.0,200.0,4.41,4.3235,-0.9694,-0.9818,8.685,9.0,0.4,0.0
1000,5e-05,0.01,0.5,0.0,0.1,0.01,200.0,4.5095,4.4677,-0.9653,-0.9818,8.675,9.0,0.375,0.0
1000,5e-05,0.01,0.5,0.0,0.1,0.1,200.0,4.4351,4.4236,-0.9899,-0.9909,10.09,10.0,0.28,0.0
1000,5e-05,0.01,0.5,0.0,0.1,0.2,200.0,4.5106,4.4739,-0.9939,-1.0,10.445,11.0,0.275,0.0
1000,5e-05,0.01,0.5,0.1,0.0,0.0,200.0,4.4384,4.3803,-0.9695,-0.9818,8.655,9.0,0.385,0.0
1000,5e-05,0.01,0.5,0.1,0.0,0.01,200.0,4.4963,4.4119,-0.9639,-0.9818,8.685,9.0,0.46,0.0
1000,5e-05,0.01,0.5,0.1,0.0,0.1,200.0,4.4688,4.4355,-0.9892,-0.9909,10.1,10.0,0.375,0.0
1000,5e-05,0.01,0.5,0.1,0.0,0.2,200.0,4.4747,4.4487,-0.9935,-1.0,10.385,11.0,0.245,0.0
1000,5e-05,0.01,0.5,0.1,0.01,0.0,200.0,4.4927,4.4669,-0.9659,-0.9818,8.695,9.0,0.365,0.0
1000,5e-05,0.01,0.5,0.1,0.01,0.01,200.0,4.4527,4.3763,-0.9661,-0.9818,8.585,9.0,0.355,0.0
1000,5e-05,0.01,0.5,0.1,0.01,0.1,200.0,4.4454,4.4422,-0.9888,-0.9909,9.99,10.0,0.315,0.0
1000,5e-05,0.01,0.5,0.1,0.01,0.2,200.0,4.4725,4.4288,-0.9941,-1.0,10.39,11.0,0.26,0.0
1000,5e-05,0.01,0.5,0.1,0.1,0.0,200.0,4.4958,4.3665,-0.9705,-0.9818,8.71,9.0,0.34,0.0
1000,5e-05,0.01,0.5,0.1,0.1,0.01,200.0,4.5292,4.443,-0.9622,-0.9818,8.7,9.0,0.38,0.0
1000,5e-05,0.01,0.5,0.1,0.1,0.1,200.0,4.442,4.426,-0.9905,-0.9909,10.15,10.0,0.295,0.0
1000,5e-05,0.01,0.5,0.1,0.1,0.2,200.0,4.4892,4.4812,-0.9941,-1.0,10.355,11.0,0.25,0.0
1000,5e-05,0.01,0.5,0.5,0.0,0.0,200.0,4.4994,4.3589,-0.9718,-0.9818,8.775,9.0,0.34,0.0
1000,5e-05,0.01,0.5,0.5,0.0,0.01,200.0,4.4348,4.3326,-0.9719,-0.9818,8.685,9.0,0.35,0.0
1000,5e-05,0.01,0.5,0.5,0.0,0.1,200.0,4.4492,4.4356,-0.9897,-0.9909,10.005,10.0,0.315,0.0
1000,5e-05,0.01,0.5,0.5,0.0,0.2,200.0,4.4934,4.4476,-0.9938,-1.0,10.44,11.0,0.235,0.0
1000,5e-05,0.01,0.5,0.5,0.01,0.0,200.0,4.4287,4.3344,-0.9671,-0.9818,8.635,9.0,0.375,0.0
1000,5e-05,0.01,0.5,0.5,0.01,0.01,200.0,4.4852,4.4264,-0.9714,-0.9818,8.67,9.0,0.3,0.0
1000,5e-05,0.01,0.5,0.5,0.01,0.1,200.0,4.4586,4.4379,-0.99,-0.9909,10.105,10.0,0.33,0.0
1000,5e-05,0.01,0.5,0.5,0.01,0.2,200.0,4.4796,4.4324,-0.9948,-1.0,10.475,11.0,0.255,0.0
1000,5e-05,0.01,0.5,0.5,0.1,0.0,200.0,4.4831,4.311,-0.9643,-0.9818,8.795,9.0,0.45,0.0
1000,5e-05,0.01,0.5,0.5,0.1,0.01,200.0,4.4168,4.3513,-0.971,-0.9818,8.71,9.0,0.33,0.0
1000,5e-05,0.01,0.5,0.5,0.1,0.1,200.0,4.4437,4.4417,-0.9897,-0.9909,10.09,10.0,0.34,0.0
1000,5e-05,0.01,0.5,0.5,0.1,0.2,200.0,4.5016,4.423,-0.9949,-1.0,10.43,11.0,0.235,0.0
1000,5e-05,0.01,0.5,1.0,0.0,0.0,200.0,4.5397,4.4126,-0.9684,-0.9818,8.8,9.0,0.415,0.0
1000,5e-05,0.01,0.5,1.0,0.0,0.01,200.0,4.4882,4.477,-0.9709,-0.9818,8.715,9.0,0.27,0.0
1000,5e-05,0.01,0.5,1.0,0.0,0.1,200.0,4.4199,4.4128,-0.9888,-0.9909,9.965,10.0,0.355,0.0
1000,5e-05,0.01,0.5,1.0,0.0,0.2,200.0,4.5025,4.4855,-0.9945,-1.0,10.36,11.0,0.305,0.0
1000,5e-05,0.01,0.5,1.0,0.01,0.0,200.0,4.4138,4.3993,-0.9682,-0.9818,8.63,9.0,0.295,0.0
1000,5e-05,0.01,0.5,1.0,0.01,0.01,200.0,4.4333,4.333,-0.9671,-0.9818,8.61,9.0,0.385,0.0
1000,5e-05,0.01,0.5,1.0,0.01,0.1,200.0,4.4195,4.4171,-0.989,-0.9909,9.955,10.0,0.325,0.0
1000,5e-05,0.01,0.5,1.0,0.01,0.2,200.0,4.4792,4.4655,-0.9935,-1.0,10.365,11.0,0.265,0.0
1000,5e-05,0.01,0.5,1.0,0.1,0.0,200.0,4.4649,4.3333,-0.9615,-0.9818,8.625,9.0,0.295,0.0
1000,5e-05,0.01,0.5,1.0,0.1,0.01,200.0,4.4473,4.3549,-0.9637,-0.9818,8.62,9.0,0.325,0.0
1000,5e-05,0.01,0.5,1.0,0.1,0.1,200.0,4.4321,4.3924,-0.9897,-0.9909,10.05,10.0,0.29,0.0
1000,5e-05,0.01,0.5,1.0,0.1,0.2,200.0,4.4997,4.4651,-0.9937,-1.0,10.355,11.0,0.27,0.0
1000,5e-05,0.1,0.01,0.0,0.0,0.0,200.0,4.3642,4.2638,-0.9139,-0.9455,6.93,7.0,0.72,1.0
1000,5e-05,0.1,0.01,0.0,0.0,0.01,200.0,4.231,4.2383,-0.893,-0.9273,6.95,7.0,0.85,1.0
1000,5e-05,0.1,0.01,0.0,0.0,0.1,200.0,4.3969,4.2332,-0.9525,-0.9636,7.94,8.0,0.435,0.0
1000,5e-05,0.1,0.01,0.0,0.0,0.2,200.0,4.3578,4.3069,-0.954,-0.9636,7.985,8.0,0.35,0.0
1000,5e-05,0.1,0.01,0.0,0.01,0.0,200.0,4.2419,4.2222,-0.9008,-0.9364,6.9,7.0,0.78,0.5
1000,5e-05,0.1,0.01,0.0,0.01,0.01,200.0,4.2279,4.2353,-0.8948,-0.9364,6.92,7.0,0.82,1.0
1000,5e-05,0.1,0.01,0.0,0.01,0.1,200.0,4.3857,4.2389,-0.9527,-0.9636,7.9,8.0,0.445,0.0
1000,5e-05,0.1,0.01,0.0,0.01,0.2,200.0,4.3819,4.3431,-0.9572,-0.9727,8.085,8.0,0.235,0.0
1000,5e-05,0.1,0.01,0.0,0.1,0.0,200.0,4.3643,4.3243,-0.907,-0.9273,6.81,7.0,0.715,1.0
1000,5e-05,0.1,0.01,0.0,0.1,0.01,200.0,4.2453,4.228,-0.894,-0.9273,6.995,7.0,0.755,1.0
1000,5e-05,0.1,0.01,0.0,0.1,0.1,200.0,4.2668,4.3045,-0.944,-0.9636,7.73,8.0,0.475,0.0
1000,5e-05,0.1,0.01,0.0,0.1,0.2,200.0,4.3759,4.3338,-0.96,-0.9636,8.215,8.0,0.325,0.0
1000,5e-05,0.1,0.01,0.1,0.0,0.0,200.0,4.2949,4.2714,-0.9205,-0.9364,7.155,7.0,0.68,1.0
1000,5e-05,0.1,0.01,0.1,0.0,0.01,200.0,4.3337,4.2457,-0.9273,-0.9455,7.22,7.0,0.595,0.0
1000,5e-05,0.1,0.01,0.1,0.0,0.1,200.0,4.3642,4.3503,-0.9537,-0.9636,7.95,8.0,0.375,0.0
1000,5e-05,0.1,0.01,0.1,0.0,0.2,200.0,4.4457,4.4077,-0.9699,-0.9818,8.505,8.0,0.37,0.0
1000,5e-05,0.1,0.01,0.1,0.01,0.0,200.0,4.321,4.3034,-0.9181,-0.9409,7.135,7.0,0.675,0.0
1000,5e-05,0.1,0.01,0.1,0.01,0.01,200.0,4.2877,4.2509,-0.9266,-0.9455,7.225,7.0,0.645,0.0
1000,5e-05,0.1,0.01,0.1,0.01,0.1,200.0,4.3676,4.376,-0.9561,-0.9636,7.96,8.0,0.455,0.0
1000,5e-05,0.1,0.01,0.1,0.01,0.2,200.0,4.5312,4.5,-0.9644,-0.9818,8.53,9.0,0.275,0.0
1000,5e-05,0.1,0.01,0.1,0.1,0.0,200.0,4.2935,4.2762,-0.9224,-0.9455,7.205,7.0,0.65,0.0
1000,5e-05,0.1,0.01,0.1,0.1,0.01,200.0,4.2829,4.2267,-0.9306,-0.95,7.255,7.0,0.57,0.0
1000,5e-05,0.1,0.01,0.1,0.1,0.1,200.0,4.368,4.3733,-0.9573,-0.9727,7.925,8.0,0.335,0.0
1000,5e-05,0.1,0.01,0.1,0.1,0.2,200.0,4.4858,4.4493,-0.9699,-0.9818,8.48,8.5,0.35,0.0
1000,5e-05,0.1,0.01,0.5,0.0,0.0,200.0,4.3043,4.2649,-0.8786,-0.9364,7.035,7.0,1.045,1.0
1000,5e-05,0.1,0.01,0.5,0.0,0.01,200.0,4.314,4.309,-0.9022,-0.9455,7.155,7.0,0.79,1.0
1000,5e-05,0.1,0.01,0.5,0.0,0.1,200.0,4.4699,4.3808,-0.9658,-0.9818,8.27,8.0,0.235,0.0
1000,5e-05,0.1,0.01,0.5,0.0,0.2,200.0,4.4667,4.372,-0.9744,-0.9818,8.68,9.0,0.235,0.0
1000,5e-05,0.1,0.01,0.5,0.01,0.0,200.0,4.365,4.3532,-0.8819,-0.9273,6.94,7.0,1.03,1.0
1000,5e-05,0.1,0.01,0.5,0.01,0.01,200.0,4.3394,4.3407,-0.9038,-0.9455,7.2,7.0,0.825,1.0
1000,5e-05,0.1,0.01,0.5,0.01,0.1,200.0,4.3809,4.3474,-0.9695,-0.9818,8.18,8.0,0.26,0.0
1000,5e-05,0.1,0.01,0.5,0.01,0.2,200.0,4.3934,4.3478,-0.9675,-0.9818,8.445,8.0,0.245,0.0
1000,5e-05,0.1,0.01,0.5,0.1,0.0,200.0,4.3055,4.2801,-0.8766,-0.9364,6.99,7.0,1.06,1.0
1000,5e-05,0.1,0.01,0.5,0.1,0.01,200.0,4.3133,4.309,-0.9036,-0.9455,7.04,7.0,0.79,1.0
1000,5e-05,0.1,0.01,0.5,0.1,0.1,200.0,4.4336,4.3508,-0.966,-0.9727,8.265,8.0,0.37,0.0
1000,5e-05,0.1,0.01,0.5,0.1,0.2,200.0,4.4266,4.383,-0.9726,-0.9818,8.5,9.0,0.24,0.0
1000,5e-05,0.1,0.01,1.0,0.0,0.0,200.0,4.3426,4.3034,-0.8902,-0.9273,7.07,7.0,0.965,1.0
1000,5e-05,0.1,0.01,1.0,0.0,0.01,200.0,4.239,4.26,-0.9122,-0.9545,7.315,7.0,0.845,1.0
1000,5e-05,0.1,0.01,1.0,0.0,0.1,200.0,4.3208,4.2961,-0.9672,-0.9727,8.205,8.0,0.295,0.0
1000,5e-05,0.1,0.01,1.0,0.0,0.2,200.0,4.4008,4.3833,-0.9712,-0.9818,8.585,9.0,0.26,0.0
1000,5e-05,0.1,0.01,1.0,0.01,0.0,200.0,4.3197,4.2283,-0.8791,-0.9273,7.055,7.0,0.96,1.0
1000,5e-05,0.1,0.01,1.0,0.01,0.01,200.0,4.3082,4.2948,-0.9088,-0.9545,7.28,7.0,0.88,1.0
1000,5e-05,0.1,0.01,1.0,0.01,0.1,200.0,4.3716,4.3432,-0.9691,-0.9818,8.325,8.0,0.265,0.0
1000,5e-05,0.1,0.01,1.0,0.01,0.2,200.0,4.4131,4.3342,-0.9707,-0.9818,8.62,9.0,0.275,0.0
1000,5e-05,0.1,0.01,1.0,0.1,0.0,200.0,4.3008,4.2645,-0.8882,-0.9273,7.125,7.0,0.975,1.0
1000,5e-05,0.1,0.01,1.0,0.1,0.01,200.0,4.3012,4.2839,-0.9085,-0.9455,7.315,7.0,0.92,1.0
1000,5e-05,0.1,0.01,1.0,0.1,0.1,200.0,4.4254,4.3683,-0.9686,-0.9818,8.31,8.0,0.305,0.0
1000,5e-05,0.1,0.01,1.0,0.1,0.2,200.0,4.3718,4.3088,-0.973,-0.9818,8.705,9.0,0.235,0.0
1000,5e-05,0.1,0.1,0.0,0.0,0.0,200.0,4.3664,4.3113,-0.9193,-0.9545,7.405,7.0,0.79,1.0
1000,5e-05,0.1,0.1,0.0,0.0,0.01,200.0,4.3145,4.2999,-0.9405,-0.9636,7.595,8.0,0.6,0.0
1000,5e-05,0.1,0.1,0.0,0.0,0.1,200.0,4.3921,4.351,-0.965,-0.9818,8.35,8.0,0.355,0.0
1000,5e-05,0.1,0.1,0.0,0.0,0.2,200.0,4.4652,4.3598,-0.9756,-0.9818,8.825,9.0,0.29,0.0
1000,5e-05,0.1,0.1,0.0,0.01,0.0,200.0,4.3984,4.3332,-0.9224,-0.9545,7.44,7.0,0.745,0.0
1000,5e-05,0.1,0.1,0.0,0.01,0.01,200.0,4.3391,4.2852,-0.941,-0.9545,7.56,8.0,0.66,0.0
1000,5e-05,0.1,0.1,0.0,0.01,0.1,200.0,4.3122,4.2475,-0.9659,-0.9727,8.28,8.0,0.37,0.0
1000,5e-05,0.1,0.1,0.0,0.01,0.2,200.0,4.417,4.35,-0.9745,-0.9818,8.665,9.0,0.27,0.0
1000,5e-05,0.1,0.1,0.0,0.1,0.0,200.0,4.3019,4.2803,-0.9195,-0.9545,7.35,7.0,0.75,0.0
1000,5e-05,0.1,0.1,0.0,0.1,0.01,200.0,4.2814,4.2822,-0.94,-0.9545,7.615,8.0,0.735,1.0
1000,5e-05,0.1,0.1,0.0,0.1,0.1,200.0,4.2871,4.2744,-0.964,-0.9818,8.355,8.0,0.4,0.0
1000,5e-05,0.1,0.1,0.0,0.1,0.2,200.0,4.2687,4.1614,-0.9741,-0.9818,8.6,9.0,0.19,0.0
1000,5e-05,0.1,0.1,0.1,0.0,0.0,200.0,4.3021,4.2431,-0.9224,-0.9545,7.445,7.0,0.75,0.0
1000,5e-05,0.1,0.1,0.1,0.0,0.01,200.0,4.2833,4.2053,-0.9178,-0.9545,7.49,7.0,0.735,0.0
1000,5e-05,0.1,0.1,0.1,0.0,0.1,200.0,4.3235,4.3164,-0.9632,-0.9818,8.35,8.0,0.39,0.0
1000,5e-05,0.1,0.1,0.1,0.0,0.2,200.0,4.3214,4.2912,-0.9712,-0.9818,8.605,9.0,0.325,0.0
1000,5e-05,0.1,0.1,0.1,0.01,0.0,200.0,4.2747,4.1499,-0.9255,-0.9545,7.455,7.0,0.75,1.0
1000,5e-05,0.1,0.1,0.1,0.01,0.01,200.0,4.296,4.182,-0.9246,-0.9545,7.49,7.0,0.64,0.0
1000,5e-05,0.1,0.1,0.1,0.01,0.1,200.0,4.276,4.3184,-0.9606,-0.9727,8.235,8.0,0.34,0.0
1000,5e-05,0.1,0.1,0.1,0.01,0.2,200.0,4.3044,4.305,-0.9716,-0.9818,8.53,9.0,0.285,0.0
1000,5e-05,0.1,0.1,0.1,0.1,0.0,200.0,4.2454,4.1357,-0.9148,-0.9545,7.48,7.0,0.785,0.0
1000,5e-05,0.1,0.1,0.1,0.1,0.01,200.0,4.4195,4.3269,-0.9297,-0.9545,7.6,8.0,0.645,0.0
1000,5e-05,0.1,0.1,0.1,0.1,0.1,200.0,4.3636,4.2682,-0.9674,-0.9818,8.36,8.0,0.34,0.0
1000,5e-05,0.1,0.1,0.1,0.1,0.2,200.0,4.3195,4.306,-0.9729,-0.9818,8.66,9.0,0.28,0.0
1000,5e-05,0.1,0.1,0.5,0.0,0.0,200.0,4.2121,4.1549,-0.9004,-0.9545,7.315,7.0,0.855,1.0
1000,5e-05,0.1,0.1,0.5,0.0,0.01,200.0,4.2305,4.1969,-0.9081,-0.9545,7.505,7.0,0.755,1.0
1000,5e-05,0.1,0.1,0.5,0.0,0.1,200.0,4.261,4.2665,-0.9673,-0.9818,8.515,9.0,0.385,0.0
1000,5e-05,0.1,0.1,0.5,0.0,0.2,200.0,4.3983,4.3369,-0.9781,-0.9909,8.685,9.0,0.235,0.0
1000,5e-05,0.1,0.1,0.5,0.01,0.0,200.0,4.1778,4.1529,-0.8987,-0.9545,7.175,7.0,0.81,0.5
1000,5e-05,0.1,0.1,0.5,0.01,0.01,200.0,4.206,4.1347,-0.9058,-0.9545,7.345,7.0,0.73,1.0
1000,5e-05,0.1,0.1,0.5,0.01,0.1,200.0,4.321,4.3096,-0.9678,-0.9818,8.53,9.0,0.35,0.0
1000,5e-05,0.1,0.1,0.5,0.01,0.2,200.0,4.5254,4.5244,-0.9751,-0.9818,8.75,9.0,0.26,0.0
1000,5e-05,0.1,0.1,0.5,0.1,0.0,200.0,4.2364,4.1434,-0.8985,-0.9545,7.3,7.0,0.825,1.0
1000,5e-05,0.1,0.1,0.5,0.1,0.01,200.0,4.2754,4.2858,-0.9092,-0.9545,7.235,7.0,0.855,1.0
1000,5e-05,0.1,0.1,0.5,0.1,0.1,200.0,4.3456,4.3034,-0.9644,-0.9818,8.305,8.0,0.375,0.0
1000,5e-05,0.1,0.1,0.5,0.1,0.2,200.0,4.3385,4.2198,-0.9763,-0.9818,8.705,9.0,0.225,0.0
1000,5e-05,0.1,0.1,1.0,0.0,0.0,200.0,4.2216,4.1662,-0.9082,-0.9545,7.38,7.0,0.805,1.0
1000,5e-05,0.1,0.1,1.0,0.0,0.01,200.0,4.2281,4.2381,-0.9129,-0.9545,7.45,7.0,1.01,1.0
1000,5e-05,0.1,0.1,1.0,0.0,0.1,200.0,4.2801,4.2689,-0.9705,-0.9818,8.52,9.0,0.295,0.0
1000,5e-05,0.1,0.1,1.0,0.0,0.2,200.0,4.4204,4.3799,-0.9759,-0.9909,9.07,9.0,0.26,0.0
1000,5e-05,0.1,0.1,1.0,0.01,0.0,200.0,4.2182,4.1178,-0.9004,-0.9545,7.335,7.0,0.91,1.0
1000,5e-05,0.1,0.1,1.0,0.01,0.01,200.0,4.3034,4.1957,-0.9066,-0.9545,7.47,7.0,0.925,1.0
1000,5e-05,0.1,0.1,1.0,0.01,0.1,200.0,4.3974,4.3243,-0.9745,-0.9818,8.76,9.0,0.27,0.0
1000,5e-05,0.1,0.1,1.0,0.01,0.2,200.0,4.4497,4.4222,-0.976,-0.9909,9.04,9.0,0.3,0.0
1000,5e-05,0.1,0.1,1.0,0.1,0.0,200.0,4.2264,4.1609,-0.9095,-0.9545,7.395,7.0,0.93,1.0
1000,5e-05,0.1,0.1,1.0,0.1,0.01,200.0,4.1843,4.162,-0.9058,-0.9545,7.37,7.0,0.89,1.0
1000,5e-05,0.1,0.1,1.0,0.1,0.1,200.0,4.2983,4.288,-0.9696,-0.9818,8.525,9.0,0.315,0.0
1000,5e-05,0.1,0.1,1.0,0.1,0.2,200.0,4.381,4.3537,-0.9776,-0.9818,8.9,9.0,0.29,0.0
1000,5e-05,0.1,0.5,0.0,0.0,0.0,200.0,4.2035,4.175,-0.9547,-0.9727,7.93,8.0,0.72,1.0
1000,5e-05,0.1,0.5,0.0,0.0,0.01,200.0,4.2542,4.2,-0.9543,-0.9727,8.275,8.0,0.75,1.0
1000,5e-05,0.1,0.5,0.0,0.0,0.1,200.0,4.3638,4.3221,-0.9785,-0.9909,9.135,9.0,0.51,0.0
1000,5e-05,0.1,0.5,0.0,0.0,0.2,200.0,4.3172,4.3062,-0.9864,-0.9909,9.575,10.0,0.26,0.0
1000,5e-05,0.1,0.5,0.0,0.01,0.0,200.0,4.164,4.0883,-0.9546,-0.9682,7.89,8.0,0.65,0.0
1000,5e-05,0.1,0.5,0.0,0.01,0.01,200.0,4.215,4.1969,-0.9536,-0.9727,8.05,8.0,0.7,0.0
1000,5e-05,0.1,0.5,0.0,0.01,0.1,200.0,4.2451,4.1733,-0.9774,-0.9909,8.99,9.0,0.45,0.0
1000,5e-05,0.1,0.5,0.0,0.01,0.2,200.0,4.3578,4.295,-0.9866,-0.9909,9.57,10.0,0.255,0.0
1000,5e-05,0.1,0.5,0.0,0.1,0.0,200.0,4.1235,4.0393,-0.9535,-0.9727,8.03,8.0,0.62,0.0
1000,5e-05,0.1,0.5,0.0,0.1,0.01,200.0,4.1855,4.1073,-0.9542,-0.9682,8.075,8.0,0.71,0.0
