epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,val_recon_r2,val_reg_r2
1000,0.0001,0.01,0.01,0.5,0.01,0.2,0.9693167614842434,0.9159443456437155
1000,0.0001,0.01,0.01,0.5,0.1,0.0,0.9764465473876577,0.9184953616628848
1000,0.0001,0.01,0.01,0.5,0.1,0.01,0.976061863608148,0.9223269696011309
1000,0.0001,0.01,0.01,0.5,0.1,0.1,0.9708344953665208,0.923444644695548
1000,0.0001,0.01,0.01,0.5,0.1,0.2,0.9698034175958798,0.916000861212908
1000,0.0001,0.01,0.01,1.0,0.0,0.0,0.973900898546646,0.9156169149683281
1000,0.0001,0.01,0.01,1.0,0.0,0.01,0.9723178804289883,0.9191877877625908
1000,0.0001,0.01,0.01,1.0,0.0,0.1,0.9671665965855204,0.9211534906963086
1000,0.0001,0.01,0.01,1.0,0.0,0.2,0.9661411025286214,0.9210355226992776
1000,0.0001,0.01,0.01,1.0,0.01,0.0,0.9738294978836408,0.9194685115347249
1000,0.0001,0.01,0.01,1.0,0.01,0.01,0.9726617742594212,0.9182010545053604
1000,0.0001,0.01,0.01,1.0,0.01,0.1,0.9678575986528588,0.9225448051807752
1000,0.0001,0.01,0.01,1.0,0.01,0.2,0.9661383676614942,0.9207079236075643
1000,0.0001,0.01,0.01,1.0,0.1,0.0,0.9732572827151429,0.917152920103797
1000,0.0001,0.01,0.01,1.0,0.1,0.01,0.973563515286404,0.918773422006122
1000,0.0001,0.01,0.01,1.0,0.1,0.1,0.9665183093681834,0.9207131889508344
1000,0.0001,0.01,0.01,1.0,0.1,0.2,0.9664709628967889,0.9222675243734483
1000,0.0001,0.01,0.1,0.0,0.0,0.0,0.9712531356883278,0.9062242566456046
1000,0.0001,0.01,0.1,0.0,0.0,0.01,0.9714499471046905,0.9093446033836526
1000,0.0001,0.01,0.1,0.0,0.0,0.1,0.9647411568644708,0.9141962582630906
1000,0.0001,0.01,0.1,0.0,0.0,0.2,0.9605339837190996,0.9080012060375781
1000,0.0001,0.01,0.1,0.0,0.01,0.0,0.9699018900894427,0.9064263196190173
1000,0.0001,0.01,0.1,0.0,0.01,0.01,0.9713497603190859,0.909012002478821
1000,0.0001,0.01,0.1,0.0,0.01,0.1,0.9640236914477742,0.9132543090642355
1000,0.0001,0.01,0.1,0.0,0.01,0.2,0.9599655602538808,0.9120287764841004
1000,0.0001,0.01,0.1,0.0,0.1,0.0,0.9702408526064001,0.9043807576283136
1000,0.0001,0.01,0.1,0.0,0.1,0.01,0.9706756084581786,0.9085294392132145
1000,0.0001,0.01,0.1,0.0,0.1,0.1,0.9654432505682934,0.9131220363852647
1000,0.0001,0.01,0.1,0.0,0.1,0.2,0.9609485339562553,0.9118632588508934
1000,0.0001,0.01,0.1,0.1,0.0,0.0,0.970453702440936,0.9062132985855325
1000,0.0001,0.01,0.1,0.1,0.0,0.01,0.9693986145017653,0.9080435250857762
1000,0.0001,0.01,0.1,0.1,0.0,0.1,0.9662591374017637,0.9174904271560209
1000,0.0001,0.01,0.1,0.1,0.0,0.2,0.9613547449663414,0.9085020719410222
1000,0.0001,0.01,0.1,0.1,0.01,0.0,0.9712342048737399,0.9078708464637932
1000,0.0001,0.01,0.1,0.1,0.01,0.01,0.9693060577626635,0.9077280053276047
1000,0.0001,0.01,0.1,0.1,0.01,0.1,0.9665374674672524,0.9166679267817742
1000,0.0001,0.01,0.1,0.1,0.01,0.2,0.964005345097535,0.9109327273650544
1000,0.0001,0.01,0.1,0.1,0.1,0.0,0.9703799462855734,0.9051122306019724
1000,0.0001,0.01,0.1,0.1,0.1,0.01,0.9710968127125394,0.9086249258831274
1000,0.0001,0.01,0.1,0.1,0.1,0.1,0.9670189973892362,0.9160452594790933
1000,0.0001,0.01,0.1,0.1,0.1,0.2,0.9625925723471513,0.9101689756574177
1000,0.0001,0.01,0.1,0.5,0.0,0.0,0.9713175124998945,0.9088427197161062
1000,0.0001,0.01,0.1,0.5,0.0,0.01,0.9707754985338584,0.9054229686944233
1000,0.0001,0.01,0.1,0.5,0.0,0.1,0.9684279995475109,0.9157598090884687
1000,0.0001,0.01,0.1,0.5,0.0,0.2,0.9660543866594515,0.9119028311241325
1000,0.0001,0.01,0.1,0.5,0.01,0.0,0.9712418812634248,0.9082047646147478
1000,0.0001,0.01,0.1,0.5,0.01,0.01,0.9711433538382855,0.9074101132985064
1000,0.0001,0.01,0.1,0.5,0.01,0.1,0.9680231615854137,0.9155789377328926
1000,0.0001,0.01,0.1,0.5,0.01,0.2,0.9655820700233884,0.9112181977037459
1000,0.0001,0.01,0.1,0.5,0.1,0.0,0.9710026999162933,0.9091036011802184
1000,0.0001,0.01,0.1,0.5,0.1,0.01,0.9717288926926252,0.9079207339151021
1000,0.0001,0.01,0.1,0.5,0.1,0.1,0.9677038703339335,0.9133998277424017
1000,0.0001,0.01,0.1,0.5,0.1,0.2,0.9652439882768237,0.9114179647181867
1000,0.0001,0.01,0.1,1.0,0.0,0.0,0.969746287436787,0.9089910344943751
1000,0.0001,0.01,0.1,1.0,0.0,0.01,0.9700795108605385,0.9122185494408026
1000,0.0001,0.01,0.1,1.0,0.0,0.1,0.9667023440576854,0.9160586483848091
1000,0.0001,0.01,0.1,1.0,0.0,0.2,0.9643302825058524,0.9182888855588067
1000,0.0001,0.01,0.1,1.0,0.01,0.0,0.9694528064961863,0.9102164469951105
1000,0.0001,0.01,0.1,1.0,0.01,0.01,0.9689153912529656,0.9121766764571523
1000,0.0001,0.01,0.1,1.0,0.01,0.1,0.9669908500378744,0.9163764903001276
1000,0.0001,0.01,0.1,1.0,0.01,0.2,0.964768364642486,0.9166910437568121
1000,0.0001,0.01,0.1,1.0,0.1,0.0,0.9714537156679799,0.9119360388815291
1000,0.0001,0.01,0.1,1.0,0.1,0.01,0.9719478886669475,0.9105333779611341
1000,0.0001,0.01,0.1,1.0,0.1,0.1,0.9676496562630643,0.9145423413808815
1000,0.0001,0.01,0.1,1.0,0.1,0.2,0.9647168870187145,0.9163700885147985
1000,0.0001,0.01,0.5,0.0,0.0,0.0,0.9480752598421349,0.8979209860213015
1000,0.0001,0.01,0.5,0.0,0.0,0.01,0.9496298443540219,0.9023323478233523
1000,0.0001,0.01,0.5,0.0,0.0,0.1,0.9485757035582085,0.9054722914952389
1000,0.0001,0.01,0.5,0.0,0.0,0.2,0.9467148361547412,0.9095531507282244
1000,0.0001,0.01,0.5,0.0,0.01,0.0,0.9524976031978085,0.8987242956889029
1000,0.0001,0.01,0.5,0.0,0.01,0.01,0.9466774558773685,0.9004374833209011
1000,0.0001,0.01,0.5,0.0,0.01,0.1,0.9470867377344555,0.907288139588223
1000,0.0001,0.01,0.5,0.0,0.01,0.2,0.9461551207031166,0.9055471009171338
1000,0.0001,0.01,0.5,0.0,0.1,0.0,0.9495004312973861,0.9004882408433891
1000,0.0001,0.01,0.5,0.0,0.1,0.01,0.9503996291703734,0.9027393613639269
1000,0.0001,0.01,0.5,0.0,0.1,0.1,0.9468254851779702,0.9092836797059305
1000,0.0001,0.01,0.5,0.0,0.1,0.2,0.9466969042140307,0.906519553500057
1000,0.0001,0.01,0.5,0.1,0.0,0.0,0.9530965169128345,0.8993350755410037
1000,0.0001,0.01,0.5,0.1,0.0,0.01,0.9526895449535933,0.8998740404078432
1000,0.0001,0.01,0.5,0.1,0.0,0.1,0.945659020926304,0.9065969295227049
1000,0.0001,0.01,0.5,0.1,0.0,0.2,0.9478146376012164,0.9057940639284858
1000,0.0001,0.01,0.5,0.1,0.01,0.0,0.9509581912409233,0.900444400028262
1000,0.0001,0.01,0.5,0.1,0.01,0.01,0.9524505161951384,0.8998972676400288
1000,0.0001,0.01,0.5,0.1,0.01,0.1,0.9502138540534537,0.9056383592238856
1000,0.0001,0.01,0.5,0.1,0.01,0.2,0.9460634107608572,0.9052253675570938
1000,0.0001,0.01,0.5,0.1,0.1,0.0,0.9515035203751567,0.9004611317175707
1000,0.0001,0.01,0.5,0.1,0.1,0.01,0.9519587916815186,0.899498127114567
1000,0.0001,0.01,0.5,0.1,0.1,0.1,0.9493390550536718,0.9052112336172948
1000,0.0001,0.01,0.5,0.1,0.1,0.2,0.9452235435106346,0.90636883874654
1000,0.0001,0.01,0.5,0.5,0.0,0.0,0.9521803635247816,0.8987537714351097
1000,0.0001,0.01,0.5,0.5,0.0,0.01,0.951522807993652,0.9006767362507504
1000,0.0001,0.01,0.5,0.5,0.0,0.1,0.9494852350390925,0.9073938698445217
1000,0.0001,0.01,0.5,0.5,0.0,0.2,0.9460613326241717,0.9064449063176305
1000,0.0001,0.01,0.5,0.5,0.01,0.0,0.9525236792987555,0.9018428255674982
1000,0.0001,0.01,0.5,0.5,0.01,0.01,0.9505562146050993,0.902466004191211
1000,0.0001,0.01,0.5,0.5,0.01,0.1,0.9487995785883707,0.9069289664983553
1000,0.0001,0.01,0.5,0.5,0.01,0.2,0.9466826869044531,0.9052301365933276
1000,0.0001,0.01,0.5,0.5,0.1,0.0,0.952362202841423,0.9010113182696633
1000,0.0001,0.01,0.5,0.5,0.1,0.01,0.9519516606799312,0.9019707254308953
1000,0.0001,0.01,0.5,0.5,0.1,0.1,0.9486694674906991,0.9025743863582091
1000,0.0001,0.01,0.5,0.5,0.1,0.2,0.9467384870630194,0.906125652526489
1000,0.0001,0.01,0.5,1.0,0.0,0.0,0.9516082827996879,0.9039726242535326
1000,0.0001,0.01,0.5,1.0,0.0,0.01,0.9524536277706176,0.9026393081314068
1000,0.0001,0.01,0.5,1.0,0.0,0.1,0.9502480891935114,0.9080381379755051
1000,0.0001,0.01,0.5,1.0,0.0,0.2,0.947302862155227,0.9111323671596177
1000,0.0001,0.01,0.5,1.0,0.01,0.0,0.9547155354963269,0.9036870196121609
1000,0.0001,0.01,0.5,1.0,0.01,0.01,0.9512053100755423,0.903788421148637
1000,0.0001,0.01,0.5,1.0,0.01,0.1,0.9489689259592469,0.9074305525660097
1000,0.0001,0.01,0.5,1.0,0.01,0.2,0.9475423720608348,0.9126165926883792
1000,0.0001,0.01,0.5,1.0,0.1,0.0,0.9502535734897279,0.9036399840541642
1000,0.0001,0.01,0.5,1.0,0.1,0.01,0.9498713289736795,0.9052567998518841
1000,0.0001,0.01,0.5,1.0,0.1,0.1,0.9507697371530045,0.9070455554465524
1000,0.0001,0.01,0.5,1.0,0.1,0.2,0.947025290379258,0.9122474329239006
1000,0.0001,0.1,0.01,0.0,0.0,0.0,0.9378761413532883,0.8531814336433042
1000,0.0001,0.1,0.01,0.0,0.0,0.01,0.9371010801623978,0.8607831649454226
1000,0.0001,0.1,0.01,0.0,0.0,0.1,0.9365122006988938,0.8887927210903773
1000,0.0001,0.1,0.01,0.0,0.0,0.2,0.932564488878075,0.8954464607466408
1000,0.0001,0.1,0.01,0.0,0.01,0.0,0.936958750143027,0.8525625672375935
1000,0.0001,0.1,0.01,0.0,0.01,0.01,0.9369368856730571,0.8617254147240725
1000,0.0001,0.1,0.01,0.0,0.01,0.1,0.9366068590274245,0.8899798567613444
1000,0.0001,0.1,0.01,0.0,0.01,0.2,0.9323345625202403,0.8953559248839242
1000,0.0001,0.1,0.01,0.0,0.1,0.0,0.9365343294324182,0.8525486383660832
1000,0.0001,0.1,0.01,0.0,0.1,0.01,0.9374131291876672,0.8594312927519813
1000,0.0001,0.1,0.01,0.0,0.1,0.1,0.9370853672746486,0.8886361668661161
1000,0.0001,0.1,0.01,0.0,0.1,0.2,0.9328641807559295,0.8945211631813943
1000,0.0001,0.1,0.01,0.1,0.0,0.0,0.9365102017402889,0.9019990392348572
1000,0.0001,0.1,0.01,0.1,0.0,0.01,0.9373374624171662,0.9010075707284163
1000,0.0001,0.1,0.01,0.1,0.0,0.1,0.9336500243860029,0.9109150182499552
1000,0.0001,0.1,0.01,0.1,0.0,0.2,0.932103795105142,0.9113806088051707
1000,0.0001,0.1,0.01,0.1,0.01,0.0,0.937344583092105,0.899675277644954
1000,0.0001,0.1,0.01,0.1,0.01,0.01,0.9374519829597876,0.9014443202736072
1000,0.0001,0.1,0.01,0.1,0.01,0.1,0.9338171329253573,0.9098215109587924
1000,0.0001,0.1,0.01,0.1,0.01,0.2,0.9324154054613336,0.9108524509223728
1000,0.0001,0.1,0.01,0.1,0.1,0.0,0.936937427068417,0.9022964042041715
1000,0.0001,0.1,0.01,0.1,0.1,0.01,0.9367575681681422,0.9015424689444627
1000,0.0001,0.1,0.01,0.1,0.1,0.1,0.9339687402777639,0.9102203851511462
1000,0.0001,0.1,0.01,0.1,0.1,0.2,0.9318957962154724,0.9111711639722304
1000,0.0001,0.1,0.01,0.5,0.0,0.0,0.9301112005140679,0.9187333853554575
1000,0.0001,0.1,0.01,0.5,0.0,0.01,0.9302652006996974,0.9192683489027137
1000,0.0001,0.1,0.01,0.5,0.0,0.1,0.9290877968844354,0.926183603964904
1000,0.0001,0.1,0.01,0.5,0.0,0.2,0.9279822199368765,0.9270583198177227
1000,0.0001,0.1,0.01,0.5,0.01,0.0,0.930312647348374,0.9180254005389427
1000,0.0001,0.1,0.01,0.5,0.01,0.01,0.9301101546329722,0.9183495996839738
1000,0.0001,0.1,0.01,0.5,0.01,0.1,0.9288909555705347,0.926161179018427
1000,0.0001,0.1,0.01,0.5,0.01,0.2,0.9282570996649193,0.9262580892561908
1000,0.0001,0.1,0.01,0.5,0.1,0.0,0.9299380113452004,0.9170330442843786
1000,0.0001,0.1,0.01,0.5,0.1,0.01,0.9292841230771638,0.9180226680592647
1000,0.0001,0.1,0.01,0.5,0.1,0.1,0.9287967151409469,0.9246370387598333
1000,0.0001,0.1,0.01,0.5,0.1,0.2,0.9281145786290015,0.9252629389066116
1000,0.0001,0.1,0.01,1.0,0.0,0.0,0.923662431340021,0.9138334469804228
1000,0.0001,0.1,0.01,1.0,0.0,0.01,0.9237675167408356,0.9145941239962934
1000,0.0001,0.1,0.01,1.0,0.0,0.1,0.9241776772523174,0.9206060763320455
1000,0.0001,0.1,0.01,1.0,0.0,0.2,0.9207787849217255,0.9243613667684972
1000,0.0001,0.1,0.01,1.0,0.01,0.0,0.924424357391276,0.9134768292643646
1000,0.0001,0.1,0.01,1.0,0.01,0.01,0.9231423058090232,0.9133837684029045
1000,0.0001,0.1,0.01,1.0,0.01,0.1,0.9242668390245362,0.920967839194718
1000,0.0001,0.1,0.01,1.0,0.01,0.2,0.9221165693449219,0.9254912393742332
1000,0.0001,0.1,0.01,1.0,0.1,0.0,0.9233875642276932,0.9144056355830545
1000,0.0001,0.1,0.01,1.0,0.1,0.01,0.9238153577973278,0.9144870796291364
1000,0.0001,0.1,0.01,1.0,0.1,0.1,0.9237768216857927,0.920351788811042
1000,0.0001,0.1,0.01,1.0,0.1,0.2,0.9210246651483245,0.9259744941835026
1000,0.0001,0.1,0.1,0.0,0.0,0.0,0.9194449426501523,0.8983958833429404
1000,0.0001,0.1,0.1,0.0,0.0,0.01,0.9200549221697144,0.9003177641272623
1000,0.0001,0.1,0.1,0.0,0.0,0.1,0.919553903411932,0.9050646263052987
1000,0.0001,0.1,0.1,0.0,0.0,0.2,0.9196567793043285,0.9061703367091868
1000,0.0001,0.1,0.1,0.0,0.01,0.0,0.9198284535677439,0.8983431851439923
1000,0.0001,0.1,0.1,0.0,0.01,0.01,0.9200128295419405,0.898984623519324
1000,0.0001,0.1,0.1,0.0,0.01,0.1,0.919513330483384,0.9040536882325254
1000,0.0001,0.1,0.1,0.0,0.01,0.2,0.9190873610386767,0.9058657190013971
1000,0.0001,0.1,0.1,0.0,0.1,0.0,0.9189648985982585,0.8966185945988986
1000,0.0001,0.1,0.1,0.0,0.1,0.01,0.9182531552419588,0.8971425842040155
1000,0.0001,0.1,0.1,0.0,0.1,0.1,0.9207334969790434,0.9039461804989406
1000,0.0001,0.1,0.1,0.0,0.1,0.2,0.9188341855378916,0.9069331744793095
1000,0.0001,0.1,0.1,0.1,0.0,0.0,0.9197262662039299,0.9041322215296932
1000,0.0001,0.1,0.1,0.1,0.0,0.01,0.9180879255724184,0.9036069797478297
1000,0.0001,0.1,0.1,0.1,0.0,0.1,0.921248805565126,0.9068104886497221
1000,0.0001,0.1,0.1,0.1,0.0,0.2,0.922916613362049,0.9073654984012265
1000,0.0001,0.1,0.1,0.1,0.01,0.0,0.9196439712827896,0.9041276664298711
1000,0.0001,0.1,0.1,0.1,0.01,0.01,0.9198995138635905,0.903862639914434
1000,0.0001,0.1,0.1,0.1,0.01,0.1,0.9219036322308811,0.9068954469517982
1000,0.0001,0.1,0.1,0.1,0.01,0.2,0.9207242493951772,0.9084019185616874
1000,0.0001,0.1,0.1,0.1,0.1,0.0,0.9199205978410586,0.9063868269936188
1000,0.0001,0.1,0.1,0.1,0.1,0.01,0.9195952254872669,0.9054068007064303
1000,0.0001,0.1,0.1,0.1,0.1,0.1,0.9220910029748349,0.9053723993658059
1000,0.0001,0.1,0.1,0.1,0.1,0.2,0.9206342197604639,0.9085785805731107
1000,0.0001,0.1,0.1,0.5,0.0,0.0,0.9193874381146618,0.9083968822056426
1000,0.0001,0.1,0.1,0.5,0.0,0.01,0.9184533629771305,0.9112090106828283
1000,0.0001,0.1,0.1,0.5,0.0,0.1,0.9178210775092125,0.911531647700252
1000,0.0001,0.1,0.1,0.5,0.0,0.2,0.9200279246301662,0.9148723793367453
1000,0.0001,0.1,0.1,0.5,0.01,0.0,0.9179331981359342,0.907956212924496
1000,0.0001,0.1,0.1,0.5,0.01,0.01,0.9192850123008871,0.9099565931579211
1000,0.0001,0.1,0.1,0.5,0.01,0.1,0.9179651929048849,0.9114979113777456
1000,0.0001,0.1,0.1,0.5,0.01,0.2,0.9193450538410475,0.914187181489102
1000,0.0001,0.1,0.1,0.5,0.1,0.0,0.9183179426509969,0.9085276354017644
1000,0.0001,0.1,0.1,0.5,0.1,0.01,0.9177267306534357,0.9089621159228374
1000,0.0001,0.1,0.1,0.5,0.1,0.1,0.9187761592887049,0.9125117423182212
1000,0.0001,0.1,0.1,0.5,0.1,0.2,0.9200341690223627,0.912778219048608
1000,0.0001,0.1,0.1,1.0,0.0,0.0,0.9200784003287619,0.9112844872259103
1000,0.0001,0.1,0.1,1.0,0.0,0.01,0.919981879800561,0.9139370818333188
1000,0.0001,0.1,0.1,1.0,0.0,0.1,0.919908379902556,0.9184093827073874
1000,0.0001,0.1,0.1,1.0,0.0,0.2,0.9200065263031965,0.917810613275801
1000,0.0001,0.1,0.1,1.0,0.01,0.0,0.9168770356536452,0.9135222672599731
1000,0.0001,0.1,0.1,1.0,0.01,0.01,0.9197210234241375,0.9135385792538107
1000,0.0001,0.1,0.1,1.0,0.01,0.1,0.9191685022953093,0.9180519453513803
1000,0.0001,0.1,0.1,1.0,0.01,0.2,0.918481324422481,0.9208343129109394
1000,0.0001,0.1,0.1,1.0,0.1,0.0,0.9185982602078777,0.9113812454874393
1000,0.0001,0.1,0.1,1.0,0.1,0.01,0.918911335178769,0.913454306174912
1000,0.0001,0.1,0.1,1.0,0.1,0.1,0.919909791358061,0.9174342306957498
1000,0.0001,0.1,0.1,1.0,0.1,0.2,0.9195108947768874,0.9179263702288948
1000,0.0001,0.1,0.5,0.0,0.0,0.0,0.898037933092362,0.8997441587657713
1000,0.0001,0.1,0.5,0.0,0.0,0.01,0.8968903223964746,0.9046196674635892
1000,0.0001,0.1,0.5,0.0,0.0,0.1,0.9005328675774893,0.9060135621875406
1000,0.0001,0.1,0.5,0.0,0.0,0.2,0.9021772106859332,0.9028168229556652
1000,0.0001,0.1,0.5,0.0,0.01,0.0,0.8983190326123787,0.9028281100677259
1000,0.0001,0.1,0.5,0.0,0.01,0.01,0.8940497280675865,0.902334265932221
1000,0.0001,0.1,0.5,0.0,0.01,0.1,0.9015897757911351,0.904969110610086
1000,0.0001,0.1,0.5,0.0,0.01,0.2,0.900588461365855,0.9039833325271931
1000,0.0001,0.1,0.5,0.0,0.1,0.0,0.8958644175726871,0.9019140222513871
1000,0.0001,0.1,0.5,0.0,0.1,0.01,0.8971047125187731,0.9027129046951493
1000,0.0001,0.1,0.5,0.0,0.1,0.1,0.899402324964826,0.9057077636208081
1000,0.0001,0.1,0.5,0.0,0.1,0.2,0.902498121366704,0.9039739753367217
1000,0.0001,0.1,0.5,0.1,0.0,0.0,0.8957426074969053,0.9019192647784572
1000,0.0001,0.1,0.5,0.1,0.0,0.01,0.8955484058958305,0.9017271943740149
1000,0.0001,0.1,0.5,0.1,0.0,0.1,0.9009581576379813,0.9055231711007314
1000,0.0001,0.1,0.5,0.1,0.0,0.2,0.9020872306607999,0.9076106875507575
1000,0.0001,0.1,0.5,0.1,0.01,0.0,0.8989619749090563,0.9015004398738817
1000,0.0001,0.1,0.5,0.1,0.01,0.01,0.8966760234173241,0.9023580412258195
1000,0.0001,0.1,0.5,0.1,0.01,0.1,0.9010592558696731,0.9047930658737882
1000,0.0001,0.1,0.5,0.1,0.01,0.2,0.9015278300086544,0.9073895450129992
1000,0.0001,0.1,0.5,0.1,0.1,0.0,0.8984116885109349,0.9012621589285386
1000,0.0001,0.1,0.5,0.1,0.1,0.01,0.8965554173016248,0.9024048542648346
1000,0.0001,0.1,0.5,0.1,0.1,0.1,0.9001003336380731,0.9065377701113916
1000,0.0001,0.1,0.5,0.1,0.1,0.2,0.9013407787323483,0.9064856482337639
1000,0.0001,0.1,0.5,0.5,0.0,0.0,0.8940390634480719,0.9037697163766786
1000,0.0001,0.1,0.5,0.5,0.0,0.01,0.8984192204403487,0.904164766028844
1000,0.0001,0.1,0.5,0.5,0.0,0.1,0.896738069981834,0.9073140668167134
1000,0.0001,0.1,0.5,0.5,0.0,0.2,0.8999293335017922,0.9096403188042019
1000,0.0001,0.1,0.5,0.5,0.01,0.0,0.8935580405030912,0.9042877180936368
1000,0.0001,0.1,0.5,0.5,0.01,0.01,0.8947321851850127,0.9060505109989088
1000,0.0001,0.1,0.5,0.5,0.01,0.1,0.8977920101980192,0.9080574452278326
1000,0.0001,0.1,0.5,0.5,0.01,0.2,0.902185997517554,0.906520403077673
1000,0.0001,0.1,0.5,0.5,0.1,0.0,0.8940605148087322,0.9034354802546809
1000,0.0001,0.1,0.5,0.5,0.1,0.01,0.8949482311409094,0.9055210488420372
1000,0.0001,0.1,0.5,0.5,0.1,0.1,0.8983544956336225,0.9073540413930563
1000,0.0001,0.1,0.5,0.5,0.1,0.2,0.8998548106338727,0.9085266626562207
1000,0.0001,0.1,0.5,1.0,0.0,0.0,0.8960134090839099,0.9060644756675579
1000,0.0001,0.1,0.5,1.0,0.0,0.01,0.8970892196604631,0.9083395164729474
1000,0.0001,0.1,0.5,1.0,0.0,0.1,0.8999551546187258,0.9094707513734072
1000,0.0001,0.1,0.5,1.0,0.0,0.2,0.9016897800614406,0.9108387661273114
1000,0.0001,0.1,0.5,1.0,0.01,0.0,0.8938063947977991,0.9039009682919061
1000,0.0001,0.1,0.5,1.0,0.01,0.01,0.8979950786617419,0.908019996950824
1000,0.0001,0.1,0.5,1.0,0.01,0.1,0.9005621628822514,0.9097662627598065
1000,0.0001,0.1,0.5,1.0,0.01,0.2,0.9018894573116307,0.9106993799471481
1000,0.0001,0.1,0.5,1.0,0.1,0.0,0.8950661997774076,0.9060105683325343
1000,0.0001,0.1,0.5,1.0,0.1,0.01,0.8996436352568276,0.9071025214150793
1000,0.0001,0.1,0.5,1.0,0.1,0.1,0.8979387700514547,0.9119870071000443
1000,0.0001,0.1,0.5,1.0,0.1,0.2,0.9008020901766052,0.9104745595362986
2000,5e-05,0.0,0.01,0.0,0.0,0.0,0.9797267394002112,0.903367709176772
2000,5e-05,0.0,0.01,0.0,0.0,0.01,0.9803951465572405,0.907234648162256
2000,5e-05,0.0,0.01,0.0,0.0,0.1,0.9739753244139097,0.908749748447985
2000,5e-05,0.0,0.01,0.0,0.0,0.2,0.9688049991436289,0.9074782182476112
2000,5e-05,0.0,0.01,0.0,0.01,0.0,0.981044010824521,0.9054791054821524
2000,5e-05,0.0,0.01,0.0,0.01,0.01,0.9805602367409744,0.9027337762486121
2000,5e-05,0.0,0.01,0.0,0.01,0.1,0.9753849746333308,0.9129028481779622
2000,5e-05,0.0,0.01,0.0,0.01,0.2,0.9689896360296162,0.9078987235111947
2000,5e-05,0.0,0.01,0.0,0.1,0.0,0.9804847134750851,0.9075331752731136
2000,5e-05,0.0,0.01,0.0,0.1,0.01,0.9806986737361827,0.9053508695901578
2000,5e-05,0.0,0.01,0.0,0.1,0.1,0.9741037411234521,0.9111588872478181
2000,5e-05,0.0,0.01,0.0,0.1,0.2,0.968220486492582,0.9058573681323118
2000,5e-05,0.0,0.01,0.1,0.0,0.0,0.9822516912286388,0.9150011210900736
2000,5e-05,0.0,0.01,0.1,0.0,0.01,0.9829309721768446,0.9190482785258062
2000,5e-05,0.0,0.01,0.1,0.0,0.1,0.9794460855813167,0.9215930242778758
2000,5e-05,0.0,0.01,0.1,0.0,0.2,0.9714088614087906,0.906730164452719
2000,5e-05,0.0,0.01,0.1,0.01,0.0,0.9819918568194442,0.9181758251099883
2000,5e-05,0.0,0.01,0.1,0.01,0.01,0.9828530133730281,0.9181704134127737
2000,5e-05,0.0,0.01,0.1,0.01,0.1,0.9790681899090412,0.9189338012651432
2000,5e-05,0.0,0.01,0.1,0.01,0.2,0.9716616626740187,0.9084996711990706
2000,5e-05,0.0,0.01,0.1,0.1,0.0,0.9818411892836265,0.9132860288780984
2000,5e-05,0.0,0.01,0.1,0.1,0.01,0.982875242433052,0.9198427995199384
2000,5e-05,0.0,0.01,0.1,0.1,0.1,0.9790080578941087,0.9159325146476914
2000,5e-05,0.0,0.01,0.1,0.1,0.2,0.9714132126724859,0.9056873352946172
2000,5e-05,0.0,0.01,0.5,0.0,0.0,0.9795492851219635,0.9109329291320413
2000,5e-05,0.0,0.01,0.5,0.0,0.01,0.9809328410451015,0.9198842954362253
2000,5e-05,0.0,0.01,0.5,0.0,0.1,0.977935251262013,0.915455910026017
2000,5e-05,0.0,0.01,0.5,0.0,0.2,0.9748900033441821,0.8998928373269732
2000,5e-05,0.0,0.01,0.5,0.01,0.0,0.97992404868871,0.9102751640797047
2000,5e-05,0.0,0.01,0.5,0.01,0.01,0.9805883236877115,0.9145280648806264
2000,5e-05,0.0,0.01,0.5,0.01,0.1,0.9783187347858031,0.9174602952949232
2000,5e-05,0.0,0.01,0.5,0.01,0.2,0.9747313440542089,0.9046173827692388
2000,5e-05,0.0,0.01,0.5,0.1,0.0,0.9798128080915263,0.9143535978832148
2000,5e-05,0.0,0.01,0.5,0.1,0.01,0.9813262821419534,0.9191720429618333
2000,5e-05,0.0,0.01,0.5,0.1,0.1,0.9777328281928978,0.919211266805067
2000,5e-05,0.0,0.01,0.5,0.1,0.2,0.9744398442066318,0.9052190030679245
2000,5e-05,0.0,0.01,1.0,0.0,0.0,0.97868345910688,0.9139239857024192
2000,5e-05,0.0,0.01,1.0,0.0,0.01,0.9795054087833696,0.9157838882985674
2000,5e-05,0.0,0.01,1.0,0.0,0.1,0.976509106854272,0.9156688872824768
2000,5e-05,0.0,0.01,1.0,0.0,0.2,0.9739745961997921,0.907105543281306
2000,5e-05,0.0,0.01,1.0,0.01,0.0,0.9796186914111923,0.9083987084561828
2000,5e-05,0.0,0.01,1.0,0.01,0.01,0.9786755770302284,0.915157186702896
2000,5e-05,0.0,0.01,1.0,0.01,0.1,0.9766640578184493,0.9166476015141084
2000,5e-05,0.0,0.01,1.0,0.01,0.2,0.9716500960429972,0.9110772405589268
2000,5e-05,0.0,0.01,1.0,0.1,0.0,0.9780492687777409,0.9108028420079988
2000,5e-05,0.0,0.01,1.0,0.1,0.01,0.9794175331056012,0.9154977015124025
2000,5e-05,0.0,0.01,1.0,0.1,0.1,0.9759929671127574,0.9145490970058918
