,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_pair,margin_scale,lambda_smooth,lambda_infonce,tau,tau_c,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
148,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,1,4.17,[0.4692],[None],2008
149,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.18,[0.6377],[None],2009
150,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.18,[0.6309],[None],2010
151,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.19,[0.6364],[None],2011
152,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.17,[0.6116],[None],2012
153,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,2,128,0,8.63,"[0.6764, 0.7097]","[None, None]",2013
154,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.2,[0.6755],[None],2014
155,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,3,192,0,13.2,"[0.6689, 0.6697, 0.7211]","[None, None, None]",2015
156,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,2,128,0,8.67,"[0.5745, 0.4741]","[None, None]",2016
157,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.19,[0.711],[None],2017
158,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,2,128,1,8.64,"[0.6038, 0.6435]","[None, None]",2018
159,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,2.0,0.3,0.01,0.1,0.1,,1,64,0,4.17,[0.6347],[None],2019
160,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.07,[0.697],[None],2000
161,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.09,[0.573],[None],2001
162,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,1,4.04,[0.6867],[None],2002
163,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,2,128,0,8.31,"[0.6531, 0.6603]","[None, None]",2003
164,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.04,[0.6994],[None],2004
165,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.03,[0.6467],[None],2005
166,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.03,[0.6469],[None],2006
167,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.03,[0.6003],[None],2007
168,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,1,4.19,[0.4393],[None],2008
169,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.18,[0.6344],[None],2009
170,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.19,[0.6493],[None],2010
171,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.19,[0.6373],[None],2011
172,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.18,[0.596],[None],2012
173,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,2,128,0,8.37,"[0.673, 0.6421]","[None, None]",2013
174,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.05,[0.6711],[None],2014
175,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.05,[0.6595],[None],2015
176,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,2,128,0,8.34,"[0.601, 0.4978]","[None, None]",2016
177,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.14,[0.6993],[None],2017
178,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,2,128,0,8.6,"[0.5904, 0.6213]","[None, None]",2018
179,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.05,,1,64,0,4.16,[0.6008],[None],2019
180,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.04,[0.6976],[None],2000
181,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.07,[0.5727],[None],2001
182,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,1,4.1,[0.6862],[None],2002
183,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,2,128,1,8.3,"[0.6531, 0.6777]","[None, None]",2003
184,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.04,[0.6994],[None],2004
185,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.03,[0.6465],[None],2005
186,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.04,[0.6464],[None],2006
187,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.03,[0.6003],[None],2007
188,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,1,4.04,[0.4388],[None],2008
189,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.04,[0.6346],[None],2009
190,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.04,[0.6504],[None],2010
191,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.04,[0.6371],[None],2011
192,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.03,[0.5956],[None],2012
193,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,2,128,0,8.31,"[0.6725, 0.643]","[None, None]",2013
194,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.03,[0.671],[None],2014
195,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.03,[0.6598],[None],2015
196,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,2,128,0,8.49,"[0.6009, 0.5295]","[None, None]",2016
197,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.11,[0.6995],[None],2017
198,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,2,128,1,8.3,"[0.5906, 0.614]","[None, None]",2018
199,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.001,0.1,,1,64,0,4.03,[0.6008],[None],2019
200,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.03,[0.6966],[None],2000
201,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.14,[0.5645],[None],2001
202,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,1,4.2,[0.6868],[None],2002
203,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,2,128,1,8.3,"[0.6513, 0.6708]","[None, None]",2003
204,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.13,[0.6992],[None],2004
205,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.19,[0.6441],[None],2005
206,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.19,[0.6449],[None],2006
207,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.17,[0.5981],[None],2007
208,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,1,4.2,[0.4429],[None],2008
209,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.06,[0.6355],[None],2009
210,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.11,[0.6481],[None],2010
211,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.05,[0.6361],[None],2011
212,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.05,[0.5919],[None],2012
213,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,2,128,0,8.38,"[0.6741, 0.6672]","[None, None]",2013
214,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.1,[0.6696],[None],2014
215,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.05,[0.659],[None],2015
216,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,2,128,0,8.33,"[0.5975, 0.5228]","[None, None]",2016
217,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.04,[0.699],[None],2017
218,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,2,128,0,8.32,"[0.5896, 0.6308]","[None, None]",2018
219,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.05,,1,64,0,4.04,[0.6037],[None],2019
220,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.05,[0.6952],[None],2000
221,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.1,[0.5644],[None],2001
222,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,1,4.22,[0.6866],[None],2002
223,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,2,128,1,8.44,"[0.6508, 0.6564]","[None, None]",2003
224,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.04,[0.6972],[None],2004
225,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.05,[0.6438],[None],2005
226,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.05,[0.6442],[None],2006
227,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.04,[0.5979],[None],2007
228,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,1,4.05,[0.4346],[None],2008
229,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.04,[0.634],[None],2009
230,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.05,[0.6476],[None],2010
231,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.04,[0.6351],[None],2011
232,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.04,[0.5913],[None],2012
233,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,2,128,0,8.32,"[0.6738, 0.66]","[None, None]",2013
234,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.07,[0.6693],[None],2014
235,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,4,256,0,17.45,"[0.66, 0.6454, 0.6712, 0.6385]","[None, None, None, None]",2015
236,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,2,128,0,8.39,"[0.5962, 0.4961]","[None, None]",2016
237,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.17,[0.6983],[None],2017
238,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,2,128,0,8.64,"[0.5884, 0.6281]","[None, None]",2018
239,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.11,[0.6028],[None],2019
240,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.05,[0.6926],[None],2000
241,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.09,[0.5399],[None],2001
242,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,1,4.05,[0.681],[None],2002
243,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,2,128,1,8.6,"[0.6477, 0.6369]","[None, None]",2003
244,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.2,[0.6941],[None],2004
245,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.19,[0.6404],[None],2005
246,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.18,[0.6449],[None],2006
247,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,3,192,0,12.95,"[0.5953, 0.6209, 0.5825]","[None, None, None]",2007
248,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,1,4.05,[0.4375],[None],2008
249,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.04,[0.6339],[None],2009
250,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.04,[0.649],[None],2010
251,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.08,[0.6319],[None],2011
252,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.15,[0.5907],[None],2012
253,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,2,128,0,8.6,"[0.6729, 0.6744]","[None, None]",2013
254,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.19,[0.6684],[None],2014
255,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.18,[0.6606],[None],2015
256,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,2,128,0,8.61,"[0.5839, 0.5477]","[None, None]",2016
257,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.18,[0.7013],[None],2017
258,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,2,128,0,8.62,"[0.5893, 0.5903]","[None, None]",2018
259,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.05,,1,64,0,4.13,[0.615],[None],2019
260,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.19,[0.6899],[None],2000
261,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.17,[0.5368],[None],2001
262,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,1,4.17,[0.6825],[None],2002
263,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,2,128,1,8.64,"[0.6429, 0.6324]","[None, None]",2003
264,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.2,[0.6924],[None],2004
265,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.2,[0.6348],[None],2005
266,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.2,[0.6384],[None],2006
267,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,3,192,1,13.17,"[0.5958, 0.6167, 0.5546]","[None, None, None]",2007
268,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,1,4.09,[0.4304],[None],2008
269,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.06,[0.634],[None],2009
270,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.03,[0.6416],[None],2010
271,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.04,[0.6296],[None],2011
272,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.16,[0.5805],[None],2012
273,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,2,128,0,8.61,"[0.6721, 0.6757]","[None, None]",2013
274,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.08,[0.6612],[None],2014
275,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,4,256,1,17.47,"[0.661, 0.6458, 0.6209, 0.6551]","[None, None, None, None]",2015
276,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,2,128,0,8.3,"[0.5786, 0.4913]","[None, None]",2016
277,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.04,[0.6953],[None],2017
278,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,2,128,0,8.35,"[0.5817, 0.6053]","[None, None]",2018
279,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.05,0.1,,1,64,0,4.04,[0.6112],[None],2019
280,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,1,4.06,[0.6969],[None],2000
281,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.42,[0.5236],[None],2001
282,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,1,4.07,[0.6802],[None],2002
283,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,2,128,1,8.78,"[0.6476, 0.639]","[None, None]",2003
284,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.56,[0.688],[None],2004
285,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.31,[0.6376],[None],2005
286,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.42,[0.6467],[None],2006
287,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,3,192,0,13.58,"[0.5895, 0.6347, 0.5709]","[None, None, None]",2007
288,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,1,4.24,[0.4317],[None],2008
289,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.29,[0.6327],[None],2009
290,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.57,[0.6533],[None],2010
291,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.3,[0.6276],[None],2011
292,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.27,[0.5843],[None],2012
293,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,2,128,0,9.21,"[0.673, 0.6719]","[None, None]",2013
294,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.34,[0.6632],[None],2014
295,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,3,192,0,13.0,"[0.6599, 0.6358, 0.6169]","[None, None, None]",2015
296,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,2,128,1,8.44,"[0.574, 0.5462]","[None, None]",2016
297,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.22,[0.7066],[None],2017
298,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.24,[0.5859],[None],2018
299,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.05,,1,64,0,4.2,[0.62],[None],2019
