measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,4,22.21,256,0,"[0.6705, 0.4871, 0.5118, 0.3584]","[None, None, None, None]",2014
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,9,59.99,576,0,"[0.6593, 0.6056, 0.6092, 0.5307, 0.5295, 0.4874, 0.445, 0.3367, 0.4663]","[None, None, None, None, None, None, None, None, None]",2015
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.44,64,0,[0.6],[None],2016
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.5,64,0,[0.7003],[None],2017
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,2,10.22,128,0,"[0.5904, 0.4998]","[None, None]",2018
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,4.95,64,0,[0.6004],[None],2019
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.08,64,0,[0.7004],[None],2000
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.25,64,0,[0.5752],[None],2001
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.47,64,1,[0.6879],[None],2002
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.51,64,0,[0.6567],[None],2003
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.98,64,0,[0.6986],[None],2004
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.82,64,0,[0.6355],[None],2005
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.85,64,0,[0.6524],[None],2006
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,7,39.97,448,0,"[0.5969, 0.4974, 0.4831, 0.4691, 0.4665, 0.4221, 0.3273]","[None, None, None, None, None, None, None]",2007
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.92,64,1,[0.4725],[None],2008
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.89,64,0,[0.6394],[None],2009
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.2,64,0,[0.6379],[None],2010
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.14,64,0,[0.6312],[None],2011
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.13,64,0,[0.6033],[None],2012
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,2,10.97,128,0,"[0.6678, 0.5987]","[None, None]",2013
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,3,16.24,192,0,"[0.674, 0.5179, 0.5801]","[None, None, None]",2014
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,9,58.87,576,0,"[0.657, 0.6133, 0.6324, 0.5843, 0.5595, 0.4929, 0.5067, 0.4453, 0.512]","[None, None, None, None, None, None, None, None, None]",2015
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.98,64,0,[0.5973],[None],2016
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.88,64,0,[0.7037],[None],2017
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,2,10.24,128,0,"[0.5917, 0.5111]","[None, None]",2018
64,False,False,1e-05,0.0001,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.91,64,0,[0.6034],[None],2019
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,4.8,64,0,[0.6978],[None],2000
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,4.9,64,0,[0.571],[None],2001
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,4.96,64,1,[0.6858],[None],2002
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.16,64,0,[0.6543],[None],2003
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.37,64,0,[0.6965],[None],2004
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,4.84,64,0,[0.6318],[None],2005
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,4.9,64,0,[0.6555],[None],2006
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,5,28.33,320,0,"[0.5855, 0.4952, 0.4807, 0.4584, 0.4761]","[None, None, None, None, None]",2007
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,4.98,64,1,[0.4765],[None],2008
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.1,64,0,[0.6455],[None],2009
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.11,64,0,[0.6373],[None],2010
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.21,64,0,[0.6296],[None],2011
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.04,64,0,[0.6046],[None],2012
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,2,10.55,128,0,"[0.6686, 0.6072]","[None, None]",2013
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,3,16.1,192,0,"[0.6751, 0.514, 0.5474]","[None, None, None]",2014
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,12,96.72,768,0,"[0.659, 0.6158, 0.6254, 0.598, 0.564, 0.5395, 0.5006, 0.4094, 0.4468, 0.4878, 0.3943, 0.3712]","[None, None, None, None, None, None, None, None, None, None, None, None]",2015
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.01,64,0,[0.593],[None],2016
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.01,64,0,[0.7025],[None],2017
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,2,10.25,128,0,"[0.5919, 0.5181]","[None, None]",2018
64,False,False,1e-05,0.0001,300,"(1.0, 0.0, 0.0)",64,4,0,1,5.2,64,0,[0.6006],[None],2019
