measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.36,64,0,[0.6977],[None],2000
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.29,64,0,[0.5826],[None],2001
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.41,64,1,[0.695],[None],2002
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,2,11.48,128,0,"[0.6664, 0.5949]","[None, None]",2003
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.59,64,0,[0.7097],[None],2004
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.36,64,0,[0.6643],[None],2005
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.69,64,0,[0.6487],[None],2006
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,5,30.16,320,0,"[0.6077, 0.4805, 0.4003, 0.4018, 0.3581]","[None, None, None, None, None]",2007
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.45,64,1,[0.4084],[None],2008
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.27,64,0,[0.6435],[None],2009
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.28,64,0,[0.6674],[None],2010
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.27,64,0,[0.653],[None],2011
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.4,64,0,[0.5891],[None],2012
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,2,11.24,128,0,"[0.6902, 0.6088]","[None, None]",2013
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,4,23.16,256,0,"[0.6797, 0.5249, 0.4717, 0.3782]","[None, None, None, None]",2014
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,8,49.1,512,0,"[0.6539, 0.6157, 0.6019, 0.5561, 0.4999, 0.4322, 0.3595, 0.2992]","[None, None, None, None, None, None, None, None]",2015
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,2,11.38,128,0,"[0.6079, 0.5025]","[None, None]",2016
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.62,64,0,[0.716],[None],2017
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,2,11.41,128,0,"[0.5947, 0.5042]","[None, None]",2018
64,False,False,1e-05,0.0001,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.45,64,0,[0.5953],[None],2019
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.55,64,0,[0.6966],[None],2000
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.11,64,0,[0.5743],[None],2001
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.01,64,1,[0.687],[None],2002
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,2,10.27,128,0,"[0.6537, 0.6348]","[None, None]",2003
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.07,64,0,[0.6993],[None],2004
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.13,64,0,[0.6468],[None],2005
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.26,64,0,[0.6465],[None],2006
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,6,35.06,384,0,"[0.6002, 0.531, 0.457, 0.4685, 0.4503, 0.3973]","[None, None, None, None, None, None]",2007
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,4.85,64,1,[0.4376],[None],2008
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.03,64,0,[0.6342],[None],2009
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.17,64,0,[0.6498],[None],2010
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,4.88,64,0,[0.6372],[None],2011
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,1,5.05,64,0,[0.5961],[None],2012
64,False,False,1e-05,0.0001,100,"(1.0, 0.0, 0.0)",64,4,0,2,10.63,128,0,"[0.6727, 0.6159]","[None, None]",2013
