measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.49,64,0,[0.6151],[None],2000
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.59,64,0,[0.6588],[None],2001
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.34,64,1,[0.5308],[None],2002
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.02,64,0,[0.5791],[None],2003
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,4.87,64,0,[0.6573],[None],2004
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.0,64,0,[0.5295],[None],2005
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.2,64,0,[0.5873],[None],2006
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,2,10.52,128,0,"[0.6274, 0.3824]","[None, None]",2007
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.17,64,1,[0.5004],[None],2008
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.21,64,0,[0.5273],[None],2009
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,4.92,64,0,[0.4897],[None],2010
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,4.85,64,1,[0.5822],[None],2011
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,4.95,64,0,[0.6626],[None],2012
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,2,10.01,128,0,"[0.5406, 0.3794]","[None, None]",2013
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.05,64,0,[0.6484],[None],2014
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,4,22.16,256,0,"[0.4028, 0.2726, 0.2344, 0.1863]","[None, None, None, None]",2015
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,4.85,64,0,[0.5065],[None],2016
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,4.91,64,0,[0.7103],[None],2017
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,2,10.19,128,1,"[0.5859, 0.4581]","[None, None]",2018
64,False,False,1e-05,1e-05,0,"(1.0, 0.0, 0.0)",64,4,0,1,5.36,64,0,[0.5618],[None],2019
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.43,64,0,[0.6877],[None],2000
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.43,64,0,[0.6692],[None],2001
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.88,64,1,[0.6337],[None],2002
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.9,64,0,[0.6416],[None],2003
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.92,64,0,[0.725],[None],2004
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.82,64,0,[0.6079],[None],2005
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.85,64,0,[0.6632],[None],2006
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,2,9.97,128,0,"[0.6755, 0.5024]","[None, None]",2007
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.95,64,1,[0.5511],[None],2008
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.16,64,0,[0.6332],[None],2009
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,4.83,64,0,[0.6518],[None],2010
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,4,0,1,5.13,64,1,[0.6559],[None],2011
