,measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed,lambda_pair,lambda_infonce,tau,tau_c,beta,gamma,noise_std,margin_scale,lambda_reg,feature_predictor_lr,epochs
5166,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5661],[None],2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5167,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.76,96,1.0,"[0.5686, 0.4381]","[None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5168,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5374],[None],2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5169,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,0.0,"[0.6082, 0.3918]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5170,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,1.0,"[0.507, 0.3472]","[None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5171,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,3,10.33,144,1.0,"[0.6696, 0.377, 0.3862]","[None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5172,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.74,96,0.0,"[0.4866, 0.3109]","[None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5173,48,False,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,1.0,"[0.6014, 0.3811]","[None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5174,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,1.0,[0.4102],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5175,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,26,196.27,1248,1.0,"[0.6453, 0.4647, 0.2899, 0.1904, 0.0053, -0.1211, -0.2567, -0.4043, -0.4386, -0.4559, -0.2306, -0.0611, -0.0572, -0.1592, -0.2248, -0.3507, -0.3615, -0.3484, -0.3171, -0.4103, -0.4519, -0.2929, -0.2548, -0.2935, 0.2065, 0.5556]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5176,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,1.0,"[0.5222, 0.4245]","[None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5177,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,1.0,"[0.5302, 0.3492]","[None, None]",2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5178,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5997],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5179,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,1.0,"[0.6078, 0.46]","[None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5180,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.6153],[None],2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5181,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.6355],[None],2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5182,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5885],[None],2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5183,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.26,48,0.0,[0.5761],[None],2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5184,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.48,96,1.0,"[0.6101, 0.3977]","[None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5185,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.61,96,1.0,"[0.4665, 0.3109]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5186,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5823],[None],2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5187,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,1.0,"[0.5865, 0.5128]","[None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5188,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5552],[None],2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5189,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.6276],[None],2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5190,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.5,96,1.0,"[0.5068, 0.4081]","[None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5191,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.51,96,0.0,"[0.67, 0.4441]","[None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5192,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.26,144,1.0,"[0.5195, 0.3612, 0.4513]","[None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5193,48,False,False,1e-05,1e-05,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.35,48,0.0,[0.605],[None],2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5194,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5719],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5195,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,6,21.65,288,0.0,"[0.7362, 0.5743, 0.4177, 0.2973, 0.3198, 0.2187]","[None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5196,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,7,25.46,336,0.0,"[0.7185, 0.568, 0.5029, 0.4315, 0.41, 0.3875, 0.3792]","[None, None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5197,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.16,48,0.0,[0.6958],[None],2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5198,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.18,48,0.0,[0.7193],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5199,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.32,144,0.0,"[0.5641, 0.6573, 0.5974]","[None, None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5200,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.714],[None],2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5201,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.3,144,0.0,"[0.7185, 0.5716, 0.4994]","[None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5202,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,6,21.99,288,0.0,"[0.6767, 0.5892, 0.4926, 0.4769, 0.4616, 0.4238]","[None, None, None, None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5203,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,0.0,"[0.7343, 0.516]","[None, None]",2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5204,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.34,144,0.0,"[0.7488, 0.5775, 0.4729]","[None, None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5205,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,0.0,"[0.565, 0.359]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5206,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,5,17.65,240,0.0,"[0.7074, 0.592, 0.4765, 0.3695, 0.3028]","[None, None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5207,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,5,17.31,240,0.0,"[0.6752, 0.5492, 0.4735, 0.4467, 0.4335]","[None, None, None, None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5208,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.48,96,0.0,"[0.72, 0.5243]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5209,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.48,96,0.0,"[0.6991, 0.5605]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5210,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,6,21.69,288,0.0,"[0.5276, 0.5515, 0.5044, 0.4143, 0.3831, 0.3696]","[None, None, None, None, None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5211,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,5,17.37,240,0.0,"[0.6654, 0.6145, 0.494, 0.479, 0.4225]","[None, None, None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5212,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,5,17.33,240,0.0,"[0.651, 0.5454, 0.3558, 0.3862, 0.3344]","[None, None, None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5213,48,True,False,1e-05,0.0001,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.47,96,0.0,"[0.7329, 0.6025]","[None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5214,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.16,48,0.0,[0.5904],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5215,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,6,21.26,288,0.0,"[0.7393, 0.5848, 0.4483, 0.2993, 0.2656, 0.1926]","[None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5216,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,9,33.99,432,0.0,"[0.7259, 0.6068, 0.5234, 0.4724, 0.4819, 0.3703, 0.3498, 0.3331, 0.3127]","[None, None, None, None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5217,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.15,48,0.0,[0.7003],[None],2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5218,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.15,48,0.0,[0.7157],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5219,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,5,17.85,240,0.0,"[0.5637, 0.6679, 0.6351, 0.5619, 0.4952]","[None, None, None, None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5220,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,0.0,"[0.7256, 0.5345]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5221,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,3,10.3,144,0.0,"[0.7143, 0.5964, 0.5546]","[None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5222,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,4,13.93,192,0.0,"[0.6819, 0.6496, 0.6114, 0.5615]","[None, None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5223,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.48,96,0.0,"[0.7341, 0.564]","[None, None]",2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5224,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,3,9.93,144,0.0,"[0.7611, 0.608, 0.5322]","[None, None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5225,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.46,96,0.0,"[0.5921, 0.3725]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5226,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,5,17.3,240,0.0,"[0.7015, 0.5626, 0.4093, 0.3422, 0.2718]","[None, None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5227,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.47,96,0.0,"[0.6773, 0.6291]","[None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5228,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.48,96,0.0,"[0.715, 0.5285]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5229,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,3,10.09,144,0.0,"[0.7084, 0.5518, 0.4969]","[None, None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5230,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,4,13.67,192,0.0,"[0.5303, 0.5031, 0.5649, 0.51]","[None, None, None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5231,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,3,9.95,144,0.0,"[0.6791, 0.6563, 0.5736]","[None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5232,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,5,17.32,240,0.0,"[0.6646, 0.5338, 0.4715, 0.496, 0.4367]","[None, None, None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5233,48,True,False,1e-05,0.0001,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.7285],[None],2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5234,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.5858],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5235,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,5,17.95,240,0.0,"[0.7406, 0.5854, 0.5393, 0.4778, 0.4281]","[None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5236,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,9,35.19,432,0.0,"[0.7288, 0.572, 0.5735, 0.5352, 0.5358, 0.4634, 0.48, 0.4436, 0.4485]","[None, None, None, None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5237,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.7065],[None],2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5238,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,1,3.27,48,0.0,[0.7016],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5239,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.71,96,0.0,"[0.5449, 0.6984]","[None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5240,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,0.0,"[0.7266, 0.6123]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5241,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.3,144,0.0,"[0.7056, 0.5985, 0.5184]","[None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5242,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.31,144,0.0,"[0.6866, 0.6196, 0.618]","[None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5243,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.31,144,0.0,"[0.717, 0.5457, 0.5502]","[None, None, None]",2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5244,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.29,144,0.0,"[0.7612, 0.6217, 0.5776]","[None, None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5245,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.74,96,0.0,"[0.5984, 0.3565]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5246,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,8,30.62,384,0.0,"[0.6911, 0.6123, 0.5164, 0.362, 0.3627, 0.3794, 0.3884, 0.3844]","[None, None, None, None, None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5247,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,0.0,"[0.6687, 0.5651]","[None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5248,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.74,96,0.0,"[0.7112, 0.5619]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5249,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,2,6.74,96,0.0,"[0.7128, 0.5153]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5250,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.32,144,0.0,"[0.5229, 0.532, 0.5065]","[None, None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5251,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,4,14.03,192,0.0,"[0.6726, 0.6665, 0.5697, 0.6026]","[None, None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5252,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,4,14.03,192,0.0,"[0.659, 0.5639, 0.4975, 0.4919]","[None, None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5253,48,True,False,1e-05,0.0001,200,"(0.6, 0.1, 0.3)",48,4,0,3,10.4,144,0.0,"[0.7205, 0.5954, 0.5385]","[None, None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5254,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,1.0,[0.0467],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5255,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,11,47.68,528,0.0,"[0.2738, -0.2353, -0.1318, -0.3556, -0.4444, -0.4796, -0.4756, -0.4925, -0.408, -0.3457, 0.109]","[None, None, None, None, None, None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5256,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,6,22.04,288,0.0,"[-1.0689, -1.1431, -0.059, 0.0419, 0.0838, 0.0666]","[None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5257,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.71,96,0.0,"[-0.5003, -0.2342]","[None, None]",2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5258,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.27,48,0.0,[-0.4507],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5259,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.3,144,0.0,"[0.3559, 0.2653, 0.2484]","[None, None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5260,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.2184],[None],2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5261,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.31,144,0.0,"[0.4345, -0.0817, -0.0466]","[None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5262,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,4,14.01,192,0.0,"[0.2475, 0.0037, 0.0652, -0.0649]","[None, None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5263,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,1,3.3,48,0.0,[0.3249],[None],2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5264,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,0.0,"[0.388, -0.1046]","[None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5265,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,0.0,"[0.2283, -0.0335]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5266,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,6,22.01,288,0.0,"[-0.4547, -0.4761, -0.2406, -0.1831, -0.164, -0.245]","[None, None, None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5267,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.3,144,0.0,"[0.3075, -0.343, -0.2734]","[None, None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5268,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.71,96,0.0,"[0.086, -0.0049]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5269,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,0.0,"[0.2042, 0.034]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5270,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.72,96,0.0,"[0.3078, 0.1009]","[None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5271,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,6,22.01,288,0.0,"[0.4533, -0.0673, -0.0176, -0.0856, -0.1053, -0.067]","[None, None, None, None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5272,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,2,6.74,96,0.0,"[-0.3987, -0.1757]","[None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5273,48,True,False,1e-05,1e-05,0,"(0.6, 0.1, 0.3)",48,4,0,3,10.2,144,0.0,"[0.2101, -0.0839, -0.135]","[None, None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5274,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.15,48,1.0,[0.1958],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5275,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,14,71.15,672,0.0,"[0.4935, 0.1345, 0.0555, -0.0904, -0.1694, -0.1713, -0.331, -0.3036, -0.324, -0.2632, 0.0666, 0.0456, -0.0487, -0.0423]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5276,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,0.0,"[0.0608, -0.2485]","[None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5277,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,2,6.73,96,0.0,"[0.2054, 0.0132]","[None, None]",2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5278,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.2542],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5279,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,3,10.38,144,0.0,"[0.3495, 0.3681, 0.2671]","[None, None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5280,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,1,3.28,48,0.0,[0.3774],[None],2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
5281,48,True,False,1e-05,1e-05,100,"(0.6, 0.1, 0.3)",48,4,0,3,10.31,144,0.0,"[0.4878, 0.1267, 0.0849]","[None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
