use_topk,measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
False,64,"(0.5, 0.2, 0.3)",2,0,3,30.78,192,"[0.6381, 0.7947, 0.14]","[0.8723, 0.8676, 0.873]",2000
False,64,"(0.5, 0.2, 0.3)",2,0,3,30.42,192,"[0.6799, 0.6781, 0.2589]","[0.8746, 0.8806, 0.8795]",2001
False,64,"(0.5, 0.2, 0.3)",2,0,4,41.83,256,"[0.6704, 0.6302, 0.3291, 0.1222]","[0.8742, 0.8669, 0.8737, 0.8886]",2002
False,64,"(0.5, 0.2, 0.3)",2,0,4,42.18,256,"[0.6349, 0.6622, 0.4144, 0.2268]","[0.8746, 0.8761, 0.885, 0.9008]",2003
False,64,"(0.5, 0.2, 0.3)",2,0,2,20.05,128,"[0.6807, 0.7349]","[0.8755, 0.8746]",2004
