measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(1.0, 0.0, 0.0)",2,0,1,9.95,64,[0.7245],[0.8568],2000
64,"(1.0, 0.0, 0.0)",2,0,2,20.93,128,"[0.6995, 0.5103]","[0.8454, 0.8763]",2001
