use_topk,measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
False,64,"(0.3, 0.3, 0.4)",2,0,1,9.86,64,[0.6381],[0.8723],2000
False,64,"(0.3, 0.3, 0.4)",2,0,3,31.26,192,"[0.6799, 0.5826, 0.3945]","[0.8746, 0.8778, 0.8906]",2001
False,64,"(0.3, 0.3, 0.4)",2,0,5,53.51,320,"[0.6704, 0.6551, 0.4169, 0.1309, 0.0186]","[0.8742, 0.8708, 0.8825, 0.8882, 0.8974]",2002
False,64,"(0.3, 0.3, 0.4)",2,0,1,9.68,64,[0.6349],[0.8746],2003
False,64,"(0.3, 0.3, 0.4)",2,0,5,54.06,320,"[0.6807, 0.6581, 0.49, 0.2642, 0.2144]","[0.8755, 0.875, 0.8816, 0.8803, 0.8937]",2004
