measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(0.5, 0.2, 0.3)",0,0,1,10.05,64,[0.7079],[0.8524],2000
64,"(0.5, 0.2, 0.3)",0,0,3,31.41,192,"[0.6933, 0.4839, 0.4174]","[0.8419, 0.8735, 0.8903]",2001
64,"(0.5, 0.2, 0.3)",0,0,3,31.65,192,"[0.6667, 0.7103, 0.5218]","[0.8554, 0.8575, 0.8836]",2002
64,"(0.5, 0.2, 0.3)",0,0,2,20.83,128,"[0.7224, 0.5461]","[0.8484, 0.868]",2003
64,"(0.5, 0.2, 0.3)",0,0,2,20.25,128,"[0.7041, 0.5688]","[0.8576, 0.8651]",2004
