,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_pair,margin_scale,lambda_smooth,lambda_infonce,tau,tau_c,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
10,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.19,[0.6362],[None],2010
11,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.09,[0.6259],[None],2011
12,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.5738],[None],2012
13,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,2,128,0,8.43,"[0.6716, 0.6701]","[None, None]",2013
14,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.6568],[None],2014
15,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,3,192,0,12.93,"[0.662, 0.6643, 0.7064]","[None, None, None]",2015
16,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,2,128,1,8.34,"[0.5613, 0.4826]","[None, None]",2016
17,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.06,[0.6945],[None],2017
18,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,2,128,1,8.43,"[0.577, 0.5993]","[None, None]",2018
19,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.29,[0.6146],[None],2019
20,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,1,4.18,[0.6877],[None],2000
21,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.5006],[None],2001
22,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,1,4.07,[0.6738],[None],2002
23,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,2,128,1,8.33,"[0.628, 0.6322]","[None, None]",2003
24,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,2,128,1,8.34,"[0.6746, 0.6638]","[None, None]",2004
25,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,2,128,1,8.32,"[0.6198, 0.5977]","[None, None]",2005
26,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.07,[0.6344],[None],2006
27,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,3,192,0,12.87,"[0.5911, 0.5403, 0.5219]","[None, None, None]",2007
28,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,1,4.07,[0.398],[None],2008
29,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.05,[0.6225],[None],2009
30,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.05,[0.6289],[None],2010
31,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.06,[0.6193],[None],2011
32,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.06,[0.5635],[None],2012
33,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,3,192,0,12.78,"[0.6643, 0.6742, 0.6336]","[None, None, None]",2013
34,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.06,[0.6484],[None],2014
35,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,2,128,0,8.35,"[0.6618, 0.665]","[None, None]",2015
36,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,3,192,0,12.78,"[0.5393, 0.4834, 0.4735]","[None, None, None]",2016
37,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.693],[None],2017
38,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,2,128,1,8.32,"[0.5696, 0.6019]","[None, None]",2018
39,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.6188],[None],2019
40,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.5,0.1,,1,64,0,4.09,[0.6848],[None],2000
41,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.5,0.1,,1,64,0,4.21,[0.4657],[None],2001
42,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.5,0.1,,1,64,1,4.2,[0.652],[None],2002
