,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_reg,lambda_pair,lambda_infonce,gamma,beta,noise_std,margin_scale,tau,tau_c,feature_predictor_lr,epochs,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
1311,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.05,[0.6431],[None],2011
1312,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.05,[0.6297],[None],2012
1313,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,2,128,0,8.52,"[0.6804, 0.7174]","[None, None]",2013
1314,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.23,[0.6868],[None],2014
1315,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,4,256,0,17.94,"[0.6676, 0.6526, 0.7236, 0.738]","[None, None, None, None]",2015
1316,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,3,192,0,12.87,"[0.6198, 0.5376, 0.5876]","[None, None, None]",2016
1317,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.05,[0.7102],[None],2017
1318,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,2,128,1,8.53,"[0.6121, 0.6822]","[None, None]",2018
1319,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.22,[0.6106],[None],2019
1320,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.19,[0.7123],[None],2000
1321,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.2,[0.5851],[None],2001
1322,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,1,4.24,[0.6929],[None],2002
1323,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,1,8.66,"[0.6631, 0.7095]","[None, None]",2003
1324,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.13,[0.7116],[None],2004
1325,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.05,[0.6521],[None],2005
1326,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.05,[0.6631],[None],2006
1327,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.05,[0.6251],[None],2007
1328,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,1,4.07,[0.4962],[None],2008
1329,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.06,[0.6429],[None],2009
1330,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.05,[0.652],[None],2010
1331,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.12,[0.6455],[None],2011
1332,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.07,[0.6328],[None],2012
1333,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,2,128,0,8.66,"[0.6805, 0.722]","[None, None]",2013
1334,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.17,[0.6888],[None],2014
