measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,7,4.79,448,"[0.4108, 0.4414, 0.264, 0.5192, 0.5935, 0.7119, 0.6879]",[],2000
64,1,2.63,64,[0.2501],[],2001
64,7,4.69,448,"[0.4733, 0.4795, 0.3957, 0.5851, 0.6991, 0.7356, 0.7709]",[],2002
64,6,4.32,384,"[0.3423, -0.0626, 0.5964, 0.6595, 0.6654, 0.6829]",[],2003
64,6,4.23,384,"[0.3321, 0.446, 0.5609, 0.6486, 0.692, 0.6845]",[],2004
64,6,4.16,384,"[0.2293, 0.3029, 0.5848, 0.6109, 0.6307, 0.7336]",[],2005
64,8,5.27,512,"[0.3064, 0.5145, 0.378, 0.5897, 0.6685, 0.7204, 0.6879, 0.7672]",[],2006
64,5,3.85,320,"[-0.1216, 0.4751, 0.6548, 0.6563, 0.6361]",[],2007
