scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.2,128,"[0.7916, 0.8094]","[None, None]",2000
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.77,64,[0.6381],[None],2001
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.6,64,[0.7709],[None],2002
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.07,128,"[0.7453, 0.6823]","[None, None]",2003
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,20.33,320,"[0.7332, 0.85, 0.8819, 0.8901, 0.8673]","[None, None, None, None, None]",2004
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,20.56,320,"[0.7245, 0.8275, 0.846, 0.8449, 0.8451]","[None, None, None, None, None]",2005
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,3,12.34,192,"[0.7846, 0.821, 0.8173]","[None, None, None]",2006
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,21.11,320,"[0.7218, 0.8615, 0.8664, 0.8576, 0.8715]","[None, None, None, None, None]",2007
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.58,64,[0.575],[None],2008
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,[0.7568],[None],2009
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,4,14.91,256,"[0.7053, 0.8252, 0.8701, 0.8714]","[None, None, None, None]",2010
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.55,64,[0.7608],[None],2011
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.35,128,"[0.7359, 0.8283]","[None, None]",2012
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,20.07,320,"[0.7335, 0.8227, 0.8362, 0.8049, 0.8463]","[None, None, None, None, None]",2013
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.29,128,"[0.7129, 0.8354]","[None, None]",2014
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,19.57,320,"[0.7259, 0.7891, 0.8221, 0.8413, 0.8257]","[None, None, None, None, None]",2015
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.05,128,"[0.675, 0.7698]","[None, None]",2016
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.09,128,"[0.7398, 0.8086]","[None, None]",2017
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.09,128,"[0.7386, 0.8378]","[None, None]",2018
False,False,1e-05,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.02,128,"[0.6959, 0.8212]","[None, None]",2019
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.41,128,"[0.7552, 0.7861]","[None, None]",2000
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,[0.6079],[None],2001
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.58,64,[0.7084],[None],2002
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.59,64,[0.7134],[None],2003
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,8.99,128,"[0.7571, 0.818]","[None, None]",2004
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.97,128,"[0.6823, 0.7632]","[None, None]",2005
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.13,128,"[0.7088, 0.7842]","[None, None]",2006
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,5,20.67,320,"[0.6734, 0.811, 0.8615, 0.8839, 0.8801]","[None, None, None, None, None]",2007
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.42,64,[0.5863],[None],2008
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.21,128,"[0.6986, 0.7875]","[None, None]",2009
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.61,64,[0.7032],[None],2010
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,[0.7298],[None],2011
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.06,128,"[0.6762, 0.7913]","[None, None]",2012
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.03,128,"[0.7215, 0.7894]","[None, None]",2013
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.06,128,"[0.7266, 0.7667]","[None, None]",2014
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,11.27,192,"[0.7183, 0.7979, 0.8604]","[None, None, None]",2015
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,11.23,192,"[0.6613, 0.7769, 0.8747]","[None, None, None]",2016
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.1,128,"[0.7391, 0.8069]","[None, None]",2017
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.14,128,"[0.6592, 0.8009]","[None, None]",2018
False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.52,64,[0.6808],[None],2019
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,[0.6977],[None],2000
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.52,64,[0.5826],[None],2001
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.54,64,[0.695],[None],2002
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.33,128,"[0.6664, 0.6943]","[None, None]",2003
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.55,64,[0.7097],[None],2004
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.57,64,[0.6643],[None],2005
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.53,64,[0.6487],[None],2006
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,[0.6077],[None],2007
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.53,64,[0.4084],[None],2008
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.44,64,[0.6435],[None],2009
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,4.37,64,[0.6674],[None],2010
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.42,64,[0.653],[None],2011
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.5891],[None],2012
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.28,128,"[0.6902, 0.7019]","[None, None]",2013
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.57,64,[0.6797],[None],2014
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,4,15.12,256,"[0.6539, 0.6277, 0.6571, 0.6561]","[None, None, None, None]",2015
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.11,128,"[0.6079, 0.5808]","[None, None]",2016
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.716],[None],2017
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.05,128,"[0.5947, 0.6245]","[None, None]",2018
False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.42,64,[0.5953],[None],2019
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.39,128,"[0.8061, 0.794]","[None, None]",2000
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.49,64,[0.6187],[None],2001
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.46,64,[0.7265],[None],2002
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,3,10.96,192,"[0.7387, 0.714, 0.7414]","[None, None, None]",2003
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,19.44,320,"[0.7266, 0.8766, 0.8689, 0.8723, 0.8424]","[None, None, None, None, None]",2004
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,3,10.86,192,"[0.7307, 0.838, 0.8452]","[None, None, None]",2005
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.03,128,"[0.7826, 0.8108]","[None, None]",2006
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,5,19.99,320,"[0.6986, 0.8035, 0.8328, 0.8388, 0.8566]","[None, None, None, None, None]",2007
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.53,64,[0.5807],[None],2008
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,[0.7549],[None],2009
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.54,64,[0.7121],[None],2010
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,1,3.53,64,[0.7706],[None],2011
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.13,128,"[0.732, 0.8318]","[None, None]",2012
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,6,25.36,384,"[0.7362, 0.7906, 0.828, 0.8481, 0.8479, 0.7961]","[None, None, None, None, None, None]",2013
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,3,11.17,192,"[0.7084, 0.84, 0.8615]","[None, None, None]",2014
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,3,10.95,192,"[0.718, 0.8037, 0.8307]","[None, None, None]",2015
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,3,11.96,192,"[0.6799, 0.7797, 0.8486]","[None, None, None]",2016
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.92,128,"[0.7387, 0.8392]","[None, None]",2017
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,8.29,128,"[0.7401, 0.8629]","[None, None]",2018
False,False,1e-06,0.01,"(0.4, 0.3, 0.3)",64,4,0,2,7.35,128,"[0.657, 0.842]","[None, None]",2019
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.65,128,"[0.7496, 0.7937]","[None, None]",2000
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.53,64,[0.6013],[None],2001
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.62,64,[0.7026],[None],2002
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.47,128,"[0.7035, 0.7618]","[None, None]",2003
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.44,128,"[0.7516, 0.8322]","[None, None]",2004
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,11.22,192,"[0.6702, 0.7912, 0.8605]","[None, None, None]",2005
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.42,64,[0.7021],[None],2006
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,5,19.46,320,"[0.6576, 0.8184, 0.8395, 0.8684, 0.8768]","[None, None, None, None, None]",2007
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.44,64,[0.5839],[None],2008
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.13,128,"[0.6983, 0.8016]","[None, None]",2009
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.02,128,"[0.7021, 0.8101]","[None, None]",2010
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.7333],[None],2011
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.22,128,"[0.6793, 0.805]","[None, None]",2012
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,11.2,192,"[0.7216, 0.7682, 0.814]","[None, None, None]",2013
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.13,128,"[0.7124, 0.7735]","[None, None]",2014
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.15,128,"[0.7084, 0.8009]","[None, None]",2015
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,11.22,192,"[0.6559, 0.8082, 0.8625]","[None, None, None]",2016
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.06,128,"[0.7322, 0.7984]","[None, None]",2017
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.05,128,"[0.6617, 0.8029]","[None, None]",2018
False,False,1e-06,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.54,64,[0.6669],[None],2019
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.63,64,[0.7073],[None],2000
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.57,64,[0.5621],[None],2001
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.44,64,[0.6895],[None],2002
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.04,128,"[0.6329, 0.649]","[None, None]",2003
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.7054],[None],2004
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.03,128,"[0.6301, 0.6222]","[None, None]",2005
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.6429],[None],2006
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,4,15.59,256,"[0.6078, 0.6672, 0.5776, 0.6081]","[None, None, None, None]",2007
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.49,64,[0.4306],[None],2008
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.35,128,"[0.6361, 0.5989]","[None, None]",2009
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.6654],[None],2010
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.43,64,[0.6299],[None],2011
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.1,128,"[0.5774, 0.6557]","[None, None]",2012
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.07,128,"[0.6777, 0.6756]","[None, None]",2013
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,4,15.6,256,"[0.6734, 0.5252, 0.41, 0.4296]","[None, None, None, None]",2014
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.15,128,"[0.6501, 0.6504]","[None, None]",2015
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.19,128,"[0.5784, 0.5535]","[None, None]",2016
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.6893],[None],2017
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.02,128,"[0.5779, 0.6134]","[None, None]",2018
False,False,1e-06,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.36,64,[0.5999],[None],2019
