measure_size,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,train_size,used_time,top-1,val_reg_r2,val_rank_r2,seed_n,sampling_seed
64,0.0001,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1.5,96.0,5.3950000000000005,0.1,[0.6047],[None],10,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]"
64,0.0001,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1.6,102.4,5.674,0.3,[0.6092],[None],10,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]"
