,measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed,rank_warmup_epochs,top-1,T_mc
32,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,[0.7095],[None],2012,0,,
33,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.1,128,"[0.7537, 0.7895]","[None, None]",2013,0,,
34,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,10.88,192,"[0.758, 0.7765, 0.8177]","[None, None, None]",2014,0,,
35,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,3,10.87,192,"[0.7354, 0.7408, 0.8798]","[None, None, None]",2015,0,,
36,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.03,128,"[0.6881, 0.7696]","[None, None]",2016,0,,
37,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.7751],[None],2017,0,,
38,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,2,7.14,128,"[0.665, 0.7724]","[None, None]",2018,0,,
39,64,False,False,0.0001,0.001,"(0.4, 0.3, 0.3)",64,4,0,1,3.59,64,[0.7107],[None],2019,0,,
40,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.51,64,[0.7052],[None],2000,0,,
41,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.6411],[None],2001,0,,
42,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.54,64,[0.6609],[None],2002,0,,
43,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.55,64,[0.6945],[None],2003,0,,
44,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.36,64,[0.7329],[None],2004,0,,
45,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,[0.6963],[None],2005,0,,
46,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.6626],[None],2006,0,,
47,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.52,64,[0.6413],[None],2007,0,,
48,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.36,64,[0.466],[None],2008,0,,
49,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.6797],[None],2009,0,,
50,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.42,64,[0.6649],[None],2010,0,,
51,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,[0.6895],[None],2011,0,,
52,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,[0.6066],[None],2012,0,,
53,64,False,False,0.0001,0.0001,"(0.4, 0.3, 0.3)",64,4,0,2,7.08,128,"[0.7181, 0.5984]","[None, None]",2013,0,,
