,measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed,rank_warmup_epochs,top-1,T_mc
1672,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,9,29.05,432,"[0.4311, 0.4655, 0.3651, 0.3463, 0.3072, 0.2583, 0.2009, 0.2598, 0.3167]","[None, None, None, None, None, None, None, None, None]",2002,0,0.0,20.0
1673,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.65,48,[0.4756],[None],2003,0,0.0,20.0
1674,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.75,48,[0.5337],[None],2004,0,0.0,20.0
1675,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.35,96,"[0.5536, 0.5862]","[None, None]",2005,0,0.0,20.0
1676,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.6185],[None],2006,0,0.0,20.0
1677,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.5872, 0.5114]","[None, None]",2007,0,0.0,20.0
1678,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,4,11.55,192,"[0.6034, 0.5443, 0.5198, 0.5228]","[None, None, None, None]",2008,0,0.0,20.0
1679,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.56,144,"[0.5279, 0.3168, 0.3538]","[None, None, None]",2009,0,0.0,20.0
1680,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.514, 0.5237]","[None, None]",2010,0,1.0,20.0
1681,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.55,96,"[0.429, 0.3467]","[None, None]",2011,0,0.0,20.0
1682,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,6,17.84,288,"[0.4883, 0.4906, 0.2881, 0.2944, 0.2536, 0.2738]","[None, None, None, None, None, None]",2012,0,0.0,20.0
1683,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,4,11.43,192,"[0.5193, 0.4731, 0.4642, 0.4976]","[None, None, None, None]",2013,0,0.0,20.0
1684,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.68,48,[0.4583],[None],2014,0,0.0,20.0
1685,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.64,96,"[0.5781, 0.4256]","[None, None]",2015,0,1.0,20.0
1686,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,5,14.69,240,"[0.375, 0.3898, 0.3636, 0.4144, 0.4231]","[None, None, None, None, None]",2016,0,0.0,20.0
1687,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,4,11.28,192,"[0.5928, 0.6022, 0.5057, 0.5383]","[None, None, None, None]",2017,0,0.0,20.0
1688,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,4,11.29,192,"[0.5321, 0.4315, 0.4223, 0.4523]","[None, None, None, None]",2018,0,0.0,20.0
1689,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[0.4636, 0.5311]","[None, None]",2019,0,0.0,20.0
1690,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.3918],[None],2000,100,1.0,20.0
1691,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,6,17.81,288,"[0.5397, 0.5247, 0.4291, 0.3694, 0.3628, 0.2732]","[None, None, None, None, None, None]",2001,100,0.0,20.0
1692,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.4619, 0.6251]","[None, None]",2002,100,0.0,20.0
1693,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.5016],[None],2003,100,0.0,20.0
1694,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.5369],[None],2004,100,0.0,20.0
1695,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.27,144,"[0.5401, 0.5804, 0.6185]","[None, None, None]",2005,100,0.0,20.0
1696,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.6282],[None],2006,100,0.0,20.0
1697,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.5981, 0.4857]","[None, None]",2007,100,0.0,20.0
1698,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.5971, 0.5169]","[None, None]",2008,100,0.0,20.0
1699,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.24,144,"[0.5309, 0.3414, 0.3846]","[None, None, None]",2009,100,0.0,20.0
1700,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.5232, 0.5071]","[None, None]",2010,100,1.0,20.0
1701,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.4393, 0.3915]","[None, None]",2011,100,0.0,20.0
1702,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.23,144,"[0.4986, 0.5255, 0.4067]","[None, None, None]",2012,100,0.0,20.0
1703,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,4,11.26,192,"[0.5159, 0.4979, 0.4162, 0.4994]","[None, None, None, None]",2013,100,0.0,20.0
1704,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.4618],[None],2014,100,0.0,20.0
1705,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.5963, 0.5355]","[None, None]",2015,100,0.0,20.0
1706,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,5,14.54,240,"[0.3873, 0.4445, 0.4535, 0.4471, 0.5135]","[None, None, None, None, None]",2016,100,0.0,20.0
1707,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,7,21.42,336,"[0.6036, 0.6237, 0.5403, 0.5836, 0.5733, 0.5675, 0.5887]","[None, None, None, None, None, None, None]",2017,100,0.0,20.0
1708,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.46,144,"[0.5374, 0.3898, 0.4221]","[None, None, None]",2018,100,0.0,20.0
1709,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.4742, 0.5426]","[None, None]",2019,100,0.0,20.0
1710,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[0.3802],[None],2000,200,1.0,20.0
1711,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,7,21.3,336,"[0.5384, 0.5516, 0.5441, 0.4747, 0.4005, 0.4266, 0.4109]","[None, None, None, None, None, None, None]",2001,200,0.0,20.0
1712,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.52,96,"[0.4705, 0.6718]","[None, None]",2002,200,0.0,20.0
1713,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.7,48,[0.4939],[None],2003,200,0.0,20.0
1714,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.66,48,[0.5323],[None],2004,200,0.0,20.0
1715,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.7,144,"[0.5347, 0.5468, 0.6406]","[None, None, None]",2005,200,0.0,20.0
1716,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.66,48,[0.6256],[None],2006,200,0.0,20.0
1717,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.45,96,"[0.5949, 0.5177]","[None, None]",2007,200,0.0,20.0
1718,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.35,96,"[0.5969, 0.5212]","[None, None]",2008,200,0.0,20.0
1719,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.31,144,"[0.5168, 0.3182, 0.379]","[None, None, None]",2009,200,0.0,20.0
1720,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.54,96,"[0.5182, 0.4932]","[None, None]",2010,200,0.0,20.0
1721,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[0.4409, 0.3881]","[None, None]",2011,200,0.0,20.0
1722,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,5,14.62,240,"[0.5028, 0.5251, 0.3968, 0.386, 0.4121]","[None, None, None, None, None]",2012,200,0.0,20.0
1723,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.34,144,"[0.5104, 0.5408, 0.4583]","[None, None, None]",2013,200,0.0,20.0
1724,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,1,2.6,48,[0.4632],[None],2014,200,0.0,20.0
1725,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.52,96,"[0.6, 0.5083]","[None, None]",2015,200,0.0,20.0
1726,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,5,14.61,240,"[0.3884, 0.4178, 0.4732, 0.4274, 0.5019]","[None, None, None, None, None]",2016,200,0.0,20.0
1727,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,3,8.69,144,"[0.6074, 0.6224, 0.5491]","[None, None, None]",2017,200,0.0,20.0
1728,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,4,11.53,192,"[0.5353, 0.4586, 0.4686, 0.529]","[None, None, None, None]",2018,200,0.0,20.0
1729,48,False,True,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,2,0,2,5.49,96,"[0.475, 0.5687]","[None, None]",2019,200,0.0,20.0
1730,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.73,48,[-9.186],[None],2000,0,0.0,20.0
1731,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,4,11.48,192,"[-9.0984, -9.2416, -9.1111, -8.8913]","[None, None, None, None]",2001,0,0.0,20.0
1732,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.28,144,"[-9.6428, -9.139, -8.7901]","[None, None, None]",2002,0,0.0,20.0
1733,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-9.2835],[None],2003,0,0.0,20.0
1734,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-9.07],[None],2004,0,0.0,20.0
1735,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.22,144,"[-8.758, -8.7693, -8.9211]","[None, None, None]",2005,0,0.0,20.0
1736,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.61,48,[-9.3804],[None],2006,0,0.0,20.0
1737,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[-8.9073, -8.3611]","[None, None]",2007,0,0.0,20.0
1738,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.21,144,"[-9.2756, -9.0294, -8.9359]","[None, None, None]",2008,0,0.0,20.0
1739,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-8.5671],[None],2009,0,0.0,20.0
1740,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[-9.2713, -8.8314]","[None, None]",2010,0,0.0,20.0
1741,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.32,96,"[-8.9447, -8.7801]","[None, None]",2011,0,0.0,20.0
1742,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.33,144,"[-9.5513, -9.113, -8.5407]","[None, None, None]",2012,0,0.0,20.0
1743,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.51,96,"[-9.2284, -8.9165]","[None, None]",2013,0,0.0,20.0
1744,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.74,48,[-9.0363],[None],2014,0,0.0,20.0
1745,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.52,96,"[-9.2736, -8.7913]","[None, None]",2015,0,0.0,20.0
1746,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.35,96,"[-8.9164, -8.7496]","[None, None]",2016,0,0.0,20.0
1747,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.35,96,"[-9.4814, -9.051]","[None, None]",2017,0,0.0,20.0
1748,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.25,144,"[-9.4203, -9.1122, -8.9827]","[None, None, None]",2018,0,0.0,20.0
1749,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[-8.9523, -8.598]","[None, None]",2019,0,0.0,20.0
1750,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.59,48,[-8.6143],[None],2000,100,0.0,20.0
1751,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,4,11.41,192,"[-8.4885, -8.7475, -8.5418, -8.3873]","[None, None, None, None]",2001,100,0.0,20.0
1752,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,23,134.41,1104,"[-9.2071, -8.5396, -8.457, -8.472, -8.5444, -8.5797, -8.6314, -8.6305, -8.5612, -8.6581, -7.2902, -5.8771, -5.3727, -5.1111, -5.1548, -4.9756, -4.9364, -4.7441, -4.7323, -4.8761, -4.7468, -3.7256, -2.5851]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002,100,0.0,20.0
1753,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.59,48,[-8.718],[None],2003,100,0.0,20.0
1754,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-8.467],[None],2004,100,0.0,20.0
1755,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.55,144,"[-8.0869, -8.172, -8.4367]","[None, None, None]",2005,100,0.0,20.0
1756,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.73,48,[-8.8658],[None],2006,100,0.0,20.0
1757,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.64,96,"[-8.3139, -7.6066]","[None, None]",2007,100,0.0,20.0
1758,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.31,144,"[-8.7806, -8.357, -8.1675]","[None, None, None]",2008,100,0.0,20.0
1759,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.59,48,[-7.9612],[None],2009,100,0.0,20.0
1760,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[-8.8191, -8.2164]","[None, None]",2010,100,0.0,20.0
1761,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.35,96,"[-8.3801, -8.0216]","[None, None]",2011,100,1.0,20.0
1762,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.47,96,"[-9.0186, -8.55]","[None, None]",2012,100,0.0,20.0
1763,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-8.721, -8.2674]","[None, None]",2013,100,0.0,20.0
1764,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.65,48,[-8.4198],[None],2014,100,0.0,20.0
1765,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-8.6879, -8.1918]","[None, None]",2015,100,0.0,20.0
1766,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,5,14.48,240,"[-8.2881, -8.1117, -8.1914, -8.2638, -8.3059]","[None, None, None, None, None]",2016,100,0.0,20.0
1767,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-8.92, -8.4338]","[None, None]",2017,100,0.0,20.0
1768,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,4,11.26,192,"[-8.9689, -8.463, -8.5262, -8.2674]","[None, None, None, None]",2018,100,0.0,20.0
1769,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-8.3278, -7.9126]","[None, None]",2019,100,0.0,20.0
1770,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-8.1107],[None],2000,200,1.0,20.0
1771,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,5,14.44,240,"[-7.9269, -8.3789, -8.2147, -8.0018, -8.0323]","[None, None, None, None, None]",2001,200,0.0,20.0
1772,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.34,96,"[-8.7638, -8.0441]","[None, None]",2002,200,0.0,20.0
1773,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.57,48,[-8.1996],[None],2003,200,0.0,20.0
1774,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-7.9206],[None],2004,200,0.0,20.0
1775,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-7.5125, -7.5883]","[None, None]",2005,200,0.0,20.0
1776,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-8.3172],[None],2006,200,0.0,20.0
1777,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-7.7371, -7.0378]","[None, None]",2007,200,0.0,20.0
1778,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.28,144,"[-8.2413, -7.8899, -7.8239]","[None, None, None]",2008,200,0.0,20.0
1779,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.75,48,[-7.3732],[None],2009,200,0.0,20.0
1780,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.63,48,[-8.2809],[None],2010,200,0.0,20.0
1781,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.42,96,"[-7.825, -7.5244]","[None, None]",2011,200,0.0,20.0
1782,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.44,96,"[-8.5439, -7.993]","[None, None]",2012,200,0.0,20.0
1783,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.6,48,[-8.1824],[None],2013,200,0.0,20.0
1784,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,1,2.58,48,[-7.8651],[None],2014,200,0.0,20.0
1785,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-8.1652, -7.8017]","[None, None]",2015,200,0.0,20.0
1786,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,5,14.5,240,"[-7.7439, -7.6855, -7.8733, -7.905, -7.9459]","[None, None, None, None, None]",2016,200,0.0,20.0
1787,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-8.4144, -7.8762]","[None, None]",2017,200,0.0,20.0
1788,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,3,8.23,144,"[-8.49, -7.9808, -8.0182]","[None, None, None]",2018,200,0.0,20.0
1789,48,False,True,1e-05,1e-05,"(0.7, 0.3, 0.0)",0,2,0,2,5.33,96,"[-7.7652, -7.4893]","[None, None]",2019,200,0.0,20.0
1790,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.15,48,[0.3891],[None],2000,0,1.0,20.0
1791,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,6,21.63,288,"[0.5622, 0.4991, 0.4942, 0.4725, 0.3954, 0.2672]","[None, None, None, None, None, None]",2001,0,0.0,20.0
1792,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,13,63.32,624,"[0.4344, 0.3643, 0.1745, 0.1217, 0.1421, 0.0519, -0.015, -0.0258, -0.0894, -0.2018, -0.023, -0.1056, 0.1607]","[None, None, None, None, None, None, None, None, None, None, None, None, None]",2002,0,0.0,20.0
1793,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.17,48,[0.505],[None],2003,0,0.0,20.0
1794,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.17,48,[0.547],[None],2004,0,0.0,20.0
1795,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.49,96,"[0.5949, 0.5574]","[None, None]",2005,0,0.0,20.0
1796,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.17,48,[0.631],[None],2006,0,0.0,20.0
1797,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.51,96,"[0.6327, 0.5168]","[None, None]",2007,0,0.0,20.0
1798,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,3,10.01,144,"[0.6046, 0.5203, 0.5374]","[None, None, None]",2008,0,0.0,20.0
1799,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.18,48,[0.5901],[None],2009,0,0.0,20.0
1800,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.61,96,"[0.4703, 0.5093]","[None, None]",2010,0,1.0,20.0
1801,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.58,96,"[0.4229, 0.2761]","[None, None]",2011,0,0.0,20.0
1802,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,6,21.61,288,"[0.492, 0.4778, 0.3508, 0.375, 0.2585, 0.304]","[None, None, None, None, None, None]",2012,0,1.0,20.0
1803,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,6,21.34,288,"[0.5464, 0.4352, 0.3762, 0.5405, 0.4745, 0.4927]","[None, None, None, None, None, None]",2013,0,0.0,20.0
1804,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.15,48,[0.5136],[None],2014,0,0.0,20.0
1805,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.5,96,"[0.6024, 0.4011]","[None, None]",2015,0,0.0,20.0
1806,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,5,17.4,240,"[0.4, 0.2777, 0.3862, 0.3522, 0.3348]","[None, None, None, None, None]",2016,0,0.0,20.0
1807,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.51,96,"[0.6085, 0.6349]","[None, None]",2017,0,0.0,20.0
1808,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,3,9.95,144,"[0.5661, 0.3695, 0.3996]","[None, None, None]",2018,0,0.0,20.0
1809,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,3,10.17,144,"[0.5432, 0.5468, 0.5098]","[None, None, None]",2019,0,0.0,20.0
1810,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.19,48,[0.3629],[None],2000,100,1.0,20.0
1811,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,9,34.22,432,"[0.5674, 0.5452, 0.476, 0.4561, 0.3803, 0.3179, 0.2488, 0.248, 0.2697]","[None, None, None, None, None, None, None, None, None]",2001,100,0.0,20.0
1812,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,12,54.78,576,"[0.4536, 0.4218, 0.304, 0.2251, 0.2808, 0.2159, 0.108, 0.0413, -0.0667, -0.1787, 0.1944, 0.2126]","[None, None, None, None, None, None, None, None, None, None, None, None]",2002,100,0.0,20.0
1813,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.16,48,[0.5284],[None],2003,100,0.0,20.0
1814,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.23,48,[0.543],[None],2004,100,0.0,20.0
1815,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.67,96,"[0.5832, 0.5537]","[None, None]",2005,100,0.0,20.0
1816,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.17,48,[0.6337],[None],2006,100,0.0,20.0
1817,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.79,96,"[0.6361, 0.5017]","[None, None]",2007,100,0.0,20.0
1818,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,4,13.89,192,"[0.5834, 0.5324, 0.5408, 0.5416]","[None, None, None, None]",2008,100,0.0,20.0
1819,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.18,48,[0.5804],[None],2009,100,0.0,20.0
1820,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.54,96,"[0.5002, 0.5843]","[None, None]",2010,100,0.0,20.0
1821,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.64,96,"[0.4289, 0.3308]","[None, None]",2011,100,1.0,20.0
1822,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,7,25.72,336,"[0.4976, 0.5232, 0.3565, 0.3233, 0.3159, 0.3262, 0.3135]","[None, None, None, None, None, None, None]",2012,100,0.0,20.0
1823,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,3,9.99,144,"[0.5272, 0.3964, 0.4614]","[None, None, None]",2013,100,0.0,20.0
1824,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,1,3.18,48,[0.502],[None],2014,100,0.0,20.0
1825,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,2,6.5,96,"[0.6207, 0.4216]","[None, None]",2015,100,0.0,20.0
1826,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,5,17.43,240,"[0.4028, 0.3213, 0.3304, 0.3154, 0.4259]","[None, None, None, None, None]",2016,100,0.0,20.0
1827,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,4,13.67,192,"[0.6194, 0.6583, 0.5679, 0.6209]","[None, None, None, None]",2017,100,0.0,20.0
1828,48,False,False,1e-05,0.0001,"(0.7, 0.3, 0.0)",0,4,0,4,13.81,192,"[0.5617, 0.4731, 0.4879, 0.507]","[None, None, None, None]",2018,100,0.0,20.0
