measure_size,phase,train_size,used_time,val_reg_r2,seed_n,sampling_seed
64,3.0285714285714285,193.82857142857142,4.835714285714285,"[0.4867, 0.5433, 0.5, 0.5829]",20,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]"
