,measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,sampling_seed,rank_warmup_epochs,grad_num,rand_num,lambda_pair,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2
0,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2000,0,4,0,3.0,3,10.82,192,0,"[0.6249, 0.7471, 0.758]","[None, None, None]"
1,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2001,0,4,0,3.0,1,3.46,64,0,[0.6214],[None]
2,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2002,0,4,0,3.0,1,3.67,64,0,[0.6974],[None]
3,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2003,0,4,0,3.0,2,6.72,128,0,"[0.6607, 0.7462]","[None, None]"
4,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2004,0,4,0,3.0,3,10.37,192,0,"[0.6406, 0.7616, 0.7725]","[None, None, None]"
5,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2005,0,4,0,3.0,5,18.28,320,0,"[0.7058, 0.7514, 0.8006, 0.7905, 0.792]","[None, None, None, None, None]"
6,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2006,0,4,0,3.0,1,3.24,64,0,[0.6714],[None]
7,64,False,False,1e-05,0.001,"(0.4, 0.3, 0.3)",2007,0,4,0,3.0,5,18.43,320,0,"[0.6162, 0.7393, 0.7551, 0.7931, 0.7867]","[None, None, None, None, None]"
