measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,weights,rank_warmup_epochs,grad_num,rand_num,lambda_pair,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,seed_n,sampling_seed
64,False,False,1e-05,0.0001,"(0.4, 0.3, 0.3)",100,4,0,3.0,2.55,163.2,0.0,8.924,"[0.6052, 0.6451, 0.6276]","[None, None, None]",20,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]"
