,measure_size,encoder_freeze,scratch,weights,uncertainty_topk,grad_num,rand_num,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_pair,margin_scale,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed,lambda_infonce,tau,tau_c,beta,gamma,noise_std,lambda_reg,feature_predictor_lr,epochs
9534,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,6,288,0.0,21.58,"[0.6768, 0.709, 0.7042, 0.714, 0.7442, 0.7634]","[None, None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
9535,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.58,"[0.6762, 0.6932, 0.7333, 0.7151, 0.6573]","[None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
9536,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.97,"[0.6692, 0.6937, 0.723, 0.7539]","[None, None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
9537,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.64,"[0.6395, 0.6965]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
9538,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.62,"[0.5904, 0.6909, 0.7219, 0.7444, 0.7537]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
9539,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.7,"[0.6017, 0.6036]","[None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
9540,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.28,[0.6345],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
9541,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.73,"[0.6985, 0.717, 0.6796, 0.691, 0.6995]","[None, None, None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
9542,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.87,"[0.5573, 0.7283, 0.678, 0.7658]","[None, None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
9543,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.19,[0.5844],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
9544,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.47,"[0.5241, 0.6939]","[None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
9545,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.27,"[0.673, 0.7182, 0.7223, 0.7377, 0.7017]","[None, None, None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
9546,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,8,384,0.0,29.61,"[0.5852, 0.6581, 0.7345, 0.7525, 0.7609, 0.7412, 0.7367, 0.7677]","[None, None, None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
9547,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.54,"[0.6935, 0.7171, 0.7434, 0.7756]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
9548,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.26,"[0.6331, 0.6409, 0.7336, 0.759, 0.7548]","[None, None, None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
9549,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,6,288,0.0,21.19,"[0.6513, 0.6304, 0.7161, 0.7165, 0.7022, 0.7136]","[None, None, None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
9550,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.47,"[0.6077, 0.6888]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
9551,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.61,"[0.5913, 0.6679, 0.6946, 0.7195]","[None, None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
9552,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.66,"[0.6155, 0.6873, 0.6804, 0.6563]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
9553,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,26.13,"[0.4311, 0.6362, 0.6977, 0.7311, 0.7226, 0.7256, 0.7296]","[None, None, None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
9554,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,6,288,0.0,21.91,"[0.6768, 0.709, 0.7042, 0.714, 0.7442, 0.7634]","[None, None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
9555,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.81,"[0.6762, 0.6932, 0.7333, 0.7151, 0.6573]","[None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
9556,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,14.02,"[0.6692, 0.6937, 0.723, 0.7539]","[None, None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
9557,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.73,"[0.6395, 0.6965]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
9558,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.72,"[0.5904, 0.6909, 0.7219, 0.7444, 0.7537]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
9559,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.47,"[0.6017, 0.6036]","[None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
9560,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.15,[0.6345],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
9561,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.25,"[0.6985, 0.717, 0.6796, 0.691, 0.6995]","[None, None, None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
9562,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.74,"[0.5573, 0.7283, 0.678, 0.7658]","[None, None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
9563,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.28,[0.5844],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
9564,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.79,"[0.5241, 0.6939]","[None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
9565,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.66,"[0.6869, 0.7211]","[None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
9566,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,25.32,"[0.5849, 0.6792, 0.7322, 0.7363, 0.7561, 0.7125, 0.712]","[None, None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
9567,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,10.02,"[0.6915, 0.7027, 0.7627]","[None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
9568,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.25,"[0.6418, 0.656, 0.6738, 0.7125, 0.7224]","[None, None, None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
9569,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,9.9,"[0.65, 0.646, 0.7302]","[None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
9570,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.47,"[0.6045, 0.685]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
9571,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,9.91,"[0.5974, 0.6765, 0.6908]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
9572,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.47,"[0.6213, 0.69]","[None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
9573,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,25.31,"[0.4266, 0.6794, 0.6984, 0.7093, 0.7226, 0.7079, 0.7271]","[None, None, None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
9574,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,26.12,"[0.6692, 0.6957, 0.665, 0.7204, 0.7315, 0.741, 0.7569]","[None, None, None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
9575,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,6,288,0.0,21.71,"[0.6747, 0.7003, 0.7194, 0.7215, 0.7075, 0.6961]","[None, None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
9576,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.94,"[0.6762, 0.6975, 0.7251, 0.7405]","[None, None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
9577,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.72,"[0.6413, 0.7249]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
9578,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.86,"[0.5924, 0.7104, 0.6952, 0.7309, 0.728]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
9579,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.6,"[0.6165, 0.6259]","[None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
9580,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.15,[0.6398],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
9581,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,9.99,"[0.7098, 0.7066, 0.706]","[None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
9582,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,9.91,"[0.5889, 0.7327, 0.6732]","[None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
9583,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.16,[0.5944],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
9584,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.47,"[0.5342, 0.7178, 0.7751, 0.7633]","[None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
9585,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.54,"[0.6869, 0.7211]","[None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
9586,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,26.16,"[0.5849, 0.6792, 0.7322, 0.7363, 0.7561, 0.7125, 0.712]","[None, None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
9587,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,10.27,"[0.6915, 0.7027, 0.7627]","[None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
9588,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.86,"[0.6418, 0.656, 0.6738, 0.7125, 0.7224]","[None, None, None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
9589,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,10.26,"[0.65, 0.646, 0.7302]","[None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
9590,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.69,"[0.6045, 0.685]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
9591,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,10.26,"[0.5974, 0.6765, 0.6908]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
9592,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.71,"[0.6213, 0.69]","[None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
9593,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,26.13,"[0.4266, 0.6794, 0.6984, 0.7093, 0.7226, 0.7079, 0.7271]","[None, None, None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
9594,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,7,336,0.0,25.92,"[0.6692, 0.6957, 0.665, 0.7204, 0.7315, 0.741, 0.7569]","[None, None, None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
9595,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,6,288,0.0,21.91,"[0.6747, 0.7003, 0.7194, 0.7215, 0.7075, 0.6961]","[None, None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
9596,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.97,"[0.6762, 0.6975, 0.7251, 0.7405]","[None, None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
9597,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.71,"[0.6413, 0.7249]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
9598,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,5,240,0.0,17.39,"[0.5924, 0.7104, 0.6952, 0.7309, 0.728]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
9599,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,2,96,0.0,6.77,"[0.6165, 0.6259]","[None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
9600,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.27,[0.6398],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
9601,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,10.28,"[0.7098, 0.7066, 0.706]","[None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
9602,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,3,144,0.0,10.28,"[0.5889, 0.7327, 0.6732]","[None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
9603,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,1,48,0.0,3.29,[0.5944],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
9604,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,100,3.0,0.3,4,192,0.0,13.97,"[0.5342, 0.7178, 0.7751, 0.7633]","[None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
9605,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.89,"[0.6677, 0.6645, 0.7362, 0.7234, 0.7169]","[None, None, None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
9606,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.88,"[0.6002, 0.6752, 0.7522, 0.75, 0.7709]","[None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
9607,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.7,"[0.6883, 0.6662, 0.6909, 0.7563]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
9608,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.48,"[0.615, 0.6084, 0.6721, 0.6965]","[None, None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
9609,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,9.92,"[0.6294, 0.6391, 0.7005]","[None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
9610,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,2,96,0.0,6.46,"[0.6156, 0.6816]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
9611,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,9.92,"[0.5911, 0.637, 0.6622]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
9612,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.27,"[0.5878, 0.6408, 0.6764, 0.6801, 0.7082]","[None, None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
9613,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,6,288,0.0,21.39,"[0.4337, 0.6368, 0.6664, 0.6559, 0.6644, 0.6745]","[None, None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
9614,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,6,288,0.0,21.23,"[0.6687, 0.6505, 0.6746, 0.71, 0.7406, 0.7452]","[None, None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
9615,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,7,336,0.0,25.31,"[0.6802, 0.6965, 0.697, 0.7556, 0.7587, 0.7773, 0.7692]","[None, None, None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
9616,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.55,"[0.6707, 0.6864, 0.7255, 0.7381]","[None, None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
9617,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,2,96,0.0,6.46,"[0.6234, 0.7019]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
9618,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.4,"[0.5697, 0.6859, 0.7155, 0.7451, 0.7618]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
9619,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,2,96,0.0,6.49,"[0.5863, 0.5175]","[None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
9620,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,1,48,0.0,3.28,[0.6033],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
9621,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,9.97,"[0.6979, 0.6701, 0.7191]","[None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
9622,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,9.91,"[0.5375, 0.6986, 0.6725]","[None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
9623,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,1,48,0.0,3.16,[0.5807],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
9624,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.48,"[0.5318, 0.668, 0.7091, 0.721]","[None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
9625,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.27,"[0.6677, 0.6645, 0.7362, 0.7234, 0.7169]","[None, None, None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
9626,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.37,"[0.6002, 0.6752, 0.7522, 0.75, 0.7709]","[None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
9627,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.51,"[0.6883, 0.6662, 0.6909, 0.7563]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
9628,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.93,"[0.615, 0.6084, 0.6721, 0.6965]","[None, None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
9629,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,10.16,"[0.6294, 0.6391, 0.7005]","[None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
9630,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,2,96,0.0,6.47,"[0.6156, 0.6816]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
9631,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,10.12,"[0.5911, 0.637, 0.6622]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
9632,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.85,"[0.5878, 0.6408, 0.6764, 0.6801, 0.7082]","[None, None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
9633,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,6,288,0.0,21.21,"[0.4337, 0.6368, 0.6664, 0.6559, 0.6644, 0.6745]","[None, None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
9634,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,6,288,0.0,21.5,"[0.6687, 0.6505, 0.6746, 0.71, 0.7406, 0.7452]","[None, None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
9635,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,7,336,0.0,25.61,"[0.6802, 0.6965, 0.697, 0.7556, 0.7587, 0.7773, 0.7692]","[None, None, None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
9636,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.86,"[0.6707, 0.6864, 0.7255, 0.7381]","[None, None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
9637,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,2,96,0.0,6.7,"[0.6234, 0.7019]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
9638,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.89,"[0.5697, 0.6859, 0.7155, 0.7451, 0.7618]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
9639,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,2,96,0.0,6.71,"[0.5863, 0.5175]","[None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
9640,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,1,48,0.0,3.25,[0.6033],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
9641,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,9.97,"[0.6979, 0.6701, 0.7191]","[None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
9642,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,3,144,0.0,9.91,"[0.5375, 0.6986, 0.6725]","[None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
9643,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,1,48,0.0,3.27,[0.5807],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
9644,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,4,192,0.0,13.68,"[0.5318, 0.668, 0.7091, 0.721]","[None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
9645,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,5,240,0.0,17.83,"[0.6797, 0.7009, 0.7236, 0.7376, 0.7369]","[None, None, None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
9646,48,False,False,"(0.6, 0.1, 0.3)",,2,0,0.0001,0.001,200,3.0,0.3,7,336,0.0,25.95,"[0.5998, 0.6888, 0.7333, 0.7584, 0.7605, 0.7458, 0.7528]","[None, None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
