,measure_size,encoder_freeze,scratch,weights,uncertainty_topk,grad_num,rand_num,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_pair,margin_scale,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed,lambda_infonce,tau,tau_c,beta,gamma,noise_std,lambda_reg,feature_predictor_lr,epochs
2645,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.8,"[0.6782, 0.6006, 0.6451, 0.6653, 0.6786]","[None, None, None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
2646,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,6,288,0.0,21.44,"[0.5243, 0.4689, 0.6121, 0.6333, 0.6719, 0.6961]","[None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
2647,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.49,"[0.6395, 0.6158, 0.6046, 0.67]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
2648,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.9,"[0.5394, 0.5496, 0.6297]","[None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
2649,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.86,"[0.5302, 0.4822, 0.5835, 0.622]","[None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
2650,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.25,"[0.5848, 0.5308, 0.593]","[None, None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
2651,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.24,"[0.5908, 0.5577, 0.5452]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
2652,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.89,"[0.6068, 0.6006, 0.6574, 0.6315]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
2653,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.19,"[0.3761, 0.5244, 0.5511, 0.6198, 0.6616]","[None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
2654,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.19,"[0.6232, 0.5713, 0.5612, 0.6298, 0.6634]","[None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
2655,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.17,"[0.6395, 0.6327, 0.6397, 0.6518, 0.6284]","[None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
2656,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.86,"[0.632, 0.6131, 0.6094]","[None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
2657,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.43,"[0.6261, 0.6203]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
2658,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.81,"[0.5755, 0.5666, 0.6396, 0.6683, 0.6635]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
2659,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.24,"[0.5782, 0.5575, 0.6271]","[None, None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
2660,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.26,[0.6571],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
2661,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.66,"[0.6335, 0.549]","[None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
2662,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.2,"[0.5992, 0.5984, 0.6316]","[None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
2663,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.73,"[0.528, 0.5548, 0.5997, 0.6131, 0.655]","[None, None, None, None, None]",2018,0.0,0.0,,0.01,0.01,0.001,,,
2664,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.88,"[0.5657, 0.5505, 0.58, 0.6032]","[None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
2665,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.29,"[0.6782, 0.6006, 0.6451, 0.6653, 0.6786]","[None, None, None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
2666,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,6,288,0.0,21.12,"[0.5243, 0.4689, 0.6121, 0.6333, 0.6719, 0.6961]","[None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
2667,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.74,"[0.6395, 0.6158, 0.6046, 0.67]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
2668,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.23,"[0.5394, 0.5496, 0.6297]","[None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
2669,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.52,"[0.5302, 0.4822, 0.5835, 0.622]","[None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
2670,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.99,"[0.5848, 0.5308, 0.593]","[None, None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
2671,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.87,"[0.5908, 0.5577, 0.5452]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
2672,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.52,"[0.6068, 0.6006, 0.6574, 0.6315]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
2673,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.75,"[0.3761, 0.5244, 0.5511, 0.6198, 0.6616]","[None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
2674,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.88,"[0.6232, 0.5713, 0.5612, 0.6298, 0.6634]","[None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
2675,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.74,"[0.6395, 0.6327, 0.6397, 0.6518, 0.6284]","[None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
2676,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.9,"[0.632, 0.6131, 0.6094]","[None, None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
2677,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.43,"[0.6261, 0.6203]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
2678,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.32,"[0.5755, 0.5666, 0.6396, 0.6683, 0.6635]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
2679,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.87,"[0.5782, 0.5575, 0.6271]","[None, None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
2680,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.13,[0.6571],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
2681,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.44,"[0.6335, 0.549]","[None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
2682,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.91,"[0.5992, 0.5984, 0.6316]","[None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
2683,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.35,"[0.528, 0.5548, 0.5997, 0.6131, 0.655]","[None, None, None, None, None]",2018,0.0,0.0,,0.01,0.01,0.001,,,
2684,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.49,"[0.5657, 0.5505, 0.58, 0.6032]","[None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
2685,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.9,"[0.5966, 0.537, 0.5576]","[None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
2686,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,7,336,0.0,25.69,"[0.4163, 0.4016, 0.5134, 0.5919, 0.5555, 0.6035, 0.6174]","[None, None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
2687,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.42,"[0.544, 0.5739, 0.5621, 0.5855]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
2688,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.08,"[0.458, 0.4863, 0.5396]","[None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
2689,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.41,"[0.5502, 0.4506, 0.5053, 0.5255]","[None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
2690,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.64,"[0.5276, 0.4657]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
2691,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.08,"[0.5624, 0.4666, 0.5473]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
2692,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.63,"[0.5632, 0.507, 0.5259, 0.5299]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
2693,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.58,"[0.3607, 0.2872, 0.414, 0.5261, 0.5068]","[None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
2694,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.84,"[0.6018, 0.4632, 0.4816, 0.4901]","[None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
2695,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.35,"[0.6008, 0.5744, 0.6061, 0.5846, 0.5487]","[None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
2696,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.47,"[0.5561, 0.5341]","[None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
2697,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.43,"[0.6079, 0.5748]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
2698,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.26,"[0.5267, 0.3809, 0.533, 0.5897, 0.5732]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
2699,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.87,"[0.5642, 0.4701, 0.5439]","[None, None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
2700,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.14,[0.6374],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
2701,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.19,"[0.5433, 0.4974, 0.5203, 0.4909, 0.4812]","[None, None, None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
2702,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.54,"[0.5203, 0.4275, 0.5037, 0.5392]","[None, None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
2703,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.13,[0.4523],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
2704,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.19,"[0.596, 0.4912, 0.5668, 0.58, 0.5904]","[None, None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
2705,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.13,"[0.5966, 0.537, 0.5576]","[None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
2706,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,7,336,0.0,26.05,"[0.4163, 0.4016, 0.5134, 0.5919, 0.5555, 0.6035, 0.6174]","[None, None, None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
2707,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,14.0,"[0.544, 0.5739, 0.5621, 0.5855]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
2708,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.26,"[0.458, 0.4863, 0.5396]","[None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
2709,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.92,"[0.5502, 0.4506, 0.5053, 0.5255]","[None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
2710,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.69,"[0.5276, 0.4657]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
2711,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.14,"[0.5624, 0.4666, 0.5473]","[None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
2712,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.43,"[0.5632, 0.507, 0.5259, 0.5299]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
2713,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.19,"[0.3607, 0.2872, 0.414, 0.5261, 0.5068]","[None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
2714,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.64,"[0.6018, 0.4632, 0.4816, 0.4901]","[None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
2715,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.18,"[0.6008, 0.5744, 0.6061, 0.5846, 0.5487]","[None, None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
2716,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.43,"[0.5561, 0.5341]","[None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
2717,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.43,"[0.6079, 0.5748]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
2718,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.22,"[0.5267, 0.3809, 0.533, 0.5897, 0.5732]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
2719,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.22,"[0.5642, 0.4701, 0.5439]","[None, None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
2720,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.32,[0.6374],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
2721,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.8,"[0.5433, 0.4974, 0.5203, 0.4909, 0.4812]","[None, None, None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
2722,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.6,"[0.5203, 0.4275, 0.5037, 0.5392]","[None, None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
2723,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.13,[0.4523],[None],2018,0.0,0.0,,0.01,0.01,0.001,,,
2724,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.2,"[0.596, 0.4912, 0.5668, 0.58, 0.5904]","[None, None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
2725,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.03,"[-0.0055, -0.0614, 0.2473]","[None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
2726,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.75,"[-0.1267, -0.1254, 0.0501, 0.1124, 0.0279]","[None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
2727,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.91,"[-0.1593, 0.1209, 0.2577, 0.2778]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
2728,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.99,"[0.1786, 0.3294, 0.3152]","[None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
2729,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.43,"[0.4437, 0.2011, 0.2349, 0.2351]","[None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
2730,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.56,"[0.2278, 0.3165]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
2731,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.57,"[0.4758, 0.0001, 0.2039, 0.0938]","[None, None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
2732,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.98,"[0.3132, 0.1613, 0.12, 0.0574]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
2733,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.29,"[0.2582, -1.2467, -0.2941, -0.0878, 0.038]","[None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
2734,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.81,"[0.4834, 0.1596, 0.0404, 0.1373, 0.1274]","[None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
2735,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.74,"[0.3311, 0.3439, 0.2819, 0.2932]","[None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
2736,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.43,"[0.2214, 0.0255]","[None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
2737,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.44,"[0.3, -0.0789]","[None, None]",2012,0.0,0.0,,0.01,0.01,0.001,,,
2738,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.18,"[0.2918, -0.5023, 0.2267, 0.2499, 0.1433]","[None, None, None, None, None]",2013,0.0,0.0,,0.01,0.01,0.001,,,
2739,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,9.87,"[0.4755, -0.2266, -0.1027]","[None, None, None]",2014,0.0,0.0,,0.01,0.01,0.001,,,
2740,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,1,48,0.0,3.24,[0.3295],[None],2015,0.0,0.0,,0.01,0.01,0.001,,,
2741,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.98,"[-0.043, 0.2672, 0.2524, 0.1976]","[None, None, None, None]",2016,0.0,0.0,,0.01,0.01,0.001,,,
2742,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.95,"[-0.014, -0.2916, 0.0969, 0.2682]","[None, None, None, None]",2017,0.0,0.0,,0.01,0.01,0.001,,,
2743,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.68,"[-0.1382, 0.035]","[None, None]",2018,0.0,0.0,,0.01,0.01,0.001,,,
2744,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.81,"[0.6142, 0.3407, 0.2249, 0.2101, 0.2106]","[None, None, None, None, None]",2019,0.0,0.0,,0.01,0.01,0.001,,,
2745,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.32,"[-0.0055, -0.0614, 0.2473]","[None, None, None]",2000,0.0,0.0,,0.01,0.01,0.001,,,
2746,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.84,"[-0.1267, -0.1254, 0.0501, 0.1124, 0.0279]","[None, None, None, None, None]",2001,0.0,0.0,,0.01,0.01,0.001,,,
2747,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.94,"[-0.1593, 0.1209, 0.2577, 0.2778]","[None, None, None, None]",2002,0.0,0.0,,0.01,0.01,0.001,,,
2748,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,3,144,0.0,10.23,"[0.1786, 0.3294, 0.3152]","[None, None, None]",2003,0.0,0.0,,0.01,0.01,0.001,,,
2749,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.91,"[0.4437, 0.2011, 0.2349, 0.2351]","[None, None, None, None]",2004,0.0,0.0,,0.01,0.01,0.001,,,
2750,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.67,"[0.2278, 0.3165]","[None, None]",2005,0.0,0.0,,0.01,0.01,0.001,,,
2751,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.51,"[0.4758, 0.0001, 0.2039, 0.0938]","[None, None, None, None]",2006,0.0,0.0,,0.01,0.01,0.001,,,
2752,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.9,"[0.3132, 0.1613, 0.12, 0.0574]","[None, None, None, None]",2007,0.0,0.0,,0.01,0.01,0.001,,,
2753,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.66,"[0.2582, -1.2467, -0.2941, -0.0878, 0.038]","[None, None, None, None, None]",2008,0.0,0.0,,0.01,0.01,0.001,,,
2754,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,5,240,0.0,17.78,"[0.4834, 0.1596, 0.0404, 0.1373, 0.1274]","[None, None, None, None, None]",2009,0.0,0.0,,0.01,0.01,0.001,,,
2755,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,4,192,0.0,13.93,"[0.3311, 0.3439, 0.2819, 0.2932]","[None, None, None, None]",2010,0.0,0.0,,0.01,0.01,0.001,,,
2756,48,False,False,"(0.7, 0.0, 0.3)",,2,0,1e-05,1e-05,100,3.0,0.3,2,96,0.0,6.75,"[0.2214, 0.0255]","[None, None]",2011,0.0,0.0,,0.01,0.01,0.001,,,
