measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,2,5.42,128,"[0.4531, 0.4211]",[],2000
64,3,8.17,192,"[0.557, 0.5332, 0.5988]",[],2001
64,4,11.04,256,"[0.6069, 0.6249, 0.6392, 0.6358]",[],2002
