measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,5,7.34,320,"[0.469, 0.5393, 0.5276, 0.5616, 0.5394]",[],2000
64,3,5.12,192,"[0.5494, 0.5897, 0.574]",[],2001
64,5,7.36,320,"[0.6072, 0.6383, 0.6027, 0.6322, 0.6304]",[],2002
64,8,10.98,512,"[0.5497, 0.5894, 0.5609, 0.4973, 0.6075, 0.6443, 0.6443, 0.6243]",[],2003
64,2,4.08,128,"[0.4891, 0.5831]",[],2004
64,5,7.37,320,"[0.3798, 0.4999, 0.4895, 0.5399, 0.5084]",[],2005
64,3,5.08,192,"[0.5822, 0.5052, 0.5085]",[],2006
64,4,6.21,256,"[0.4924, 0.4416, 0.5016, 0.5473]",[],2007
