measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,6,4.24,384,"[0.4108, 0.4414, 0.264, 0.5192, 0.5935, 0.7119]",[],2000
64,1,2.57,64,[0.2501],[],2001
64,6,4.22,384,"[0.4733, 0.4795, 0.3957, 0.5851, 0.6991, 0.7356]",[],2002
64,5,3.85,320,"[0.3423, -0.0626, 0.5964, 0.6595, 0.6654]",[],2003
64,5,3.82,320,"[0.3321, 0.446, 0.5609, 0.6486, 0.692]",[],2004
64,5,3.77,320,"[0.2293, 0.3029, 0.5848, 0.6109, 0.6307]",[],2005
64,7,4.73,448,"[0.3064, 0.5145, 0.378, 0.5897, 0.6685, 0.7204, 0.6879]",[],2006
64,4,3.46,256,"[-0.1216, 0.4751, 0.6548, 0.6563]",[],2007
