measure_size,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,2,4.17,128,"[0.4685, 0.5156]",[],2000
64,4,6.11,256,"[0.5753, 0.5606, 0.6078, 0.5769]",[],2001
64,5,7.17,320,"[0.5997, 0.5643, 0.5937, 0.6179, 0.6348]",[],2002
64,6,8.46,384,"[0.6095, 0.5592, 0.5932, 0.6103, 0.5653, 0.6367]",[],2003
64,3,5.12,192,"[0.4584, 0.5691, 0.5863]",[],2004
64,3,5.14,192,"[0.3797, 0.5052, 0.5356]",[],2005
64,1,3.19,64,[0.5393],[],2006
64,2,4.19,128,"[0.4936, 0.519]",[],2007
