measure_size,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(0.4, 0.3, 0.3)",64,4,0,3,12.24,192,"[False, False, False]","[False, False, False]",2000
64,"(0.4, 0.3, 0.3)",64,4,0,1,3.86,64,[False],[False],2001
64,"(0.4, 0.3, 0.3)",64,4,0,1,3.86,64,[False],[False],2002
