measure_size,encoder_freeze,scratch,cost_predictor_lr,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.6,64,[0.7052],[None],2000
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.45,64,[0.6411],[None],2001
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,[0.6609],[None],2002
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.44,64,[0.6945],[None],2003
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.58,64,[0.7329],[None],2004
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.41,64,[0.7052],[None],2000
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.6411],[None],2001
64,False,False,0.0001,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,[0.6609],[None],2002
