measure_size,weights,grad_num,rand_num,phase,used_time,train_size,val_reg_r2,val_rank_r2,sampling_seed
64,"(0.5, 0.2, 0.3)",2,0,1,10.01,64,[0.7079],[0.8524],2000
64,"(0.5, 0.2, 0.3)",2,0,3,29.98,192,"[0.6933, 0.5908, 0.4397]","[0.8419, 0.8654, 0.8855]",2001
64,"(0.5, 0.2, 0.3)",2,0,4,40.32,256,"[0.6667, 0.7207, 0.448, 0.4333]","[0.8554, 0.8868, 0.8854, 0.8918]",2002
64,"(0.5, 0.2, 0.3)",2,0,3,29.82,192,"[0.7224, 0.5937, 0.5993]","[0.8484, 0.8752, 0.8935]",2003
64,"(0.5, 0.2, 0.3)",2,0,3,29.74,192,"[0.7041, 0.577, 0.5734]","[0.8576, 0.8779, 0.8945]",2004
